L,rho,mean_density,second_moment_uncentered,forth_moment_uncentered
7200,0.24500000,3.6176298897e-01,1.3093772954e-01,1.7177492763e-02
7200,0.24516795,3.5691628417e-01,1.2747542924e-01,1.6291657187e-02
7200,0.24533011,3.5168663841e-01,1.2380282545e-01,1.5380913877e-02
7200,0.24548648,3.4638586625e-01,1.2013396260e-01,1.4498728622e-02
7200,0.24563706,3.4041925214e-01,1.1609672105e-01,1.3565401998e-02
7200,0.24578184,3.3404867114e-01,1.1189755346e-01,1.2639859390e-02
7200,0.24592084,3.2695204820e-01,1.0733977433e-01,1.1679348473e-02
7200,0.24605404,3.1945768209e-01,1.0264731985e-01,1.0734263340e-02
7200,0.24618145,3.1168134242e-01,9.7901819870e-02,9.8216000219e-03
7200,0.24630307,3.0239832010e-01,9.2492247408e-02,8.8605963504e-03
7200,0.24641890,2.9305267876e-01,8.7217496550e-02,7.9660394824e-03
7200,0.24652894,2.8403146571e-01,8.2262622135e-02,7.1696016455e-03
7200,0.24663319,2.7286550928e-01,7.6455594315e-02,6.3123119647e-03
7200,0.24673164,2.6224681249e-01,7.1100069697e-02,5.5617681184e-03
7200,0.24682430,2.5214562764e-01,6.6142833589e-02,4.9024335386e-03
7200,0.24691117,2.4037390811e-01,6.0637761122e-02,4.2236807217e-03
7200,0.24699226,2.2897788279e-01,5.5467756427e-02,3.6191469124e-03
7200,0.24706754,2.1964673648e-01,5.1482862781e-02,3.1940888005e-03
7200,0.24713704,2.1118530395e-01,4.7943546194e-02,2.8284943557e-03
7200,0.24720075,2.0189318336e-01,4.4203103514e-02,2.4680613685e-03
7200,0.24725866,1.9386333527e-01,4.0990572970e-02,2.1652237348e-03
7200,0.24731078,1.8668479419e-01,3.8274141311e-02,1.9210541465e-03
7200,0.24735712,1.8004563354e-01,3.5834535410e-02,1.7214219388e-03
7200,0.24739766,1.7375323112e-01,3.3585419696e-02,1.5419223803e-03
7200,0.24743240,1.6882724280e-01,3.1879465772e-02,1.4143324823e-03
7200,0.24746136,1.6472699416e-01,3.0511888064e-02,1.3194338803e-03
7200,0.24748453,1.6289667931e-01,2.9797887979e-02,1.2546293269e-03
7200,0.24750190,1.6098883478e-01,2.9139045390e-02,1.2049452917e-03
7200,0.24751348,1.5855282765e-01,2.8299322716e-02,1.1432489030e-03
7200,0.24751928,1.5838541629e-01,2.8319462411e-02,1.1528723189e-03
7200,0.24752072,1.5763016913e-01,2.8059759624e-02,1.1314033877e-03
7200,0.24752652,1.5713197241e-01,2.7837863966e-02,1.1120684622e-03
7200,0.24753810,1.5533389138e-01,2.7333760930e-02,1.0849767084e-03
7200,0.24755547,1.5272255611e-01,2.6433005648e-02,1.0205754554e-03
7200,0.24757864,1.4968073221e-01,2.5522545149e-02,9.6522337037e-04
7200,0.24760760,1.4729062722e-01,2.4688820909e-02,9.0310210632e-04
7200,0.24764234,1.4248009745e-01,2.3210362905e-02,8.0915935713e-04
7200,0.24768288,1.3619446724e-01,2.1340413265e-02,7.0325779128e-04
7200,0.24772922,1.3082367419e-01,1.9779204131e-02,6.1253820197e-04
7200,0.24778134,1.2537069868e-01,1.8271745678e-02,5.3525874037e-04
7200,0.24783925,1.1802454798e-01,1.6278605531e-02,4.3504132331e-04
7200,0.24790296,1.1167624155e-01,1.4724616766e-02,3.6898452431e-04
7200,0.24797246,1.0440629891e-01,1.2914978360e-02,2.9184365431e-04
7200,0.24804774,9.6866556476e-02,1.1151595644e-02,2.2197438087e-04
7200,0.24812883,8.9678871144e-02,9.5841950111e-03,1.6826426799e-04
7200,0.24821570,8.2685605417e-02,8.1739248718e-03,1.2408439972e-04
7200,0.24830836,7.5811794676e-02,6.9076986969e-03,9.1615688932e-05
7200,0.24840681,6.9113703960e-02,5.7616044468e-03,6.5153172395e-05
7200,0.24851106,6.2917779620e-02,4.7783249474e-03,4.5831647345e-05
7200,0.24862110,5.6577857714e-02,3.8394761483e-03,2.9440917896e-05
7200,0.24873693,5.1428767951e-02,3.1494503583e-03,1.9479723288e-05
7200,0.24885855,4.5885661345e-02,2.5136342147e-03,1.2809292465e-05
7200,0.24898596,4.1670056480e-02,2.0628785679e-03,8.6851821571e-06
7200,0.24911916,3.7206594219e-02,1.6319121872e-03,5.2801586190e-06
7200,0.24925816,3.3193468565e-02,1.2925806076e-03,3.2835527050e-06
7200,0.24940294,2.9727749487e-02,1.0290725583e-03,2.0475233402e-06
7200,0.24955352,2.6844446416e-02,8.3309643923e-04,1.2843680591e-06
7200,0.24970989,2.4009323235e-02,6.6334974650e-04,8.0396997721e-07
7200,0.24987205,2.1402105370e-02,5.2307272484e-04,4.9038061021e-07
7400,0.24500000,3.6199919425e-01,1.3110414235e-01,1.7219039482e-02
7400,0.24516795,3.5752591963e-01,1.2789715511e-01,1.6393255164e-02
7400,0.24533011,3.5212288118e-01,1.2410654544e-01,1.5455020497e-02
7400,0.24548648,3.4690844640e-01,1.2048138412e-01,1.4576631273e-02
7400,0.24563706,3.4089903205e-01,1.1641050095e-01,1.3633562161e-02
7400,0.24578184,3.3462455591e-01,1.1225998041e-01,1.2712614835e-02
7400,0.24592084,3.2794257957e-01,1.0795617810e-01,1.1800736755e-02
7400,0.24605404,3.2067931659e-01,1.0335471317e-01,1.0860224489e-02
7400,0.24618145,3.1295315661e-01,9.8614953659e-02,9.9411536516e-03
7400,0.24630307,3.0360660036e-01,9.3147417284e-02,8.9614196980e-03
7400,0.24641890,2.9431047649e-01,8.7878020874e-02,8.0650782959e-03
7400,0.24652894,2.8490840236e-01,8.2726804422e-02,7.2402583177e-03
7400,0.24663319,2.7409406547e-01,7.6952272847e-02,6.3570148205e-03
7400,0.24673164,2.6381790066e-01,7.1790453177e-02,5.6376766575e-03
7400,0.24682430,2.5281895230e-01,6.6465537684e-02,4.9415073968e-03
7400,0.24691117,2.4121013954e-01,6.0984086496e-02,4.2597854779e-03
7400,0.24699226,2.2988325878e-01,5.5954356214e-02,3.6876529026e-03
7400,0.24706754,2.2015669967e-01,5.1670898292e-02,3.2072177030e-03
7400,0.24713704,2.1086840171e-01,4.7797817842e-02,2.8106355451e-03
7400,0.24720075,2.0152603105e-01,4.3997207123e-02,2.4358801541e-03
7400,0.24725866,1.9337287892e-01,4.0837718862e-02,2.1537342590e-03
7400,0.24731078,1.8608349056e-01,3.8030431058e-02,1.9009556505e-03
7400,0.24735712,1.7946377779e-01,3.5588076168e-02,1.6993905592e-03
7400,0.24739766,1.7407846563e-01,3.3697247386e-02,1.5516198567e-03
7400,0.24743240,1.6902454273e-01,3.1910814061e-02,1.4134359124e-03
7400,0.24746136,1.6494605475e-01,3.0508628484e-02,1.3092854288e-03
7400,0.24748453,1.6176896439e-01,2.9491452306e-02,1.2380385838e-03
7400,0.24750190,1.5983820700e-01,2.8821831817e-02,1.1871551582e-03
7400,0.24751348,1.5811729259e-01,2.8190845946e-02,1.1380971869e-03
7400,0.24751928,1.5750989096e-01,2.7949167341e-02,1.1170828358e-03
7400,0.24752072,1.5699253393e-01,2.7854988481e-02,1.1200573346e-03
7400,0.24752652,1.5638911518e-01,2.7643588254e-02,1.1025775887e-03
7400,0.24753810,1.5462367524e-01,2.7066657472e-02,1.0620870339e-03
7400,0.24755547,1.5141541745e-01,2.6143030902e-02,1.0114642396e-03
7400,0.24757864,1.4908959517e-01,2.5319536987e-02,9.4995338215e-04
7400,0.24760760,1.4458836999e-01,2.3862473975e-02,8.5406840215e-04
7400,0.24764234,1.4008823457e-01,2.2564429726e-02,7.7942795196e-04
7400,0.24768288,1.3638077419e-01,2.1445635863e-02,7.0903920852e-04
7400,0.24772922,1.3104766993e-01,1.9885777595e-02,6.2348972020e-04
7400,0.24778134,1.2428992694e-01,1.8004357250e-02,5.2543926539e-04
7400,0.24783925,1.1830315497e-01,1.6397806723e-02,4.4567907968e-04
7400,0.24790296,1.1044623079e-01,1.4361643160e-02,3.4866188733e-04
7400,0.24797246,1.0331385606e-01,1.2620504001e-02,2.7576409854e-04
7400,0.24804774,9.5856207120e-02,1.0952610093e-02,2.1605064078e-04
7400,0.24812883,8.8735711525e-02,9.4019931882e-03,1.6163736955e-04
7400,0.24821570,8.1758750738e-02,8.0057438138e-03,1.2102275364e-04
7400,0.24830836,7.4539424549e-02,6.7081811965e-03,8.8413361562e-05
7400,0.24840681,6.7632582106e-02,5.5125238858e-03,6.0334677954e-05
7400,0.24851106,6.1774162186e-02,4.5692362621e-03,4.0908718030e-05
7400,0.24862110,5.5083076976e-02,3.6532868689e-03,2.7217787471e-05
7400,0.24873693,4.9362244788e-02,2.9056390678e-03,1.6817557489e-05
7400,0.24885855,4.4674529434e-02,2.3683608851e-03,1.1144210113e-05
7400,0.24898596,4.0368461762e-02,1.9352364769e-03,7.6136375366e-06
7400,0.24911916,3.5830083011e-02,1.5077142657e-03,4.4262066260e-06
7400,0.24925816,3.2141985091e-02,1.2080521466e-03,2.8000627781e-06
7400,0.24940294,2.8845385703e-02,9.6542218853e-04,1.7330018491e-06
7400,0.24955352,2.5811649819e-02,7.6828894398e-04,1.0808955796e-06
7400,0.24970989,2.3048256227e-02,6.0868245164e-04,6.7193882297e-07
7400,0.24987205,2.0800243815e-02,4.9225914404e-04,4.2360327941e-07
7600,0.24500000,3.6251575898e-01,1.3147399729e-01,1.7313990158e-02
7600,0.24516795,3.5766660778e-01,1.2799972023e-01,1.6419952949e-02
7600,0.24533011,3.5274896314e-01,1.2452614166e-01,1.5551116273e-02
7600,0.24548648,3.4734590326e-01,1.2078129435e-01,1.4646047763e-02
7600,0.24563706,3.4140917637e-01,1.1675470289e-01,1.3711919842e-02
7600,0.24578184,3.3541123229e-01,1.1274993327e-01,1.2811533831e-02
7600,0.24592084,3.2867924783e-01,1.0839109862e-01,1.1880247813e-02
7600,0.24605404,3.2108810485e-01,1.0361198751e-01,1.0908590352e-02
7600,0.24618145,3.1335631412e-01,9.8889692831e-02,9.9969345776e-03
7600,0.24630307,3.0440076870e-01,9.3608736823e-02,9.0420040324e-03
7600,0.24641890,2.9520539433e-01,8.8392786990e-02,8.1529967034e-03
7600,0.24652894,2.8582209801e-01,8.3142658834e-02,7.2850959407e-03
7600,0.24663319,2.7501350383e-01,7.7495469305e-02,6.4455398099e-03
7600,0.24673164,2.6443498028e-01,7.2058300603e-02,5.6688495785e-03
7600,0.24682430,2.5353892092e-01,6.6721079450e-02,4.9576111561e-03
7600,0.24691117,2.4262018799e-01,6.1666248704e-02,4.3399016203e-03
7600,0.24699226,2.3109503720e-01,5.6409036816e-02,3.7198013697e-03
7600,0.24706754,2.2043395296e-01,5.1788796504e-02,3.2188155995e-03
7600,0.24713704,2.1140536528e-01,4.7925311912e-02,2.8118520831e-03
7600,0.24720075,2.0268813881e-01,4.4441978598e-02,2.4743244088e-03
7600,0.24725866,1.9340642495e-01,4.0810348697e-02,2.1431498847e-03
7600,0.24731078,1.8602417343e-01,3.8014880266e-02,1.9006252062e-03
7600,0.24735712,1.7997181481e-01,3.5811060272e-02,1.7153707332e-03
7600,0.24739766,1.7301309624e-01,3.3340831257e-02,1.5214367838e-03
7600,0.24743240,1.6865434770e-01,3.1677367367e-02,1.3831449292e-03
7600,0.24746136,1.6602843504e-01,3.0902896032e-02,1.3370150710e-03
7600,0.24748453,1.6115718729e-01,2.9248540721e-02,1.2180450383e-03
7600,0.24750190,1.5967431878e-01,2.8672842943e-02,1.1699237573e-03
7600,0.24751348,1.5769758269e-01,2.8064617023e-02,1.1329188825e-03
7600,0.24751928,1.5695185563e-01,2.7849598594e-02,1.1211716111e-03
7600,0.24752072,1.5629185810e-01,2.7618371812e-02,1.1000986667e-03
7600,0.24752652,1.5604323341e-01,2.7497955847e-02,1.0904448581e-03
7600,0.24753810,1.5420540736e-01,2.6960792081e-02,1.0586371833e-03
7600,0.24755547,1.5172325444e-01,2.6131208075e-02,1.0008815882e-03
7600,0.24757864,1.4911621117e-01,2.5330702449e-02,9.5063885602e-04
7600,0.24760760,1.4453900739e-01,2.3891663875e-02,8.5636324485e-04
7600,0.24764234,1.4006060007e-01,2.2551024765e-02,7.7893415082e-04
7600,0.24768288,1.3474662678e-01,2.0949633564e-02,6.8189628585e-04
7600,0.24772922,1.2901014479e-01,1.9241343150e-02,5.8229425624e-04
7600,0.24778134,1.2331102690e-01,1.7708763463e-02,5.0677311991e-04
7600,0.24783925,1.1641187954e-01,1.5933976081e-02,4.2633170518e-04
7600,0.24790296,1.0966867721e-01,1.4190211915e-02,3.4242507845e-04
7600,0.24797246,1.0238233913e-01,1.2405163552e-02,2.6817916637e-04
7600,0.24804774,9.4618435474e-02,1.0656960706e-02,2.0456172459e-04
7600,0.24812883,8.7156242883e-02,9.0925848348e-03,1.5256114165e-04
7600,0.24821570,7.9463760762e-02,7.5645554444e-03,1.0850819775e-04
7600,0.24830836,7.2860385339e-02,6.3907078828e-03,7.9231473122e-05
7600,0.24840681,6.6557021184e-02,5.3226404241e-03,5.5247808832e-05
7600,0.24851106,6.0148792619e-02,4.3568027338e-03,3.8087300602e-05
7600,0.24862110,5.4117679330e-02,3.5228851355e-03,2.5303537996e-05
7600,0.24873693,4.8440946292e-02,2.7946690993e-03,1.5336613546e-05
7600,0.24885855,4.3937078523e-02,2.3031369544e-03,1.0786864304e-05
7600,0.24898596,3.9347783450e-02,1.8341743345e-03,6.7680214468e-06
7600,0.24911916,3.4990291960e-02,1.4331175456e-03,3.9164373661e-06
7600,0.24925816,3.1475561399e-02,1.1615519755e-03,2.6700460125e-06
7600,0.24940294,2.7810944434e-02,8.9761782873e-04,1.5437157927e-06
7600,0.24955352,2.5012204075e-02,7.1871871794e-04,9.2070530128e-07
7600,0.24970989,2.2598184036e-02,5.8369969252e-04,6.1806156626e-07
7600,0.24987205,2.0017526563e-02,4.5477841576e-04,3.6531743115e-07
7800,0.24500000,3.6276466184e-01,1.3164988032e-01,1.7358007847e-02
7800,0.24516795,3.5802829806e-01,1.2825505907e-01,1.6483778417e-02
7800,0.24533011,3.5305618458e-01,1.2473441592e-01,1.5599253874e-02
7800,0.24548648,3.4766668081e-01,1.2099663672e-01,1.4695635453e-02
7800,0.24563706,3.4208066353e-01,1.1718265606e-01,1.3801388661e-02
7800,0.24578184,3.3619478355e-01,1.1325528656e-01,1.2918116115e-02
7800,0.24592084,3.2938462444e-01,1.0881343552e-01,1.1959640473e-02
7800,0.24605404,3.2229956649e-01,1.0432454381e-01,1.1038558445e-02
7800,0.24618145,3.1462590401e-01,9.9615186335e-02,1.0125498120e-02
7800,0.24630307,3.0586206076e-01,9.4383694745e-02,9.1577528763e-03
7800,0.24641890,2.9676124912e-01,8.9167691836e-02,8.2585604632e-03
7800,0.24652894,2.8597868207e-01,8.3223903249e-02,7.2946776137e-03
7800,0.24663319,2.7628744622e-01,7.8128918290e-02,6.5312727892e-03
7800,0.24673164,2.6559317749e-01,7.2654297584e-02,5.7483575429e-03
7800,0.24682430,2.5390050406e-01,6.6955785386e-02,4.9958647591e-03
7800,0.24691117,2.4301486269e-01,6.1743773401e-02,4.3330021985e-03
7800,0.24699226,2.3177714127e-01,5.6733745915e-02,3.7633279450e-03
7800,0.24706754,2.1987326545e-01,5.1557873265e-02,3.1973516198e-03
7800,0.24713704,2.1201065108e-01,4.8222402606e-02,2.8442052095e-03
7800,0.24720075,2.0274240461e-01,4.4478244494e-02,2.4800286601e-03
7800,0.24725866,1.9451935109e-01,4.1217830091e-02,2.1766948973e-03
7800,0.24731078,1.8620931397e-01,3.8056989626e-02,1.8986029054e-03
7800,0.24735712,1.8038763869e-01,3.5961701663e-02,1.7300273185e-03
7800,0.24739766,1.7284208670e-01,3.3219035552e-02,1.5091711140e-03
7800,0.24743240,1.6929398702e-01,3.1989502184e-02,1.4142661196e-03
7800,0.24746136,1.6519418163e-01,3.0594569335e-02,1.3132190356e-03
7800,0.24748453,1.6053319969e-01,2.9010123106e-02,1.1960740146e-03
7800,0.24750190,1.5893060817e-01,2.8544408993e-02,1.1732625156e-03
7800,0.24751348,1.5711950579e-01,2.7897440379e-02,1.1222894435e-03
7800,0.24751928,1.5601935177e-01,2.7518637929e-02,1.0943030546e-03
7800,0.24752072,1.5673419483e-01,2.7737600222e-02,1.1047848931e-03
7800,0.24752652,1.5513013258e-01,2.7278393893e-02,1.0832543655e-03
7800,0.24753810,1.5464281200e-01,2.7122783574e-02,1.0690607412e-03
7800,0.24755547,1.5151885380e-01,2.6118212659e-02,1.0007095277e-03
7800,0.24757864,1.4835239000e-01,2.5070005703e-02,9.3121924601e-04
7800,0.24760760,1.4385215019e-01,2.3625156047e-02,8.3686600234e-04
7800,0.24764234,1.3929303071e-01,2.2279795068e-02,7.5764161338e-04
7800,0.24768288,1.3440279540e-01,2.0847021465e-02,6.7580225377e-04
7800,0.24772922,1.2920695163e-01,1.9343423450e-02,5.9246926802e-04
7800,0.24778134,1.2285223164e-01,1.7565479632e-02,4.9858973786e-04
7800,0.24783925,1.1474546807e-01,1.5462624971e-02,3.9970147912e-04
7800,0.24790296,1.0812423446e-01,1.3804387218e-02,3.2661294930e-04
7800,0.24797246,1.0112015808e-01,1.2120126695e-02,2.5737393085e-04
7800,0.24804774,9.3728019216e-02,1.0484878665e-02,1.9915297678e-04
7800,0.24812883,8.6458692714e-02,8.9532135896e-03,1.4848825581e-04
7800,0.24821570,7.8632265457e-02,7.4525780106e-03,1.0674220020e-04
7800,0.24830836,7.1926972543e-02,6.2275861794e-03,7.5590634468e-05
7800,0.24840681,6.5128065353e-02,5.1059400920e-03,5.1544763190e-05
7800,0.24851106,5.9255330684e-02,4.2293375933e-03,3.6293537506e-05
7800,0.24862110,5.3011823473e-02,3.3697244448e-03,2.2792134075e-05
7800,0.24873693,4.7114556815e-02,2.6543426943e-03,1.4221566751e-05
7800,0.24885855,4.2689768037e-02,2.1628803202e-03,9.2602947601e-06
7800,0.24898596,3.7901421321e-02,1.6985177520e-03,5.7119996142e-06
7800,0.24911916,3.3872818984e-02,1.3448523507e-03,3.5040010464e-06
7800,0.24925816,3.0421455664e-02,1.0812743578e-03,2.2803873481e-06
7800,0.24940294,2.7238928082e-02,8.5714637247e-04,1.3409311441e-06
7800,0.24955352,2.4146647025e-02,6.6516704222e-04,7.7463851234e-07
7800,0.24970989,2.1763639714e-02,5.4045671967e-04,5.1424204411e-07
7800,0.24987205,1.9408012640e-02,4.2720796780e-04,3.1942046228e-07
8000,0.24500000,3.6304458440e-01,1.3185471556e-01,1.7411985057e-02
8000,0.24516795,3.5845043355e-01,1.2854662320e-01,1.6553915475e-02
8000,0.24533011,3.5339836717e-01,1.2497121922e-01,1.5655933001e-02
8000,0.24548648,3.4818957177e-01,1.2134893601e-01,1.4775806927e-02
8000,0.24563706,3.4267642415e-01,1.1757555804e-01,1.3887716002e-02
8000,0.24578184,3.3677400954e-01,1.1362649385e-01,1.2995319846e-02
8000,0.24592084,3.3001222221e-01,1.0922630119e-01,1.2047901896e-02
8000,0.24605404,3.2273130926e-01,1.0459404144e-01,1.1092909317e-02
8000,0.24618145,3.1497160359e-01,9.9833456891e-02,1.0167390058e-02
8000,0.24630307,3.0712469649e-01,9.5128309734e-02,9.2912190679e-03
8000,0.24641890,2.9753908979e-01,8.9589238393e-02,8.3220571721e-03
8000,0.24652894,2.8738313359e-01,8.3956848880e-02,7.4044381052e-03
8000,0.24663319,2.7711625770e-01,7.8477096557e-02,6.5681337768e-03
8000,0.24673164,2.6711553939e-01,7.3343245334e-02,5.8309024582e-03
8000,0.24682430,2.5477577651e-01,6.7311881344e-02,5.0294759942e-03
8000,0.24691117,2.4406282478e-01,6.2156454575e-02,4.3701215412e-03
8000,0.24699226,2.3210233387e-01,5.6856599050e-02,3.7699873743e-03
8000,0.24706754,2.2234148250e-01,5.2501423830e-02,3.2778983103e-03
8000,0.24713704,2.1277708308e-01,4.8519397696e-02,2.8670969315e-03
8000,0.24720075,2.0353695702e-01,4.4701285908e-02,2.4872836090e-03
8000,0.24725866,1.9397876959e-01,4.0952580273e-02,2.1437773463e-03
8000,0.24731078,1.8596666344e-01,3.7945311216e-02,1.8875343430e-03
8000,0.24735712,1.8089738702e-01,3.6113463914e-02,1.7380761183e-03
8000,0.24739766,1.7275755123e-01,3.3224413601e-02,1.5127937747e-03
8000,0.24743240,1.6854766400e-01,3.1713930981e-02,1.3903122373e-03
8000,0.24746136,1.6494676544e-01,3.0474223805e-02,1.2963036466e-03
8000,0.24748453,1.6129362652e-01,2.9227919511e-02,1.2083258405e-03
8000,0.24750190,1.5821415937e-01,2.8239213672e-02,1.1436283669e-03
8000,0.24751348,1.5678148077e-01,2.7753151843e-02,1.1069829040e-03
8000,0.24751928,1.5529575823e-01,2.7286085055e-02,1.0768160236e-03
8000,0.24752072,1.5458654854e-01,2.7057544849e-02,1.0629787429e-03
8000,0.24752652,1.5572078301e-01,2.7343768893e-02,1.0742235836e-03
8000,0.24753810,1.5343270753e-01,2.6688389113e-02,1.0379447495e-03
8000,0.24755547,1.5070440613e-01,2.5798487176e-02,9.7875431162e-04
8000,0.24757864,1.4807587666e-01,2.4947207087e-02,9.1912955958e-04
8000,0.24760760,1.4325150506e-01,2.3446860765e-02,8.2729351282e-04
8000,0.24764234,1.3910908726e-01,2.2189979491e-02,7.4947657246e-04
8000,0.24768288,1.3388309232e-01,2.0734725137e-02,6.7218010203e-04
8000,0.24772922,1.2778212031e-01,1.8976989720e-02,5.7411440044e-04
8000,0.24778134,1.2092250508e-01,1.7067067421e-02,4.7539730109e-04
8000,0.24783925,1.1456415208e-01,1.5410358217e-02,3.9498204215e-04
8000,0.24790296,1.0785679775e-01,1.3749320237e-02,3.2504555405e-04
8000,0.24797246,9.9795636305e-02,1.1838678835e-02,2.4604476678e-04
8000,0.24804774,9.1814391164e-02,1.0071378143e-02,1.8341578039e-04
8000,0.24812883,8.4752296477e-02,8.5992013563e-03,1.3851436816e-04
8000,0.24821570,7.7514140891e-02,7.2351115576e-03,1.0039531046e-04
8000,0.24830836,7.0283578706e-02,5.9557040103e-03,7.0054961269e-05
8000,0.24840681,6.4000785122e-02,4.9251604085e-03,4.7700795255e-05
8000,0.24851106,5.7759109472e-02,4.0154671771e-03,3.2596109432e-05
8000,0.24862110,5.1522385827e-02,3.1835684759e-03,2.0362025878e-05
8000,0.24873693,4.6424938925e-02,2.5699119919e-03,1.3268965185e-05
8000,0.24885855,4.1473152503e-02,2.0465928749e-03,8.5444825002e-06
8000,0.24898596,3.7063666992e-02,1.6179997112e-03,5.1083888693e-06
8000,0.24911916,3.2868503817e-02,1.2682441241e-03,3.1513988684e-06
8000,0.24925816,2.9538056678e-02,1.0162142135e-03,1.9587859475e-06
8000,0.24940294,2.6175130125e-02,7.9208041965e-04,1.1548040492e-06
8000,0.24955352,2.3387520980e-02,6.2528508385e-04,6.9393107250e-07
8000,0.24970989,2.1173135241e-02,5.1278036090e-04,4.7903018641e-07
8000,0.24987205,1.8846187333e-02,4.0099005201e-04,2.6996732370e-07
8200,0.24500000,3.6337658104e-01,1.3209032960e-01,1.7471719236e-02
8200,0.24516795,3.5868945643e-01,1.2871522719e-01,1.6595899556e-02
8200,0.24533011,3.5384251908e-01,1.2528399009e-01,1.5733743517e-02
8200,0.24548648,3.4866606235e-01,1.2166558063e-01,1.4847041519e-02
8200,0.24563706,3.4282894453e-01,1.1767476286e-01,1.3908669820e-02
8200,0.24578184,3.3685082906e-01,1.1366858909e-01,1.3001272556e-02
8200,0.24592084,3.3078204157e-01,1.0968385707e-01,1.2131924272e-02
8200,0.24605404,3.2327268348e-01,1.0491187674e-01,1.1149512471e-02
8200,0.24618145,3.1629982336e-01,1.0060148961e-01,1.0303036694e-02
8200,0.24630307,3.0770066938e-01,9.5422274617e-02,9.3320501149e-03
8200,0.24641890,2.9821456456e-01,8.9935066158e-02,8.3721391363e-03
8200,0.24652894,2.8871319270e-01,8.4662574984e-02,7.5093658036e-03
8200,0.24663319,2.7818227381e-01,7.9074150966e-02,6.6610570162e-03
8200,0.24673164,2.6691858828e-01,7.3268351785e-02,5.8227104923e-03
8200,0.24682430,2.5507864964e-01,6.7439469172e-02,5.0435654863e-03
8200,0.24691117,2.4522301638e-01,6.2694514383e-02,4.4328990207e-03
8200,0.24699226,2.3276256634e-01,5.7067230378e-02,3.7791362096e-03
8200,0.24706754,2.2233704921e-01,5.2482573611e-02,3.2706125718e-03
8200,0.24713704,2.1274571435e-01,4.8484168252e-02,2.8649072701e-03
8200,0.24720075,2.0271233033e-01,4.4363215230e-02,2.4546653095e-03
8200,0.24725866,1.9472692725e-01,4.1280277596e-02,2.1776153800e-03
8200,0.24731078,1.8643845422e-01,3.8156150194e-02,1.9095348711e-03
8200,0.24735712,1.7920077589e-01,3.5470689576e-02,1.6814908948e-03
8200,0.24739766,1.7444198206e-01,3.3830729651e-02,1.5555507045e-03
8200,0.24743240,1.6819263145e-01,3.1546806308e-02,1.3723659585e-03
8200,0.24746136,1.6430719588e-01,3.0244580803e-02,1.2805056805e-03
8200,0.24748453,1.6021105735e-01,2.8855275867e-02,1.1793161830e-03
8200,0.24750190,1.5849173153e-01,2.8414254298e-02,1.1622238016e-03
8200,0.24751348,1.5680471046e-01,2.7707192152e-02,1.0970863329e-03
8200,0.24751928,1.5534946705e-01,2.7239950663e-02,1.0650577146e-03
8200,0.24752072,1.5461387970e-01,2.7041634807e-02,1.0584436638e-03
8200,0.24752652,1.5553052470e-01,2.7332670229e-02,1.0777280061e-03
8200,0.24753810,1.5289927722e-01,2.6449369267e-02,1.0126944197e-03
8200,0.24755547,1.5074873294e-01,2.5814357730e-02,9.7419375071e-04
8200,0.24757864,1.4726630162e-01,2.4736635884e-02,9.0847426477e-04
8200,0.24760760,1.4320228215e-01,2.3476365542e-02,8.2963547030e-04
8200,0.24764234,1.3831908192e-01,2.1960034956e-02,7.3527351997e-04
8200,0.24768288,1.3186358995e-01,2.0116894269e-02,6.3563591992e-04
8200,0.24772922,1.2718104921e-01,1.8793870726e-02,5.6351621791e-04
8200,0.24778134,1.1994701237e-01,1.6780867098e-02,4.5872687597e-04
8200,0.24783925,1.1323021814e-01,1.5057214233e-02,3.7961873828e-04
8200,0.24790296,1.0633889616e-01,1.3370032986e-02,3.0763594501e-04
8200,0.24797246,9.8819198199e-02,1.1631640641e-02,2.4087642284e-04
8200,0.24804774,9.0960140977e-02,9.8464111356e-03,1.7539069748e-04
8200,0.24812883,8.3240875317e-02,8.3139951966e-03,1.2975541416e-04
8200,0.24821570,7.6496728464e-02,7.0115991916e-03,9.3015181558e-05
8200,0.24830836,6.9181133178e-02,5.7348686965e-03,6.3341251350e-05
8200,0.24840681,6.2614179640e-02,4.7074086317e-03,4.3469622162e-05
8200,0.24851106,5.6396572014e-02,3.8238444029e-03,2.9668992596e-05
8200,0.24862110,5.0772408818e-02,3.1052225908e-03,1.9968587917e-05
8200,0.24873693,4.5784616022e-02,2.5122163259e-03,1.3045690039e-05
8200,0.24885855,4.0514347692e-02,1.9489796697e-03,7.6963032290e-06
8200,0.24898596,3.6181336932e-02,1.5377474176e-03,4.5665394923e-06
8200,0.24911916,3.2220996709e-02,1.2169260743e-03,2.9632606357e-06
8200,0.24925816,2.8692719609e-02,9.5861922155e-04,1.7744132698e-06
8200,0.24940294,2.5574015314e-02,7.5661770751e-04,1.0816660808e-06
8200,0.24955352,2.2641799847e-02,5.8192092435e-04,5.8176895109e-07
8200,0.24970989,2.0343303632e-02,4.7007975426e-04,3.8844831640e-07
8200,0.24987205,1.8181878336e-02,3.7327350255e-04,2.4000024334e-07
8400,0.24500000,3.6375390096e-01,1.3235786624e-01,1.7539682332e-02
8400,0.24516795,3.5895563517e-01,1.2890133852e-01,1.6641615004e-02
8400,0.24533011,3.5425648372e-01,1.2556774226e-01,1.5800697911e-02
8400,0.24548648,3.4911302585e-01,1.2197439498e-01,1.4920752255e-02
