sample_id, N_active, N_A_1, N_B_1, N_A_0, N_B_0, N_A_*, N_B_*
0, 1447412, 292491, 287081, 251668, 255854, 180159, 180159
1, 1447458, 293730, 288612, 252215, 257659, 177621, 177621
2, 1449986, 296676, 287468, 251740, 260712, 176695, 176695
3, 1449715, 290487, 293017, 257001, 254420, 177395, 177395
4, 1448124, 285978, 293460, 257122, 249980, 180792, 180792
5, 1451913, 295929, 289669, 253952, 260287, 176038, 176038
6, 1449086, 289965, 291333, 255668, 254092, 179014, 179014
7, 1453316, 290441, 294942, 258826, 254643, 177232, 177232
8, 1447698, 290755, 291605, 255491, 254411, 177718, 177718
9, 1452452, 290658, 293379, 256951, 255168, 178148, 178148
10, 1449993, 287857, 296126, 259842, 252240, 176964, 176964
11, 1447798, 293236, 284450, 248854, 256778, 182240, 182240
12, 1450743, 287437, 294239, 258422, 252017, 179314, 179314
13, 1447702, 292480, 290559, 254305, 255882, 177238, 177238
14, 1448903, 296639, 288241, 252512, 260157, 175677, 175677
15, 1452353, 291061, 295884, 259660, 255112, 175318, 175318
16, 1450175, 293741, 293206, 256968, 257484, 174388, 174388
17, 1451470, 293265, 292812, 256571, 257110, 175856, 175856
18, 1450077, 292482, 286896, 251034, 256689, 181488, 181488
19, 1447646, 286446, 292612, 256212, 250898, 180739, 180739
20, 1447997, 287407, 293493, 257026, 251445, 179313, 179313
21, 1442921, 293496, 290584, 254369, 256846, 173813, 173813
22, 1448191, 291665, 292684, 255960, 255638, 176122, 176122
23, 1448239, 289357, 289777, 253804, 253119, 181091, 181091
24, 1451034, 293093, 293312, 256933, 256970, 175363, 175363
25, 1447206, 293885, 286981, 251051, 257129, 179080, 179080
26, 1449502, 289634, 294112, 257619, 253837, 177150, 177150
27, 1449390, 289535, 290321, 254049, 253679, 180903, 180903
28, 1448057, 290522, 289748, 254152, 254369, 179633, 179633
29, 1448288, 290911, 291111, 254874, 255192, 178100, 178100
30, 1448282, 292054, 286662, 250763, 256143, 181330, 181330
31, 1450591, 287875, 295934, 259835, 251997, 177475, 177475
32, 1447593, 286139, 293116, 257131, 250093, 180557, 180557
33, 1450317, 289497, 294471, 258214, 253743, 177196, 177196
34, 1454300, 290845, 295436, 259706, 254753, 176780, 176780
35, 1449737, 287672, 297121, 260635, 251963, 176173, 176173
36, 1446770, 293905, 286131, 249939, 257659, 179568, 179568
37, 1448258, 288437, 295281, 259077, 252451, 176506, 176506
38, 1450399, 294144, 291993, 256042, 258140, 175040, 175040
39, 1448748, 292132, 287319, 251897, 256152, 180624, 180624
40, 1450124, 289433, 294541, 258229, 253571, 177175, 177175
41, 1444195, 289126, 287649, 251276, 252720, 181712, 181712
42, 1449431, 288991, 291203, 255179, 253040, 180509, 180509
43, 1449892, 287991, 291867, 255848, 252240, 180973, 180973
44, 1451124, 290715, 294442, 258481, 255028, 176229, 176229
45, 1449605, 289443, 292327, 255912, 253395, 179264, 179264
46, 1446144, 288535, 294265, 257602, 252402, 176670, 176670
47, 1454865, 294912, 289952, 254981, 258964, 178028, 178028
48, 1450662, 295651, 287598, 251460, 259327, 178313, 178313
49, 1451411, 293397, 291151, 255452, 256835, 177288, 177288
50, 1448400, 289150, 291384, 254967, 253117, 179891, 179891
51, 1452190, 291043, 293122, 257059, 255174, 177896, 177896
