sample_id, N_LCC, N_A_1_LCC, N_B_1_LCC, N_A_0_LCC, N_B_0_LCC, N_A_*_LCC, N_B_*_LCC
103, 1386415, 271625, 272060, 248695, 248323, 172856, 172856
104, 1388595, 276281, 271215, 247636, 252697, 170383, 170383
105, 1385528, 269170, 273791, 250071, 246066, 173215, 173215
106, 1384928, 275515, 269180, 246224, 251539, 171235, 171235
107, 1377469, 273656, 269902, 246406, 249833, 168836, 168836
108, 1374146, 265812, 276207, 252520, 242325, 168641, 168641
109, 1386098, 272391, 276786, 252914, 248495, 167756, 167756
110, 1386229, 271584, 275889, 251959, 248217, 169290, 169290
111, 1385337, 271503, 273575, 249770, 247743, 171373, 171373
112, 1383823, 270554, 275334, 251584, 246963, 169694, 169694
113, 1382300, 274847, 273645, 249996, 251032, 166390, 166390
114, 1385270, 278947, 268049, 244903, 255389, 168991, 168991
115, 1382780, 271161, 274851, 251271, 247753, 168872, 168872
116, 1380640, 276354, 267941, 244544, 252591, 169605, 169605
117, 1388231, 281428, 267544, 244382, 257195, 168841, 168841
118, 1384220, 274704, 269985, 246521, 251076, 170967, 170967
119, 1391763, 279759, 269754, 246446, 256052, 169876, 169876
120, 1386677, 270585, 278372, 254375, 247579, 167883, 167883
121, 1387436, 277385, 272019, 248242, 253542, 168124, 168124
122, 1378421, 269262, 271943, 248265, 246213, 171369, 171369
123, 1380815, 268976, 275455, 251249, 245555, 169790, 169790
124, 1384878, 265669, 281504, 257623, 242528, 168777, 168777
125, 1382024, 271018, 271955, 248235, 247762, 171527, 171527
126, 1378276, 276592, 268988, 245380, 252866, 167225, 167225
127, 1382076, 276848, 268545, 244962, 253063, 169329, 169329
128, 1384798, 274910, 269958, 246615, 251249, 171033, 171033
129, 1380399, 276772, 268820, 245202, 252807, 168399, 168399
130, 1381826, 278645, 267524, 243872, 254617, 168584, 168584
131, 1380963, 271874, 273080, 249066, 248449, 169247, 169247
132, 1384897, 280309, 264570, 241955, 256029, 171017, 171017
133, 1384814, 272919, 271522, 248226, 249341, 171403, 171403
134, 1381831, 266996, 278212, 254258, 243511, 169427, 169427
135, 1382425, 273874, 272208, 248531, 250178, 168817, 168817
136, 1386033, 273046, 275043, 251180, 249538, 168613, 168613
137, 1380385, 272741, 272698, 249310, 248826, 168405, 168405
138, 1384748, 274265, 273128, 249722, 250659, 168487, 168487
139, 1386708, 275728, 273598, 250320, 252220, 167421, 167421
140, 1386785, 272985, 273349, 249820, 249115, 170758, 170758
141, 1392380, 277278, 270147, 247125, 253658, 172086, 172086
142, 1383166, 273405, 268446, 244995, 249674, 173323, 173323
143, 1377752, 272112, 271224, 247412, 248492, 169256, 169256
144, 1379671, 278332, 267443, 244318, 254310, 167634, 167634
145, 1387758, 267587, 279629, 255588, 244354, 170300, 170300
146, 1379158, 266301, 274022, 250308, 242865, 172831, 172831
147, 1379850, 268238, 275765, 252026, 245009, 169406, 169406
148, 1383020, 275167, 269657, 246202, 251224, 170385, 170385
149, 1382809, 272472, 273652, 250263, 248586, 168918, 168918
150, 1384161, 277515, 268382, 244949, 253771, 169772, 169772
151, 1380623, 274817, 272398, 248666, 251124, 166809, 166809
152, 1381452, 279079, 266848, 243668, 255175, 168341, 168341
153, 1384317, 277358, 269722, 246473, 253832, 168466, 168466
154, 1382758, 272269, 274715, 251073, 248481, 168110, 168110
155, 1378101, 270895, 271876, 248458, 247318, 169777, 169777
156, 1385834, 269027, 271398, 247883, 245438, 176044, 176044
157, 1383671, 270270, 274345, 250511, 246765, 170890, 170890
158, 1381392, 280170, 266852, 243342, 256176, 167426, 167426
159, 1380581, 271176, 269941, 246447, 247699, 172659, 172659
160, 1383879, 272807, 272979, 249594, 249403, 169548, 169548
161, 1383676, 270596, 277318, 253536, 247048, 167589, 167589
162, 1379913, 271315, 267397, 243904, 247427, 174935, 174935
163, 1377907, 270262, 272844, 248951, 246444, 169703, 169703
164, 1376113, 272814, 269183, 245592, 249214, 169655, 169655
165, 1384307, 273787, 272925, 249355, 250154, 169043, 169043
166, 1384845, 265452, 282530, 258669, 242480, 167857, 167857
167, 1378153, 270849, 273750, 249963, 247293, 168149, 168149
168, 1379476, 273100, 268388, 244951, 249423, 171807, 171807
169, 1378253, 271608, 273595, 249647, 248259, 167572, 167572
170, 1375954, 269454, 268945, 245283, 245804, 173234, 173234
171, 1384942, 269083, 275427, 251722, 245888, 171411, 171411
172, 1384737, 273824, 271822, 247988, 249831, 170636, 170636
173, 1385019, 273465, 274872, 251191, 250051, 167720, 167720
174, 1390179, 272381, 276850, 253022, 248812, 169557, 169557
175, 1374900, 265197, 273918, 250043, 242172, 171785, 171785
176, 1376640, 274228, 268878, 245364, 250340, 168915, 168915
177, 1371876, 270195, 266205, 242749, 246681, 173023, 173023
178, 1385129, 272064, 274318, 250575, 248686, 169743, 169743
179, 1383753, 273021, 273098, 249642, 249180, 169406, 169406
180, 1383504, 269186, 278141, 253976, 245593, 168304, 168304
181, 1383056, 276999, 263962, 240652, 253325, 174059, 174059
182, 1378518, 270946, 272168, 248523, 247267, 169807, 169807
183, 1383710, 274736, 271262, 247608, 251058, 169523, 169523
184, 1377258, 270871, 268890, 245156, 247223, 172559, 172559
185, 1388474, 273081, 272697, 248952, 249592, 172076, 172076
186, 1384460, 267342, 276778, 252841, 244001, 171749, 171749
187, 1382686, 274582, 273379, 249461, 250958, 167153, 167153
188, 1383261, 272547, 272197, 248632, 248725, 170580, 170580
189, 1380372, 274081, 272402, 248601, 250608, 167340, 167340
190, 1382882, 278718, 270021, 246408, 254911, 166412, 166412
191, 1384320, 271832, 274376, 250713, 247945, 169727, 169727
192, 1381380, 269960, 277208, 253351, 246435, 167213, 167213
193, 1383756, 266823, 277250, 253335, 243486, 171431, 171431
194, 1380319, 273588, 267754, 244281, 250022, 172337, 172337
195, 1387449, 276334, 271126, 247593, 252576, 169910, 169910
196, 1380997, 268555, 278092, 254335, 245479, 167268, 167268
197, 1383706, 271306, 274331, 250894, 247693, 169741, 169741
198, 1389763, 274765, 275205, 251446, 251111, 168618, 168618
199, 1380101, 272173, 271541, 248006, 248527, 169927, 169927
200, 1383990, 272047, 274773, 251273, 248403, 168747, 168747
201, 1384696, 272659, 272949, 249412, 249150, 170263, 170263
202, 1382107, 267784, 274775, 251258, 244296, 171997, 171997
203, 1385750, 268076, 279270, 255440, 244538, 169213, 169213
204, 1381405, 272682, 272485, 248986, 249118, 169067, 169067
205, 1377696, 269824, 274427, 250700, 246581, 168082, 168082
206, 1376317, 271256, 272865, 249353, 247779, 167532, 167532
207, 1378735, 270008, 275374, 251330, 246153, 167935, 167935
208, 1379721, 270335, 275081, 251356, 246809, 168070, 168070
209, 1382242, 277305, 266085, 242620, 253358, 171437, 171437
210, 1380405, 266667, 274148, 250570, 243206, 172907, 172907
211, 1385148, 268682, 275234, 251266, 244882, 172542, 172542
212, 1380355, 267618, 278768, 255077, 244174, 167359, 167359
213, 1381970, 269360, 274336, 250754, 246276, 170622, 170622
214, 1377348, 275588, 267860, 244554, 251524, 168911, 168911
215, 1384078, 276717, 268945, 245590, 253002, 169912, 169912
216, 1381113, 278905, 269147, 245641, 255020, 166200, 166200
217, 1385166, 271371, 275158, 251453, 248036, 169574, 169574
218, 1386341, 271101, 273349, 249965, 247722, 172102, 172102
219, 1379531, 279105, 265682, 242458, 255166, 168560, 168560
220, 1383637, 272562, 272906, 249116, 249155, 169949, 169949
221, 1382069, 272049, 270597, 246846, 247983, 172297, 172297
222, 1385351, 271495, 275971, 252309, 248074, 168751, 168751
223, 1384036, 277821, 272482, 248940, 253797, 165498, 165498
224, 1379953, 270378, 275378, 251518, 246759, 167960, 167960
225, 1383708, 268655, 272797, 249330, 244810, 174058, 174058
226, 1384374, 267953, 279989, 256119, 244535, 167889, 167889
227, 1382267, 273530, 269524, 245948, 250251, 171507, 171507
228, 1387281, 274977, 269500, 246002, 251434, 172684, 172684
229, 1380708, 270625, 276787, 252654, 246778, 166932, 166932
230, 1378693, 274033, 270267, 246745, 250216, 168716, 168716
231, 1382442, 270916, 272781, 249307, 247548, 170945, 170945
232, 1382629, 275113, 268997, 245671, 251258, 170795, 170795
233, 1378113, 271259, 272335, 248994, 247607, 168959, 168959
234, 1379637, 271406, 272069, 248664, 247922, 169788, 169788
235, 1381982, 275297, 269088, 245761, 251530, 170153, 170153
236, 1386057, 266363, 274620, 250930, 243302, 175421, 175421
237, 1381122, 280127, 267095, 244058, 256276, 166783, 166783
238, 1381774, 277780, 268746, 245375, 253757, 168058, 168058
239, 1381688, 271927, 272544, 248917, 248272, 170014, 170014
240, 1383057, 275631, 269157, 245579, 251986, 170352, 170352
241, 1376530, 265755, 275795, 252018, 242392, 170285, 170285
242, 1383476, 273370, 272351, 249005, 249694, 169528, 169528
243, 1390810, 265404, 279808, 256116, 242268, 173607, 173607
244, 1382244, 269903, 273558, 249995, 246048, 171370, 171370
245, 1383164, 271236, 273570, 249564, 247490, 170652, 170652
246, 1389070, 267856, 276614, 253117, 244313, 173585, 173585
247, 1380897, 273663, 270843, 247490, 250143, 169379, 169379
248, 1387456, 276875, 271465, 248051, 253161, 168952, 168952
249, 1386772, 267099, 276277, 252639, 244069, 173344, 173344
250, 1381200, 271322, 274730, 250874, 247766, 168254, 168254
251, 1378991, 271642, 274077, 250299, 247887, 167543, 167543
252, 1376039, 266465, 270863, 247279, 243152, 174140, 174140
253, 1384974, 271242, 274157, 250888, 247755, 170466, 170466
254, 1383615, 269993, 274793, 251198, 246301, 170665, 170665
255, 1377138, 270236, 272987, 249010, 247117, 168894, 168894
256, 1388487, 268837, 277521, 253817, 245452, 171430, 171430
257, 1381263, 271289, 273706, 250409, 247775, 169042, 169042
258, 1382277, 278826, 270640, 247105, 254508, 165599, 165599
259, 1383721, 268760, 275913, 252178, 245142, 170864, 170864
260, 1381001, 274832, 272030, 248648, 250949, 167271, 167271
261, 1387602, 276210, 271474, 247712, 252466, 169870, 169870
262, 1387520, 274056, 275205, 251689, 250258, 168156, 168156
263, 1377370, 265975, 274056, 250287, 242578, 172237, 172237
264, 1379981, 273313, 271882, 248196, 249698, 168446, 168446
265, 1379529, 264785, 277125, 253205, 241370, 171522, 171522
266, 1383362, 270018, 272550, 249279, 246123, 172696, 172696
267, 1383739, 267900, 275735, 252277, 244673, 171577, 171577
268, 1381487, 271734, 271920, 248661, 247984, 170594, 170594
269, 1388253, 274488, 270691, 247255, 250947, 172436, 172436
270, 1389181, 273355, 271599, 248034, 249773, 173210, 173210
271, 1381444, 273046, 272576, 249052, 249088, 168841, 168841
272, 1379556, 267069, 272396, 248760, 243913, 173709, 173709
273, 1383372, 272214, 270640, 247513, 248673, 172166, 172166
274, 1379996, 272885, 270505, 246797, 249161, 170324, 170324
275, 1382160, 266062, 276289, 252715, 242930, 172082, 172082
276, 1383618, 277954, 267440, 243731, 254199, 170147, 170147
277, 1377141, 274417, 266922, 243349, 250729, 170862, 170862
278, 1381392, 268895, 274625, 250680, 245456, 170868, 170868
279, 1378064, 269234, 275673, 251905, 246024, 167614, 167614
280, 1384335, 271346, 277336, 253345, 247720, 167294, 167294
281, 1378206, 269122, 273560, 250004, 245586, 169967, 169967
282, 1380645, 271648, 272916, 249060, 247743, 169639, 169639
283, 1380457, 272856, 273400, 249637, 249610, 167477, 167477
284, 1386088, 270242, 276103, 252385, 246792, 170283, 170283
285, 1388401, 275055, 275964, 252326, 251378, 166839, 166839
286, 1382662, 275998, 268839, 245372, 251969, 170242, 170242
287, 1379896, 275981, 271593, 247981, 252069, 166136, 166136
288, 1382808, 266973, 275302, 251848, 243991, 172347, 172347
289, 1373324, 271205, 270553, 246920, 247714, 168466, 168466
290, 1381561, 274078, 273021, 249227, 250209, 167513, 167513
291, 1383176, 275802, 271890, 248407, 251887, 167595, 167595
292, 1384367, 272112, 275100, 251323, 248474, 168679, 168679
293, 1385202, 277233, 271052, 247309, 253334, 168137, 168137
294, 1383922, 270604, 277464, 253454, 246862, 167769, 167769
295, 1384511, 270630, 271146, 247668, 247055, 174006, 174006
296, 1383258, 268942, 273837, 250189, 245556, 172367, 172367
297, 1383414, 274627, 270307, 246874, 250976, 170315, 170315
298, 1381971, 274415, 269087, 245551, 250446, 171236, 171236
299, 1384911, 272564, 277942, 253935, 248730, 165870, 165870
300, 1385263, 269288, 277732, 253711, 245994, 169269, 169269
301, 1375068, 270697, 270522, 246715, 246982, 170076, 170076
302, 1381370, 275364, 269184, 245874, 251740, 169604, 169604
303, 1384850, 273850, 271306, 247958, 249968, 170884, 170884
304, 1384172, 280671, 268013, 244429, 256973, 167043, 167043
305, 1379149, 271496, 271465, 248175, 248137, 169938, 169938
306, 1387286, 272762, 272793, 249499, 249258, 171487, 171487
307, 1386710, 271690, 275082, 251309, 248175, 170227, 170227
308, 1385707, 270921, 276000, 252243, 247217, 169663, 169663
309, 1378615, 271129, 271200, 247490, 247552, 170622, 170622
310, 1381809, 274175, 270039, 246752, 250313, 170265, 170265
311, 1376535, 263829, 276687, 252978, 240665, 171188, 171188
312, 1383570, 280081, 267810, 244559, 255912, 167604, 167604
313, 1384441, 267897, 271484, 248104, 244562, 176197, 176197
314, 1381651, 280991, 263661, 240879, 256650, 169735, 169735
315, 1380295, 274107, 266686, 243335, 250347, 172910, 172910
316, 1381050, 270783, 274404, 250609, 247184, 169035, 169035
317, 1377700, 267997, 272735, 248987, 244485, 171748, 171748
318, 1381023, 270332, 274583, 251052, 246602, 169227, 169227
319, 1388600, 280479, 270240, 246807, 256452, 167311, 167311
320, 1381240, 274148, 272463, 248881, 250292, 167728, 167728
321, 1380762, 274878, 270264, 246860, 251142, 168809, 168809
322, 1378961, 271666, 270261, 246674, 247954, 171203, 171203
323, 1380621, 273986, 269122, 245573, 250072, 170934, 170934
324, 1382104, 273570, 268428, 245137, 249895, 172537, 172537
325, 1385848, 267906, 273208, 249917, 244723, 175047, 175047
326, 1383115, 267621, 275596, 251489, 244339, 172035, 172035
327, 1388460, 278249, 272064, 248997, 253902, 167624, 167624
328, 1375758, 276455, 269080, 245500, 252609, 166057, 166057
329, 1384919, 273987, 270800, 247322, 250340, 171235, 171235
330, 1385626, 269773, 275883, 251844, 246594, 170766, 170766
331, 1385057, 268680, 278087, 254270, 244948, 169536, 169536
332, 1379029, 276352, 266203, 242795, 252735, 170472, 170472
333, 1379704, 273616, 272154, 248808, 249822, 167652, 167652
334, 1380485, 274128, 268085, 244629, 251051, 171296, 171296
335, 1383091, 275976, 269811, 246374, 252274, 169328, 169328
336, 1383862, 274804, 271963, 248326, 251221, 168774, 168774
337, 1385138, 282257, 262408, 239321, 258046, 171553, 171553
338, 1389735, 269422, 280308, 256367, 245610, 169014, 169014
339, 1383354, 271088, 271339, 247844, 247065, 173009, 173009
340, 1385865, 273383, 275698, 251918, 249728, 167569, 167569
341, 1375570, 270342, 269307, 245628, 246637, 171828, 171828
342, 1369585, 268293, 269826, 246269, 245047, 170075, 170075
343, 1377683, 269631, 277687, 253838, 246269, 165129, 165129
344, 1382622, 267530, 274792, 250968, 244240, 172546, 172546
345, 1384785, 269349, 275170, 251196, 246260, 171405, 171405
346, 1378225, 264813, 275195, 251354, 241509, 172677, 172677
347, 1378325, 268544, 271206, 247659, 244742, 173087, 173087
348, 1377903, 268558, 275214, 251512, 245287, 168666, 168666
349, 1382584, 269369, 275526, 251361, 245800, 170264, 170264
350, 1380892, 273456, 270857, 247344, 249681, 169777, 169777
351, 1386367, 272739, 272472, 248743, 249487, 171463, 171463
352, 1379997, 271746, 275997, 252096, 248514, 165822, 165822
353, 1377559, 270365, 270838, 247460, 246872, 171012, 171012
354, 1379849, 267577, 277028, 253224, 244230, 168895, 168895
355, 1385558, 272709, 274377, 250695, 249057, 169360, 169360
356, 1384867, 266566, 276127, 252231, 243213, 173365, 173365
357, 1376988, 272076, 272498, 248762, 248234, 167709, 167709
358, 1384604, 275644, 270751, 247252, 252057, 169450, 169450
359, 1378343, 272031, 270875, 246977, 248414, 170023, 170023
360, 1381265, 273318, 272938, 249125, 249738, 168073, 168073
361, 1379466, 274598, 268765, 245395, 250910, 169899, 169899
362, 1388714, 273451, 273554, 250037, 249654, 171009, 171009
363, 1390070, 272517, 274061, 250150, 248812, 172265, 172265
364, 1377017, 272489, 270950, 247204, 248754, 168810, 168810
365, 1382604, 275892, 274851, 251053, 252094, 164357, 164357
366, 1380145, 272955, 272064, 248349, 249313, 168732, 168732
367, 1384784, 274721, 271318, 247655, 251058, 170016, 170016
368, 1386587, 267896, 272782, 249312, 244723, 175937, 175937
369, 1379713, 270554, 273582, 250033, 247116, 169214, 169214
370, 1387529, 277159, 270336, 246964, 253260, 169905, 169905
371, 1383935, 270195, 272840, 249281, 247033, 172293, 172293
372, 1380330, 269609, 274733, 250841, 246163, 169492, 169492
373, 1381375, 272768, 269668, 246290, 249199, 171725, 171725
374, 1389208, 271615, 275755, 252280, 248084, 170737, 170737
375, 1384421, 266532, 278823, 254501, 243095, 170735, 170735
376, 1381408, 269726, 271177, 247814, 246365, 173163, 173163
377, 1386066, 270102, 276161, 252546, 246739, 170259, 170259
378, 1381288, 270394, 275289, 251887, 246732, 168493, 168493
379, 1381309, 277703, 267666, 243970, 253312, 169329, 169329
380, 1382367, 276003, 269904, 246300, 252626, 168767, 168767
381, 1382852, 267433, 277616, 253705, 244020, 170039, 170039
382, 1379496, 268226, 273752, 250208, 244824, 171243, 171243
383, 1379466, 272423, 269567, 245932, 248786, 171379, 171379
384, 1376530, 276117, 263658, 240366, 252103, 172143, 172143
385, 1375633, 272383, 268316, 244879, 248837, 170609, 170609
386, 1383519, 276630, 269555, 246325, 252855, 169077, 169077
387, 1382232, 274645, 269781, 246448, 251248, 170055, 170055
388, 1385308, 270685, 275361, 251817, 247205, 170120, 170120
389, 1385842, 272532, 269038, 245561, 248993, 174859, 174859
390, 1376247, 271152, 269165, 245801, 247493, 171318, 171318
391, 1380862, 275272, 271934, 248331, 251465, 166930, 166930
392, 1380066, 278017, 267067, 243372, 254206, 168702, 168702
393, 1386347, 266420, 277130, 253049, 243160, 173294, 173294
394, 1381760, 268102, 274413, 251020, 244413, 171906, 171906
395, 1380495, 273877, 273126, 249503, 250005, 166992, 166992
396, 1382318, 275716, 268285, 244757, 251900, 170830, 170830
397, 1379319, 273934, 273543, 249807, 250391, 165822, 165822
398, 1380104, 270545, 272986, 249428, 247173, 169986, 169986
399, 1387006, 268076, 276228, 252389, 244811, 172751, 172751
400, 1378791, 270810, 272201, 248574, 247396, 169905, 169905
401, 1384055, 267619, 278049, 254190, 244261, 169968, 169968
402, 1382836, 271372, 273758, 250362, 247960, 169692, 169692
403, 1378882, 270338, 276796, 252878, 246686, 166092, 166092
404, 1381658, 276136, 267914, 244874, 252348, 170193, 170193
405, 1385764, 275615, 268099, 244359, 251943, 172874, 172874
406, 1382228, 269928, 273626, 250218, 246374, 171041, 171041
407, 1382184, 277581, 268361, 245066, 253610, 168783, 168783
408, 1382305, 271182, 271643, 247926, 247540, 172007, 172007
409, 1376567, 273831, 268033, 244509, 250152, 170021, 170021
410, 1376454, 269463, 268943, 245355, 245731, 173481, 173481
411, 1378849, 273555, 269070, 245378, 249946, 170450, 170450
412, 1375959, 272773, 267385, 244278, 248909, 171307, 171307
413, 1383259, 277716, 268780, 245396, 254031, 168668, 168668
414, 1384404, 269986, 272740, 249162, 246610, 172953, 172953
415, 1381087, 272911, 265704, 242105, 249349, 175509, 175509
416, 1387900, 271945, 275379, 251732, 248194, 170325, 170325
417, 1378032, 268129, 273496, 249934, 244789, 170842, 170842
418, 1379532, 272534, 270881, 246944, 248945, 170114, 170114
419, 1382998, 269507, 277451, 253565, 246037, 168219, 168219
420, 1381085, 276722, 271322, 247854, 252639, 166274, 166274
421, 1382262, 270393, 272346, 248918, 246999, 171803, 171803
422, 1381861, 262927, 277901, 253683, 239654, 173848, 173848
423, 1384210, 271685, 270067, 246565, 248085, 173904, 173904
424, 1380109, 271117, 271449, 247840, 247685, 171009, 171009
425, 1381953, 266815, 276531, 252239, 243294, 171537, 171537
426, 1384116, 274360, 272660, 249064, 250530, 168751, 168751
427, 1385461, 265162, 282103, 257982, 241968, 169123, 169123
428, 1380892, 274354, 272092, 248458, 250760, 167614, 167614
429, 1384321, 271650, 272643, 249044, 248036, 171474, 171474
430, 1384750, 268988, 276341, 252766, 245603, 170526, 170526
431, 1380411, 270463, 273459, 249662, 246795, 170016, 170016
432, 1391477, 274895, 271900, 248601, 251171, 172455, 172455
433, 1383459, 273215, 270859, 247301, 249616, 171234, 171234
434, 1387517, 272187, 276673, 252749, 249048, 168430, 168430
435, 1380572, 271006, 273598, 250027, 247447, 169247, 169247
436, 1380895, 276748, 271434, 248026, 252675, 166006, 166006
437, 1383426, 271101, 274823, 251059, 247523, 169460, 169460
438, 1384316, 268310, 276776, 253015, 244795, 170710, 170710
439, 1380069, 273677, 269282, 245826, 250212, 170536, 170536
440, 1381943, 268902, 271105, 247486, 245386, 174532, 174532
441, 1379391, 268291, 274608, 250662, 244774, 170528, 170528
442, 1383967, 268739, 272792, 248989, 245325, 174061, 174061
443, 1378841, 265970, 279933, 255913, 242577, 167224, 167224
444, 1381522, 271809, 272211, 248739, 248235, 170264, 170264
445, 1385710, 267937, 276843, 253407, 244763, 171380, 171380
446, 1383649, 273075, 271098, 247543, 249491, 171221, 171221
