sample_id, N_LCC, N_A_1_LCC, N_B_1_LCC, N_A_0_LCC, N_B_0_LCC, N_A_*_LCC, N_B_*_LCC, size_A_determined, size_B_determined, seed
228, 3056769, 625729, 635585, 568844, 558645, 333983, 333983, 1104569,1124954,2246483671
229, 3062028, 626126, 637121, 569807, 560060, 334457, 334457, 1108489,1129952,962061115
230, 3057738, 622624, 640403, 572929, 556852, 332465, 332465, 1101155,1134605,202387624
232, 3065526, 632400, 634173, 567230, 566265, 332729, 332729, 1118184,1122291,1291575334
233, 3064942, 631933, 628665, 562920, 565260, 338082, 338082, 1113821,1114240,537606384
196, 3059508, 626785, 637960, 571061, 560800, 331451, 331451, 1108799,1137750,3900774491
234, 3058038, 629489, 628675, 562512, 563594, 336884, 336884, 1109563,1113741,3189239423
235, 3069188, 633592, 633896, 567455, 567117, 333564, 333564, 1122358,1121153,2124199101
236, 3055269, 640503, 618876, 553425, 573303, 334581, 334581, 1135476,1092408,3399937979
237, 3054937, 636052, 628031, 561550, 568824, 330240, 330240, 1129736,1107126,1911938325
201, 3052491, 630868, 627050, 560389, 564318, 334933, 334933, 1114156,1105085,566418622
239, 3052867, 635151, 627997, 561302, 567113, 330652, 330652, 1119810,1105814,2770967521
202, 3064321, 626512, 635027, 568804, 560954, 336512, 336512, 1107053,1124082,2024861515
238, 3062726, 638013, 626323, 559457, 570905, 334014, 334014, 1129924,1105523,3949911956
203, 3053880, 623382, 628103, 562378, 556905, 341556, 341556, 1096135,1113334,4113524839
240, 3059241, 634368, 623678, 557805, 567908, 337741, 337741, 1127053,1105499,2148017330
241, 3061699, 628970, 630174, 563451, 562690, 338207, 338207, 1111569,1113235,737718143
207, 3066692, 623119, 639587, 572749, 556785, 337226, 337226, 1098230,1135348,217003317
243, 3062464, 619256, 645064, 578024, 553412, 333354, 333354, 1090081,1152816,3880897640
244, 3050680, 625880, 627349, 561686, 559203, 338281, 338281, 1102951,1110959,3233486909
210, 3061746, 631904, 630743, 564487, 565172, 334720, 334720, 1114495,1116468,1352769604
245, 3055043, 625469, 633815, 566653, 559344, 334881, 334881, 1104222,1121536,1110498801
246, 3057107, 616096, 640998, 573919, 550132, 337981, 337981, 1074842,1135108,221059548
247, 3059490, 633444, 628019, 560982, 567373, 334836, 334836, 1124649,1107360,4273761024
248, 3060404, 644988, 616306, 550323, 577335, 335726, 335726, 1143576,1077012,2309079669
213, 3059984, 617760, 644904, 577966, 550866, 334244, 334244, 1081848,1149427,3915081208
249, 3060865, 634897, 623394, 557063, 567991, 338760, 338760, 1123155,1102183,787543315
251, 3065022, 634256, 630801, 564473, 568198, 333647, 333647, 1121775,1117277,4195735889
252, 3049280, 620850, 636952, 570088, 554458, 333466, 333466, 1097592,1127518,3872912706
253, 3057832, 629781, 634397, 567747, 563523, 331192, 331192, 1114681,1122384,2236462702
254, 3058828, 626455, 637293, 570704, 560400, 331988, 331988, 1108975,1133602,2611021279
255, 3061391, 641716, 623598, 556993, 575248, 331918, 331918, 1138142,1098239,4018846386
257, 3061397, 631878, 626205, 560084, 565492, 338869, 338869, 1116968,1101554,3329459230
260, 3057248, 643046, 616788, 550882, 575404, 335564, 335564, 1144827,1087065,950215873
261, 3062090, 641045, 619821, 553772, 575212, 336120, 336120, 1142915,1090313,3388108086
262, 3053107, 636899, 623307, 557381, 569996, 332762, 332762, 1127134,1097737,1778182876
263, 3060377, 622276, 639024, 573092, 556867, 334559, 334559, 1102774,1138758,912026093
264, 3061872, 630019, 636409, 569616, 564554, 330637, 330637, 1108368,1129755,4116926038
268, 3065499, 641640, 622535, 557180, 574000, 335072, 335072, 1140424,1097727,3598727893
231, 3058070, 634771, 619392, 553165, 567904, 341419, 341419, 1124249,1089443,634677385
271, 3054960, 630813, 630559, 563716, 563328, 333272, 333272, 1110290,1115833,1581773662
272, 3057842, 626421, 630688, 564338, 559941, 338227, 338227, 1106047,1116579,3563952768
273, 3065045, 632371, 627982, 562579, 566425, 337844, 337844, 1120120,1112902,376299564
275, 3059900, 632423, 625993, 559531, 566327, 337813, 337813, 1122167,1111159,2546247977
277, 3056771, 629373, 630339, 563939, 562782, 335169, 335169, 1112640,1112878,2450897455
279, 3060939, 628166, 639547, 571977, 562067, 329591, 329591, 1110272,1133902,287802701
280, 3054937, 628223, 629086, 562265, 561307, 337028, 337028, 1110625,1109836,774982756
281, 3066106, 637555, 628499, 562168, 570954, 333465, 333465, 1132179,1109976,4246533419
282, 3053038, 631033, 625582, 559314, 564477, 336316, 336316, 1111556,1103979,289635085
242, 3066438, 636087, 630338, 564106, 569601, 333153, 333153, 1130291,1119178,3964922542
283, 3066167, 640525, 626024, 559999, 573867, 332876, 332876, 1133060,1111848,2141651076
284, 3066833, 635740, 628911, 562971, 569981, 334615, 334615, 1124991,1111968,1085007190
286, 3056189, 621120, 640234, 572967, 554334, 333767, 333767, 1092688,1135137,4022350631
287, 3056871, 620486, 644686, 576893, 555260, 329773, 329773, 1095914,1144129,197231943
250, 3059890, 632430, 631475, 564171, 565658, 333078, 333078, 1121928,1119761,3613062254
288, 3066520, 636038, 627650, 561735, 569269, 335914, 335914, 1128714,1110725,1766610188
289, 3061863, 639730, 624984, 559424, 571911, 332907, 332907, 1136396,1107353,3275592477
290, 3058179, 621556, 641041, 573401, 555901, 333140, 333140, 1101368,1137830,2059581538
291, 3059308, 623423, 638884, 572009, 557720, 333636, 333636, 1098666,1133883,3142040091
292, 3054994, 624422, 631209, 564684, 558637, 338021, 338021, 1106941,1117737,2054488462
258, 3061667, 641332, 620039, 555040, 573974, 335641, 335641, 1141460,1096201,2413091884
256, 3068070, 647506, 622055, 556502, 580413, 330797, 330797, 1156795,1095073,598235302
296, 3062554, 640604, 620925, 555136, 573625, 336132, 336132, 1138853,1091870,3456773340
259, 3062355, 628351, 636940, 571162, 562658, 331622, 331622, 1116430,1136672,813148978
265, 3056186, 626413, 632086, 565075, 559616, 336498, 336498, 1104673,1122847,1529456884
297, 3058766, 634643, 625197, 559141, 567569, 336108, 336108, 1123304,1099710,1994476547
266, 3057733, 626902, 633420, 566955, 560320, 335068, 335068, 1105563,1124753,2428034491
298, 3067331, 623357, 640285, 573676, 556863, 336575, 336575, 1099726,1137089,1807454084
267, 3059666, 623219, 638562, 571881, 556672, 334666, 334666, 1100410,1136520,302636127
299, 3060385, 621766, 632819, 565589, 556239, 341986, 341986, 1091868,1116615,1273417132
300, 3057173, 627356, 632659, 565711, 561749, 334849, 334849, 1110348,1126760,1543458571
269, 3061921, 620669, 639570, 572928, 553946, 337404, 337404, 1094163,1134476,2231600967
270, 3056677, 635587, 625780, 559501, 569009, 333400, 333400, 1115696,1100682,1771236985
274, 3054081, 635826, 620689, 553943, 568451, 337586, 337586, 1125308,1093987,645712309
301, 3059392, 617965, 641076, 573501, 552988, 336931, 336931, 1092401,1142487,2554774065
302, 3069039, 638991, 631232, 565736, 572308, 330386, 330386, 1138096,1117506,1553541807
304, 3052576, 624506, 635759, 568655, 558462, 332597, 332597, 1098261,1124590,639520209
306, 3055996, 631843, 626624, 560546, 564531, 336226, 336226, 1120385,1109845,3521176812
307, 3058472, 640167, 624541, 558702, 573180, 330941, 330941, 1132916,1099078,3670614731
305, 3062460, 630330, 630833, 564234, 563655, 336704, 336704, 1117815,1114314,1507474331
278, 3054049, 628758, 635429, 568441, 562013, 329704, 329704, 1109369,1127074,3410536931
276, 3055682, 620912, 636116, 569413, 554837, 337202, 337202, 1083340,1129685,3677028166
308, 3060094, 632573, 630749, 564343, 565181, 333624, 333624, 1118946,1115148,84193598
312, 3064849, 621589, 647434, 580694, 555668, 329732, 329732, 1095588,1149231,2450574187
313, 3059427, 636968, 624294, 558616, 569885, 334832, 334832, 1128290,1106417,901493184
314, 3063629, 633455, 627805, 561620, 567335, 336707, 336707, 1124269,1107904,3187158730
315, 3057369, 620538, 639501, 572336, 554992, 335001, 335001, 1091852,1136182,3581697172
