sample_id, N_active, N_A_1, N_B_1, N_A_0, N_B_0, N_A_*, N_B_*
0, 1924507, 429936, 385970, 375579, 418692, 157165, 157165
1, 1927380, 416215, 402884, 392140, 405571, 155285, 155285
2, 1927099, 400885, 408498, 397511, 390155, 165025, 165025
3, 1925126, 439966, 371781, 361130, 428763, 161743, 161743
4, 1928411, 396734, 418894, 407922, 385987, 159437, 159437
5, 1926268, 420138, 395195, 384335, 409240, 158680, 158680
6, 1925225, 413738, 400155, 389465, 402819, 159524, 159524
7, 1922249, 405060, 400741, 389926, 394404, 166059, 166059
8, 1929225, 412381, 406060, 395398, 402036, 156675, 156675
9, 1925486, 402653, 418534, 407567, 391648, 152542, 152542
10, 1925743, 434433, 381788, 371347, 423333, 157421, 157421
11, 1925720, 406935, 405407, 394740, 395968, 161335, 161335
12, 1925829, 435405, 379053, 368600, 424389, 159191, 159191
13, 1930154, 404454, 418254, 407567, 394009, 152935, 152935
14, 1926576, 402144, 416927, 406064, 391643, 154899, 154899
15, 1929347, 416905, 390023, 379350, 406245, 168412, 168412
16, 1925254, 397879, 417527, 406624, 387330, 157947, 157947
17, 1929164, 413407, 402880, 392427, 402228, 159111, 159111
18, 1925310, 427960, 391507, 381108, 417157, 153789, 153789
19, 1928508, 388514, 427229, 416605, 378170, 158995, 158995
20, 1924357, 403458, 420676, 409638, 392731, 148927, 148927
21, 1926274, 391700, 424257, 413166, 381179, 157986, 157986
22, 1927227, 405471, 400267, 389294, 394907, 168644, 168644
23, 1927700, 424319, 400698, 390037, 413342, 149652, 149652
24, 1925622, 416577, 402168, 391633, 405532, 154856, 154856
25, 1925086, 389786, 425645, 414604, 379369, 157841, 157841
26, 1929559, 418986, 392906, 382436, 408309, 163461, 163461
27, 1925571, 405928, 398816, 388085, 395222, 168760, 168760
28, 1925285, 418755, 397801, 387106, 407757, 156933, 156933
29, 1927530, 390759, 414682, 404092, 380169, 168914, 168914
30, 1926083, 383883, 430094, 418975, 373489, 159821, 159821
31, 1927491, 380029, 439821, 428676, 369757, 154604, 154604
32, 1928225, 442227, 384556, 374192, 431168, 148041, 148041
33, 1927842, 408596, 411155, 400201, 397994, 154948, 154948
34, 1927434, 404136, 415163, 404507, 393226, 155201, 155201
35, 1929476, 402030, 410294, 399964, 391476, 162856, 162856
36, 1926303, 400381, 416131, 405220, 390039, 157266, 157266
37, 1925208, 399179, 419318, 408554, 388307, 154925, 154925
38, 1928101, 457584, 373547, 363226, 446404, 143670, 143670
39, 1926441, 403048, 419152, 408095, 392494, 151826, 151826
40, 1925818, 400253, 420331, 409501, 389643, 153045, 153045
41, 1926873, 413101, 398982, 388257, 402391, 162071, 162071
42, 1930873, 417166, 408424, 397735, 406564, 150492, 150492
43, 1924774, 414101, 406016, 395283, 403376, 152999, 152999
44, 1924853, 425637, 395292, 384891, 414455, 152289, 152289
45, 1927277, 402606, 406650, 395902, 392117, 165001, 165001
46, 1927830, 413298, 403924, 393729, 402755, 157062, 157062
47, 1925609, 386722, 420552, 409728, 376007, 166300, 166300
48, 1928362, 406780, 421118, 410385, 396283, 146898, 146898
49, 1924286, 412399, 401513, 390729, 401569, 159038, 159038
50, 1923551, 414524, 401109, 390409, 403523, 156993, 156993
51, 1926661, 403720, 408430, 397808, 393287, 161708, 161708
52, 1929097, 415116, 404372, 393764, 404583, 155631, 155631
53, 1925554, 424385, 382848, 372500, 413085, 166368, 166368
54, 1923703, 415579, 398605, 387579, 404580, 158680, 158680
55, 1927429, 397619, 419683, 408732, 387113, 157141, 157141
56, 1929594, 419972, 397048, 386771, 409149, 158327, 158327
57, 1924824, 433644, 383033, 372169, 422556, 156711, 156711
58, 1927444, 441671, 377977, 367646, 430606, 154772, 154772
59, 1925452, 409633, 404802, 394164, 399115, 158869, 158869
60, 1925442, 409408, 403068, 392587, 398625, 160877, 160877
61, 1925481, 410432, 405877, 395157, 399659, 157178, 157178
62, 1928067, 417513, 396470, 385857, 406835, 160696, 160696
63, 1927350, 403856, 414699, 403951, 392874, 155985, 155985
64, 1927105, 435389, 376694, 365913, 424491, 162309, 162309
65, 1928086, 399620, 403596, 393087, 389383, 171200, 171200
66, 1926083, 419106, 404500, 393768, 408359, 150175, 150175
67, 1927623, 384783, 426830, 415962, 374202, 162923, 162923
68, 1924986, 389641, 420074, 409316, 379165, 163395, 163395
69, 1922950, 400984, 416926, 405784, 390304, 154476, 154476
70, 1926992, 410380, 409375, 398534, 399451, 154626, 154626
71, 1928002, 418514, 405021, 394689, 407480, 151149, 151149
72, 1928058, 406108, 411675, 400943, 395584, 156874, 156874
73, 1929692, 387307, 430290, 419786, 376771, 157769, 157769
74, 1925448, 428724, 392819, 382360, 417767, 151889, 151889
75, 1923945, 403976, 399379, 388681, 393397, 169256, 169256
76, 1926088, 431256, 395501, 384888, 420671, 146886, 146886
77, 1927829, 412793, 404973, 394460, 401895, 156854, 156854
78, 1930011, 420327, 404075, 393538, 409871, 151100, 151100
79, 1924171, 414177, 393939, 383198, 403379, 164739, 164739
80, 1923002, 429480, 386697, 375714, 418395, 156358, 156358
81, 1926671, 388210, 435890, 424848, 377603, 150060, 150060
82, 1930273, 410921, 413602, 403208, 400412, 151065, 151065
83, 1926141, 410858, 399118, 388713, 400004, 163724, 163724
84, 1927027, 377693, 431906, 420927, 367451, 164525, 164525
85, 1931328, 394054, 409377, 398838, 383839, 172610, 172610
86, 1929548, 403747, 420088, 409314, 393099, 151650, 151650
87, 1926187, 408635, 401158, 390384, 397758, 164126, 164126
88, 1923497, 396932, 408096, 397367, 386336, 167383, 167383
89, 1926418, 408340, 401197, 390550, 397665, 164333, 164333
90, 1929869, 406384, 412686, 402311, 395850, 156319, 156319
91, 1928198, 411248, 410852, 400147, 400577, 152687, 152687
92, 1922732, 389198, 418748, 407477, 378339, 164485, 164485
93, 1927901, 397804, 417824, 406735, 387140, 159199, 159199
94, 1924473, 400356, 407714, 396708, 389639, 165028, 165028
95, 1924450, 399044, 399596, 388857, 388271, 174341, 174341
96, 1928450, 409835, 405006, 394636, 399015, 159979, 159979
97, 1929465, 404305, 417046, 406456, 393752, 153953, 153953
98, 1927673, 402529, 410132, 399527, 391797, 161844, 161844
99, 1927167, 401365, 413690, 402786, 390434, 159446, 159446
100, 1927733, 405590, 412737, 401844, 394726, 156418, 156418
101, 1928294, 402890, 417471, 406840, 392341, 154376, 154376
102, 1929650, 413997, 400465, 390006, 403332, 160925, 160925
103, 1923548, 397790, 417188, 406110, 386840, 157810, 157810
104, 1927549, 418722, 395738, 385032, 407665, 160196, 160196
105, 1925039, 413808, 404695, 394336, 403094, 154553, 154553
106, 1927587, 434473, 383738, 373150, 423696, 156265, 156265
107, 1924887, 426900, 387653, 377004, 416062, 158634, 158634
108, 1923256, 395399, 425819, 414703, 384721, 151307, 151307
109, 1926177, 392805, 423216, 412542, 382146, 157734, 157734
110, 1928551, 396026, 421116, 410302, 385665, 157721, 157721
111, 1929577, 438426, 377833, 367682, 427582, 159027, 159027
112, 1926431, 401181, 411469, 400654, 390607, 161260, 161260
113, 1927237, 389418, 426459, 415546, 378666, 158574, 158574
114, 1926901, 367001, 448197, 437029, 356620, 159027, 159027
115, 1926846, 411780, 409432, 399090, 400976, 152784, 152784
116, 1924097, 391328, 411344, 400525, 380344, 170278, 170278
117, 1923695, 387434, 423377, 412306, 376878, 161850, 161850
118, 1927817, 400608, 419115, 408409, 390047, 154819, 154819
119, 1926916, 389865, 434518, 423506, 379151, 149938, 149938
120, 1926133, 401003, 411353, 400793, 390366, 161309, 161309
121, 1926836, 404835, 402388, 391861, 394174, 166789, 166789
122, 1926236, 406790, 409939, 399099, 395822, 157293, 157293
123, 1924751, 425405, 388600, 378006, 414180, 159280, 159280
124, 1925289, 410351, 406344, 395250, 399584, 156880, 156880
125, 1927372, 401748, 410279, 399551, 391330, 162232, 162232
126, 1925281, 391529, 413315, 402334, 380499, 168802, 168802
127, 1928707, 424589, 391256, 380717, 413807, 159169, 159169
128, 1924930, 405829, 404448, 393813, 395244, 162798, 162798
129, 1928745, 437656, 382557, 372108, 427010, 154707, 154707
130, 1927238, 398771, 416973, 406497, 388089, 158454, 158454
131, 1927051, 394920, 428322, 417231, 384398, 151090, 151090
132, 1927186, 414308, 398404, 387834, 403324, 161658, 161658
133, 1923653, 411916, 407261, 396507, 401027, 153471, 153471
134, 1924381, 420777, 394113, 383267, 409876, 158174, 158174
135, 1928612, 418406, 391784, 381430, 407804, 164594, 164594
136, 1926076, 388026, 424007, 413268, 377337, 161719, 161719
137, 1929558, 406657, 409509, 398854, 395990, 159274, 159274
138, 1928113, 389465, 427598, 416865, 379109, 157538, 157538
139, 1924441, 408543, 392955, 381942, 397877, 171562, 171562
140, 1926172, 377499, 437445, 426648, 367002, 158789, 158789
141, 1923883, 391127, 421519, 410731, 380548, 159979, 159979
142, 1928221, 417736, 398128, 387761, 406908, 158844, 158844
143, 1927752, 425592, 396018, 385278, 414814, 153025, 153025
144, 1929737, 420862, 397627, 387047, 410359, 156921, 156921
145, 1927112, 392741, 417370, 406774, 382029, 164099, 164099
146, 1924017, 426839, 387307, 376623, 415708, 158770, 158770
147, 1926060, 423664, 394427, 383791, 413096, 155541, 155541
148, 1929181, 417404, 401800, 391312, 406725, 155970, 155970
149, 1924208, 415692, 400098, 389399, 404661, 157179, 157179
150, 1925790, 400852, 412158, 401214, 390310, 160628, 160628
151, 1926659, 397144, 417695, 406892, 386328, 159300, 159300
152, 1930052, 400919, 406342, 396113, 390366, 168156, 168156
153, 1927710, 398997, 407676, 397194, 388439, 167702, 167702
154, 1923578, 398834, 413301, 402461, 388180, 160401, 160401
155, 1929497, 409127, 411102, 400793, 398345, 155065, 155065
156, 1922339, 421933, 397956, 387182, 410790, 152239, 152239
157, 1923689, 373605, 451104, 439732, 362696, 148276, 148276
158, 1923957, 417378, 401612, 390856, 406769, 153671, 153671
159, 1923536, 403089, 405788, 394813, 392364, 163741, 163741
160, 1926195, 417044, 408162, 397502, 406029, 148729, 148729
161, 1928666, 421997, 404713, 394193, 410943, 148410, 148410
162, 1927426, 411844, 396023, 385312, 401305, 166471, 166471
163, 1926893, 421776, 384319, 373668, 411074, 168028, 168028
164, 1923789, 399634, 411621, 400698, 388694, 161571, 161571
165, 1928565, 410448, 400956, 390339, 399706, 163558, 163558
166, 1926924, 401805, 416971, 406315, 391031, 155401, 155401
167, 1927648, 417226, 405446, 394729, 406495, 151876, 151876
168, 1926525, 400003, 413527, 402914, 389245, 160418, 160418
169, 1926476, 386591, 420782, 410066, 376115, 166461, 166461
170, 1929088, 415165, 397155, 386663, 404655, 162725, 162725
171, 1928875, 407694, 404528, 393920, 397255, 162739, 162739
172, 1923446, 430132, 380270, 369560, 419188, 162148, 162148
173, 1927484, 404180, 418790, 407857, 393767, 151445, 151445
174, 1923900, 424383, 388322, 377734, 413377, 160042, 160042
175, 1927935, 393476, 425224, 414527, 382956, 155876, 155876
176, 1926627, 436634, 369932, 359329, 426012, 167360, 167360
177, 1925990, 405038, 408228, 397337, 394577, 160405, 160405
178, 1924899, 413958, 399212, 388333, 402850, 160273, 160273
179, 1930841, 416182, 401700, 391183, 405640, 158068, 158068
180, 1928832, 425335, 384503, 374116, 414748, 165065, 165065
181, 1925201, 422847, 380445, 369903, 412048, 169979, 169979
182, 1928223, 420310, 402873, 392176, 409472, 151696, 151696
183, 1927598, 406694, 403123, 392606, 396063, 164556, 164556
184, 1928580, 391743, 430322, 419735, 381422, 152679, 152679
185, 1925335, 418417, 397499, 386716, 407581, 157561, 157561
186, 1926472, 396653, 415475, 404567, 386263, 161757, 161757
187, 1925899, 411846, 403231, 392496, 401068, 158629, 158629
188, 1925234, 418322, 399168, 388498, 407316, 155965, 155965
189, 1927765, 431155, 388697, 377888, 420267, 154879, 154879
190, 1929857, 406211, 412192, 401425, 395457, 157286, 157286
191, 1923346, 392444, 424777, 414421, 381414, 155145, 155145
192, 1926544, 420011, 391136, 380434, 409079, 162942, 162942
