sample_id, N_LCC, N_A_1_LCC, N_B_1_LCC, N_A_0_LCC, N_B_0_LCC, N_A_*_LCC, N_B_*_LCC
0, 1916826, 426764, 382639, 375385, 418532, 156753, 156753
1, 1920134, 413181, 399751, 391995, 405429, 154889, 154889
2, 1919813, 397765, 405295, 397348, 390013, 164696, 164696
3, 1917732, 436794, 368722, 361019, 428585, 161306, 161306
4, 1921225, 393591, 415829, 407791, 385838, 159088, 159088
5, 1918926, 417030, 392013, 384191, 409122, 158285, 158285
6, 1917963, 410629, 397053, 389298, 402687, 159148, 159148
7, 1914855, 401926, 397652, 389775, 394266, 165618, 165618
8, 1921894, 409304, 402960, 395212, 401890, 156264, 156264
9, 1918023, 399528, 415371, 407373, 391517, 152117, 152117
10, 1918251, 431281, 378562, 371150, 423176, 157041, 157041
11, 1918425, 403772, 402331, 394606, 395818, 160949, 160949
12, 1918623, 432324, 375995, 368502, 424254, 158774, 158774
13, 1922914, 401406, 415132, 407395, 393869, 152556, 152556
14, 1919190, 399042, 413793, 405876, 391479, 154500, 154500
15, 1921939, 413800, 386835, 379185, 406101, 168009, 168009
16, 1918149, 394800, 414408, 406482, 387181, 157639, 157639
17, 1921982, 410274, 399856, 392290, 402104, 158729, 158729
18, 1917934, 424842, 388433, 380958, 416993, 153354, 153354
19, 1921035, 385463, 423995, 416431, 378028, 158559, 158559
20, 1917110, 400453, 417491, 409476, 392574, 148558, 148558
21, 1918700, 388519, 421068, 412956, 381013, 157572, 157572
22, 1919874, 402344, 397158, 389131, 394755, 168243, 168243
23, 1920608, 421267, 397663, 389893, 413213, 149286, 149286
24, 1918255, 413386, 399094, 391480, 405383, 154456, 154456
25, 1917754, 386655, 422515, 414441, 379209, 157467, 157467
26, 1922343, 415905, 389768, 382258, 408152, 163130, 163130
27, 1918277, 402891, 395647, 387911, 395102, 168363, 168363
28, 1917714, 415507, 394644, 386963, 407578, 156511, 156511
29, 1920250, 387566, 411603, 403960, 380023, 168549, 168549
30, 1919020, 380830, 427049, 418853, 373398, 159445, 159445
31, 1920553, 376954, 436953, 428562, 369594, 154245, 154245
32, 1920742, 439010, 381402, 374036, 431002, 147646, 147646
33, 1920441, 405528, 407982, 400047, 397832, 154526, 154526
34, 1920132, 400929, 412089, 404359, 393065, 154845, 154845
35, 1922519, 398966, 407383, 399860, 391352, 162479, 162479
36, 1919077, 397225, 413065, 405070, 389901, 156908, 156908
37, 1917952, 396052, 416239, 408424, 388145, 154546, 154546
38, 1920845, 454492, 370492, 363048, 446233, 143290, 143290
39, 1919265, 399854, 416158, 407978, 392307, 151484, 151484
40, 1918573, 397141, 417225, 409356, 389491, 152680, 152680
41, 1919601, 410021, 395819, 388122, 402245, 161697, 161697
42, 1923598, 414083, 405315, 397579, 406423, 150099, 150099
43, 1917191, 410879, 402880, 395112, 403192, 152564, 152564
44, 1917535, 422479, 392199, 384738, 414289, 151915, 151915
45, 1920096, 399513, 403602, 395759, 391964, 164629, 164629
46, 1920566, 410246, 400880, 393578, 402620, 156621, 156621
47, 1918118, 383546, 417436, 409537, 375851, 165874, 165874
48, 1921249, 403808, 417953, 410232, 396182, 146537, 146537
49, 1916957, 409267, 398371, 390591, 401398, 158665, 158665
50, 1916279, 411470, 397930, 390239, 403384, 156628, 156628
51, 1919363, 400541, 405318, 397667, 393137, 161350, 161350
52, 1921929, 412085, 401294, 393611, 404419, 155260, 155260
53, 1918220, 421138, 379763, 372365, 412918, 166018, 166018
54, 1916134, 412370, 395399, 387400, 404365, 158300, 158300
55, 1920074, 394541, 416544, 408570, 386959, 156730, 156730
56, 1922370, 416814, 394070, 386599, 409015, 157936, 157936
57, 1917386, 430389, 379952, 372038, 422391, 156308, 156308
58, 1920179, 438545, 374854, 367476, 430474, 154415, 154415
59, 1918124, 406558, 401733, 394017, 398948, 158434, 158434
60, 1918198, 406264, 400003, 392441, 398482, 160504, 160504
61, 1918395, 407393, 402762, 395016, 399556, 156834, 156834
62, 1920850, 414411, 393377, 385716, 406704, 160321, 160321
63, 1920121, 400694, 411662, 403855, 392726, 155592, 155592
64, 1919685, 432208, 373523, 365747, 424335, 161936, 161936
65, 1920797, 396572, 400460, 392899, 389204, 170831, 170831
66, 1918647, 415984, 401302, 393591, 408198, 149786, 149786
67, 1920282, 381663, 423679, 415786, 374078, 162538, 162538
68, 1917616, 386539, 416944, 409171, 379020, 162971, 162971
69, 1915466, 397776, 413790, 405665, 390135, 154050, 154050
70, 1919637, 407271, 406187, 398383, 399288, 154254, 154254
71, 1920897, 415393, 401969, 394541, 407362, 150816, 150816
72, 1920860, 403079, 408582, 400817, 395470, 156456, 156456
73, 1922624, 384228, 427322, 419671, 376615, 157394, 157394
74, 1918156, 425613, 389701, 382221, 417631, 151495, 151495
75, 1916578, 400856, 396226, 388529, 393249, 168859, 168859
76, 1918625, 428145, 392351, 384721, 420496, 146456, 146456
77, 1920830, 409774, 402021, 394363, 401748, 156462, 156462
78, 1922649, 417282, 400874, 393340, 409733, 150710, 150710
79, 1916555, 410963, 390776, 383015, 403185, 164308, 164308
80, 1915589, 426346, 383546, 375591, 418196, 155955, 155955
81, 1919460, 384968, 432906, 424707, 377439, 149720, 149720
82, 1923138, 407858, 410564, 403050, 400268, 150699, 150699
83, 1919209, 407806, 396164, 388596, 399875, 163384, 163384
