sample_id, N_active, N_A_1, N_B_1, N_A_0, N_B_0, N_A_*, N_B_*, seed
6, 3674922, 772661, 794375, 724099, 701839, 340974, 340974, 3166806307
11, 3675798, 769773, 800184, 731155, 699656, 337515, 337515, 848510250
2, 3683127, 759118, 810874, 740562, 690553, 341010, 341010, 2045825128
1, 3674901, 787260, 776713, 707254, 716496, 343589, 343589, 2831211565
9, 3680172, 782819, 790052, 718788, 713429, 337542, 337542, 174951056
4, 3674220, 790171, 774893, 703961, 720453, 342371, 342371, 1963862279
14, 3670280, 792546, 767976, 697592, 721562, 345302, 345302, 1424799925
0, 3674873, 802435, 769583, 699199, 730614, 336521, 336521, 1336558812
12, 3679950, 785823, 780814, 710854, 715301, 343579, 343579, 425887221
7, 3686290, 801812, 766998, 697179, 732439, 343931, 343931, 3587658675
10, 3677261, 768819, 801625, 731316, 698209, 338646, 338646, 527154129
5, 3678250, 769825, 792156, 721511, 700646, 347056, 347056, 189058218
3, 3671976, 748184, 821911, 750126, 678577, 336589, 336589, 2434837710
13, 3684198, 776102, 797519, 727553, 706620, 338202, 338202, 1981848142
8, 3670918, 766367, 788087, 717028, 696444, 351496, 351496, 2227132745
18, 3681367, 783842, 792197, 722670, 713374, 334642, 334642, 3531257920
23, 3677459, 758059, 816637, 745783, 689070, 333955, 333955, 1916702054
21, 3673723, 790064, 790760, 720180, 718283, 327218, 327218, 3264841788
22, 3672908, 760718, 806834, 733761, 691303, 340146, 340146, 2244281353
29, 3677347, 781719, 790469, 719937, 711364, 336929, 336929, 2743200244
26, 3677257, 783887, 776759, 707066, 713543, 348001, 348001, 3159585381
30, 3676952, 785399, 793521, 722761, 715035, 330118, 330118, 2981316496
28, 3680284, 795456, 776574, 707353, 725121, 337890, 337890, 1707700019
25, 3673012, 810513, 749319, 679637, 739381, 347081, 347081, 2750341220
20, 3676616, 810370, 755396, 686767, 738995, 342544, 342544, 2104255302
34, 3679282, 769271, 801299, 730027, 698693, 339996, 339996, 3600737015
35, 3681325, 753994, 815843, 745540, 685246, 340351, 340351, 1009482695
15, 3679692, 772505, 798901, 728273, 702919, 338547, 338547, 359320165
36, 3677313, 769150, 804075, 732308, 700052, 335864, 335864, 1734141094
38, 3679589, 782803, 784457, 714175, 712924, 342615, 342615, 164564244
40, 3683236, 810717, 765527, 695992, 739556, 335722, 335722, 2763772
42, 3682450, 779253, 791468, 721749, 709994, 339993, 339993, 2549768723
43, 3675322, 772290, 794963, 725722, 702743, 339802, 339802, 618862076
44, 3674163, 799536, 768876, 698178, 728729, 339422, 339422, 651402723
17, 3678801, 819643, 753128, 684394, 747776, 336930, 336930, 1666439523
16, 3674500, 771163, 796886, 727272, 700947, 339116, 339116, 3996508176
47, 3675225, 743834, 822998, 751220, 674853, 341160, 341160, 3854080171
49, 3673976, 767312, 801110, 730559, 696605, 339195, 339195, 4219561724
50, 3676894, 768142, 802566, 732365, 697979, 337921, 337921, 3735254108
19, 3672168, 785833, 775504, 705125, 715854, 344926, 344926, 1099280148
52, 3678633, 767023, 802977, 732007, 697208, 339709, 339709, 2336742558
53, 3674506, 783827, 777061, 706414, 713110, 347047, 347047, 819914247
24, 3674777, 806928, 766330, 696045, 735670, 334902, 334902, 1873287838
54, 3676084, 755385, 810384, 739324, 685769, 342611, 342611, 2925424098
27, 3678406, 802910, 769632, 700118, 732520, 336613, 336613, 2651445718
31, 3669539, 780787, 784699, 713671, 709990, 340196, 340196, 1818898299
55, 3677775, 777731, 797019, 726325, 707846, 334427, 334427, 3803179272
56, 3677305, 806899, 766487, 697295, 735626, 335499, 335499, 1489461618
57, 3676049, 808223, 752816, 684284, 737270, 346728, 346728, 3430478426
58, 3681990, 820651, 742609, 673484, 749638, 347804, 347804, 393513836
59, 3675753, 790440, 778009, 707992, 720486, 339413, 339413, 1911489265
