sample_id, N_LCC, N_A_1_LCC, N_B_1_LCC, N_A_0_LCC, N_B_0_LCC, N_A_*_LCC, N_B_*_LCC, size_A_determined, size_B_determined, seed
6, 3614850, 747609, 770068, 723299, 700998, 336438, 336438, 1409804,1456025,3166806307
11, 3615145, 744936, 775224, 730309, 698854, 332911, 332911, 1402875,1470132,848510250
2, 3622984, 734440, 786242, 739737, 689737, 336414, 336414, 1384374,1492344,2045825128
1, 3613791, 762164, 751813, 706438, 715646, 338865, 338865, 1440039,1418106,2831211565
9, 3619453, 758066, 765217, 717941, 712589, 332820, 332820, 1432484,1441293,174951056
4, 3613307, 765510, 749678, 703074, 719685, 337680, 337680, 1446245,1411299,1963862279
14, 3608829, 767357, 742848, 696760, 720626, 340619, 340619, 1447214,1398576,1424799925
0, 3613471, 777030, 744514, 698386, 729781, 331880, 331880, 1468520,1402563,1336558812
12, 3618863, 760649, 755809, 710083, 714476, 338923, 338923, 1438578,1426823,425887221
7, 3626084, 777161, 742256, 696400, 731599, 339334, 339334, 1472668,1396990,3587658675
10, 3616547, 743687, 776849, 730515, 697370, 334063, 334063, 1399339,1468472,527154129
5, 3617331, 745013, 767005, 720641, 699854, 342409, 342409, 1404200,1450242,189058218
3, 3610814, 723107, 796911, 749261, 677711, 331912, 331912, 1360511,1513008,2434837710
13, 3623303, 751366, 772541, 726662, 705786, 333474, 333474, 1421324,1464575,1981848142
8, 3610054, 741211, 763213, 716170, 695604, 346928, 346928, 1396544,1442681,2227132745
18, 3620963, 758719, 767725, 721851, 712562, 330053, 330053, 1434333,1450179,3531257920
23, 3617303, 733286, 791895, 744993, 688307, 329411, 329411, 1381339,1500726,1916702054
21, 3612795, 764965, 765919, 719365, 717460, 322543, 322543, 1443238,1448406,3264841788
22, 3611314, 735875, 781414, 732871, 690466, 335344, 335344, 1386029,1478867,2244281353
29, 3616649, 756678, 765676, 719153, 710488, 332327, 332327, 1431222,1449910,2743200244
26, 3616109, 758925, 751749, 706215, 712700, 343260, 343260, 1432234,1415660,3159585381
30, 3616315, 760600, 768587, 721937, 714201, 325495, 325495, 1436247,1453127,2981316496
28, 3619175, 770561, 751426, 706503, 724329, 333178, 333178, 1459284,1417759,1707700019
25, 3612357, 785707, 724511, 678834, 738567, 342369, 342369, 1490070,1360694,2750341220
20, 3615797, 785267, 730594, 685912, 738202, 337911, 337911, 1484741,1371635,2104255302
34, 3618633, 744156, 776683, 729198, 697806, 335395, 335395, 1401094,1470272,3600737015
35, 3621028, 729235, 791022, 744730, 684425, 335808, 335808, 1372625,1503109,1009482695
15, 3618356, 747369, 773807, 727445, 702033, 333851, 333851, 1405922,1464409,359320165
36, 3616511, 744386, 778926, 731446, 699165, 331294, 331294, 1403403,1475004,1734141094
38, 3618176, 757748, 759447, 713345, 712104, 337766, 337766, 1430640,1432157,164564244
