sample_id, N_active, N_A_1, N_B_1, N_A_0, N_B_0, N_A_*, N_B_*, seed
1, 823177, 169419, 206466, 205000, 168012, 37140, 37140, 1317908114
8, 825533, 158558, 212603, 211033, 157257, 43041, 43041, 227583506
4, 825320, 156022, 209651, 208035, 154790, 48411, 48411, 2288749632
2, 825172, 156126, 206575, 205066, 154651, 51377, 51377, 2952398417
7, 822371, 190893, 176621, 175050, 189427, 45190, 45190, 1537474462
10, 825130, 203087, 176522, 175225, 201588, 34354, 34354, 4203057625
11, 826412, 182511, 200029, 198495, 181115, 32131, 32131, 1320942079
9, 826078, 179892, 190833, 189275, 178614, 43732, 43732, 2543733451
3, 824560, 197460, 187389, 185825, 196142, 28872, 28872, 2297973052
5, 826310, 246943, 133463, 132179, 245505, 34110, 34110, 379298807
0, 825166, 162212, 211968, 210442, 160848, 39848, 39848, 1509021529
6, 826986, 212080, 143982, 142676, 210790, 58729, 58729, 3748638683
12, 824165, 268242, 119188, 117848, 266617, 26135, 26135, 2698137883
14, 826412, 140507, 239831, 238253, 139263, 34279, 34279, 1335892350
16, 825794, 167050, 217353, 215913, 165766, 29856, 29856, 2872129820
17, 827257, 160427, 192886, 191583, 159119, 61621, 61621, 1099604788
18, 827781, 191135, 192124, 190821, 189881, 31910, 31910, 1847701033
19, 825543, 141460, 227826, 226253, 140268, 44868, 44868, 2334451441
15, 824209, 237207, 124175, 122820, 235633, 52187, 52187, 2336022037
20, 827055, 213013, 160076, 158785, 211697, 41742, 41742, 700797024
22, 824998, 243240, 119643, 118421, 241642, 51026, 51026, 2276760863
21, 826193, 201133, 158035, 156681, 199520, 55412, 55412, 4053167083
13, 825973, 272854, 114357, 113153, 271257, 27176, 27176, 696690731
23, 827796, 200607, 171045, 169751, 199235, 43579, 43579, 667033691
24, 825545, 148808, 226068, 224503, 147394, 39386, 39386, 799350182
27, 824368, 127432, 250459, 248916, 126091, 35735, 35735, 2707492392
26, 825580, 114824, 263655, 262067, 113632, 35701, 35701, 285269113
25, 824070, 204690, 171999, 170476, 203215, 36845, 36845, 2773101901
28, 824904, 139444, 236804, 235347, 138153, 37578, 37578, 1966964599
31, 824119, 155210, 211113, 209569, 153899, 47164, 47164, 1395099362
29, 828232, 222427, 161181, 159812, 220956, 31928, 31928, 1414220693
34, 825742, 215706, 158107, 156729, 214228, 40486, 40486, 2272383262
30, 825282, 200697, 158114, 156670, 199247, 55277, 55277, 1280651734
32, 826144, 178113, 181996, 180552, 176613, 54435, 54435, 201926116
33, 824630, 275252, 109051, 107744, 273581, 29501, 29501, 3172326220
35, 824852, 178331, 201604, 200074, 176863, 33990, 33990, 1682082334
36, 825610, 230108, 149606, 148282, 228668, 34473, 34473, 113140179
37, 825279, 197858, 174945, 173412, 196436, 41314, 41314, 3909428404
40, 825190, 160424, 223624, 222174, 159142, 29913, 29913, 2180869122
38, 825252, 205302, 168214, 166833, 203971, 40466, 40466, 2170383950
39, 825377, 211027, 161891, 160622, 209573, 41132, 41132, 2347577937
44, 826335, 207041, 171702, 170269, 205653, 35835, 35835, 3035149063
43, 825907, 178779, 191899, 190451, 177388, 43695, 43695, 4137138911
45, 825367, 192833, 180687, 179425, 191372, 40525, 40525, 406888889
41, 824222, 179593, 183168, 181597, 178162, 50851, 50851, 1069858766
42, 825232, 178481, 203060, 201491, 177110, 32545, 32545, 2058140499
46, 824795, 157504, 210223, 208739, 156095, 46117, 46117, 2357476159
47, 825565, 236503, 139315, 137944, 234925, 38439, 38439, 3381589979
48, 827523, 191829, 189901, 188546, 190483, 33382, 33382, 496719897
50, 827350, 171986, 208785, 207340, 170657, 34291, 34291, 2667510357
51, 825550, 203588, 169764, 168307, 202107, 40892, 40892, 3539432515
49, 825945, 188803, 179150, 177692, 187412, 46444, 46444, 277439744
54, 824805, 154949, 226707, 225244, 153533, 32186, 32186, 1394196703
53, 826886, 199136, 185314, 184037, 197833, 30283, 30283, 2282441870
58, 823936, 178343, 196375, 194769, 176897, 38776, 38776, 2139547009
52, 825697, 207550, 170119, 168593, 206135, 36650, 36650, 1305097343
55, 826627, 158216, 218486, 216968, 156917, 38020, 38020, 1084812017
56, 824115, 222481, 158233, 156881, 220932, 32794, 32794, 990357650
57, 825222, 167996, 203317, 201806, 166597, 42753, 42753, 1979821060
59, 825829, 164301, 198835, 197402, 163045, 51123, 51123, 335535245
60, 825440, 179741, 200909, 199355, 178467, 33484, 33484, 3975299216
63, 825184, 202331, 167737, 166428, 200908, 43890, 43890, 2848708461
62, 824308, 173293, 194687, 193256, 171862, 45605, 45605, 3144268554
61, 824652, 211379, 170661, 169260, 209838, 31757, 31757, 2454358362
64, 824794, 166497, 197148, 195710, 165103, 50168, 50168, 1099678114
67, 823274, 207451, 168409, 166998, 206084, 37166, 37166, 3093172496
65, 825143, 179506, 199073, 197666, 178114, 35392, 35392, 496425015
66, 826567, 183609, 199244, 197878, 182122, 31857, 31857, 3043102232
68, 825982, 186813, 190274, 189050, 185387, 37229, 37229, 298390715
70, 825129, 137189, 219860, 218545, 135833, 56851, 56851, 1674366932
69, 825113, 215192, 169617, 168303, 213795, 29103, 29103, 2210354017
71, 824255, 186299, 184266, 182857, 184815, 43009, 43009, 2572905661
72, 823188, 216199, 162407, 160903, 214613, 34533, 34533, 3727978174
74, 825031, 171572, 201622, 200160, 170129, 40774, 40774, 1017484906
75, 824655, 229395, 146539, 145172, 228063, 37743, 37743, 3077270187
73, 825718, 228361, 140493, 139142, 226740, 45491, 45491, 116056391
76, 826195, 239395, 130773, 129433, 237894, 44350, 44350, 582155242
79, 827053, 128615, 242022, 240605, 127353, 44229, 44229, 923809145
77, 825641, 208650, 160165, 158661, 207037, 45564, 45564, 4080120412
78, 825386, 206660, 165386, 163899, 205285, 42078, 42078, 907852377
80, 826356, 256164, 129431, 128120, 254627, 29007, 29007, 3060118692
81, 824677, 200875, 181996, 180718, 199296, 30896, 30896, 990845658
82, 826823, 158448, 211789, 210386, 157214, 44493, 44493, 1027823078
83, 825575, 199715, 180870, 179552, 198168, 33635, 33635, 4175137751
87, 825923, 125388, 251069, 249445, 124047, 37987, 37987, 1260127016
85, 824911, 145580, 200539, 199123, 144159, 67755, 67755, 3593260999
84, 826129, 202825, 167738, 166335, 201279, 43976, 43976, 1398796938
89, 824641, 175494, 206919, 205253, 174081, 31447, 31447, 303874752
86, 825470, 148784, 219809, 218452, 147509, 45458, 45458, 3168886065
88, 823885, 224312, 153602, 152177, 222792, 35501, 35501, 3747622265
90, 824673, 181135, 181888, 180403, 179741, 50753, 50753, 4286776151
92, 826252, 199912, 177602, 176289, 198403, 37023, 37023, 2212399171
91, 824892, 203903, 183156, 181711, 202516, 26803, 26803, 2911451985
93, 825954, 211252, 170037, 168617, 209868, 33090, 33090, 951631797
94, 826263, 151998, 218525, 217067, 150711, 43981, 43981, 3175256648
95, 824101, 228941, 152624, 151426, 227430, 31840, 31840, 2407328480
98, 825618, 180780, 184248, 182817, 179365, 49204, 49204, 157253630
99, 826909, 127032, 250041, 248474, 125806, 37778, 37778, 540797777
97, 824559, 220407, 152976, 151568, 218858, 40375, 40375, 923845254
100, 826196, 209495, 166901, 165515, 208083, 38101, 38101, 2718486857
96, 824465, 159486, 207656, 206055, 158124, 46572, 46572, 3438803583
103, 827361, 168091, 191106, 189656, 166748, 55880, 55880, 2082646783
101, 826341, 249703, 127533, 126240, 248297, 37284, 37284, 3176559658
102, 826422, 150541, 238693, 237178, 149108, 25451, 25451, 1841187533
104, 824580, 118104, 246934, 245355, 116783, 48702, 48702, 3059938369
106, 822324, 155315, 217371, 215741, 153979, 39959, 39959, 2405005214
105, 825969, 181132, 198265, 196806, 179702, 35032, 35032, 2906329230
107, 825501, 221037, 163019, 161682, 219627, 30068, 30068, 3464691518
108, 823149, 231839, 146956, 145630, 230294, 34215, 34215, 3147867599
111, 825561, 171462, 199058, 197619, 170124, 43649, 43649, 1760894214
109, 827017, 170083, 212524, 211175, 168803, 32216, 32216, 1655964235
110, 826311, 191535, 181760, 180378, 190192, 41223, 41223, 2681447589
114, 822522, 202926, 176694, 175264, 201390, 33124, 33124, 3220152228
112, 826194, 209532, 166687, 165291, 208060, 38312, 38312, 2096913350
113, 826229, 190857, 192087, 190598, 189291, 31698, 31698, 184838991
115, 825159, 274572, 100525, 99328, 272956, 38889, 38889, 2905861475
116, 826186, 223045, 158029, 156721, 221697, 33347, 33347, 1961452424
118, 824753, 156877, 225739, 224345, 155392, 31200, 31200, 3933600098
117, 824253, 198745, 182716, 181202, 197304, 32143, 32143, 3986718672
119, 824045, 192975, 171611, 170254, 191419, 48893, 48893, 4285442675
