sample_id, N_LCC, N_A_1_LCC, N_B_1_LCC, N_A_0_LCC, N_B_0_LCC, N_A_*_LCC, N_B_*_LCC
0, 1852273, 376383, 383955, 373590, 366385, 175980, 175980
1, 1847757, 390267, 378207, 368198, 379829, 165628, 165628
2, 1847621, 368197, 391512, 381068, 358310, 174267, 174267
3, 1845946, 382838, 384608, 374546, 372358, 165798, 165798
4, 1846808, 389446, 371773, 361539, 378938, 172556, 172556
5, 1848727, 390904, 382947, 372621, 380889, 160683, 160683
6, 1847844, 373109, 396654, 386262, 363061, 164379, 164379
7, 1848530, 383433, 381404, 371153, 372986, 169777, 169777
8, 1852488, 400072, 364527, 354651, 389910, 171664, 171664
9, 1848395, 393801, 375961, 365737, 383396, 164750, 164750
10, 1849477, 380653, 386031, 375752, 370319, 168361, 168361
11, 1850315, 400848, 370845, 360890, 390564, 163584, 163584
12, 1849257, 382108, 380573, 370347, 371859, 172185, 172185
13, 1851017, 364756, 401415, 390903, 354747, 169598, 169598
14, 1849508, 383073, 375407, 365268, 372806, 176477, 176477
15, 1848360, 378455, 389176, 378875, 368232, 166811, 166811
16, 1853140, 396551, 372334, 362371, 386558, 167663, 167663
17, 1851734, 389925, 375033, 364947, 379735, 171047, 171047
18, 1851691, 391449, 375447, 365297, 381454, 169022, 169022
19, 1850449, 397136, 369969, 360226, 386808, 168155, 168155
20, 1847904, 386136, 374684, 364615, 375951, 173259, 173259
21, 1850906, 379657, 381362, 371210, 369617, 174530, 174530
22, 1848373, 385965, 377993, 367865, 375574, 170488, 170488
23, 1850504, 368984, 400907, 390551, 359042, 165510, 165510
24, 1846736, 390411, 373570, 363588, 380441, 169363, 169363
25, 1849231, 376920, 381710, 371492, 366933, 176088, 176088
26, 1851248, 384338, 377775, 367705, 374058, 173686, 173686
27, 1851448, 385859, 385351, 375395, 375733, 164555, 164555
28, 1855029, 362761, 404910, 394477, 353197, 169842, 169842
29, 1850219, 382808, 380888, 370950, 372679, 171447, 171447
30, 1853649, 372067, 396323, 386070, 362289, 168450, 168450
31, 1851800, 404368, 367197, 357544, 394005, 164343, 164343
32, 1847843, 387328, 384765, 374367, 377027, 162178, 162178
33, 1849330, 363141, 404842, 394237, 353214, 166948, 166948
34, 1849447, 391628, 366150, 356373, 381304, 176996, 176996
35, 1850352, 383353, 377621, 367741, 372841, 174398, 174398
36, 1844983, 389188, 373075, 363089, 378787, 170422, 170422
37, 1850986, 394002, 369938, 359628, 383512, 171953, 171953
38, 1849394, 397901, 370850, 360841, 387652, 166075, 166075
39, 1851271, 385696, 377130, 366898, 375405, 173071, 173071
40, 1847702, 375797, 392007, 381716, 365658, 166262, 166262
41, 1851691, 374487, 390722, 380655, 364779, 170524, 170524
42, 1850342, 367645, 403822, 393237, 357862, 163888, 163888
43, 1850593, 399487, 364668, 354813, 389215, 171205, 171205
44, 1849970, 385714, 387659, 377271, 375698, 161814, 161814
45, 1850406, 382187, 388704, 378405, 372300, 164405, 164405
46, 1846438, 384769, 377239, 367061, 374477, 171446, 171446
47, 1851854, 374186, 393952, 383516, 364140, 168030, 168030
48, 1847328, 366861, 391537, 381235, 356709, 175493, 175493
49, 1848994, 389284, 373344, 363464, 378892, 172005, 172005
50, 1852563, 388502, 378082, 368086, 378141, 169876, 169876
51, 1851463, 399364, 359371, 349592, 389032, 177052, 177052
52, 1848414, 384600, 384991, 374709, 374514, 164800, 164800
53, 1848528, 374909, 392464, 382302, 364553, 167150, 167150
54, 1850381, 383925, 388098, 377786, 373834, 163369, 163369
55, 1850546, 377644, 385457, 375460, 367605, 172190, 172190
56, 1848876, 377721, 388395, 378023, 367473, 168632, 168632
57, 1846552, 380716, 385105, 374706, 370487, 167769, 167769
58, 1848151, 384433, 387083, 376718, 374341, 162788, 162788
59, 1850634, 384946, 377075, 367149, 374814, 173325, 173325
60, 1848078, 378368, 393235, 382683, 368204, 162794, 162794
61, 1851826, 381530, 383365, 373160, 371811, 170980, 170980
62, 1847615, 386821, 383407, 373105, 376280, 164001, 164001
63, 1853997, 382216, 381342, 371344, 372027, 173534, 173534
64, 1852127, 379064, 390256, 380172, 369143, 166746, 166746
65, 1852711, 368436, 394656, 384395, 358464, 173380, 173380
66, 1852720, 386438, 377033, 366979, 376168, 173051, 173051
67, 1850464, 386863, 382720, 372684, 376719, 165739, 165739
68, 1847598, 379518, 386140, 375577, 369451, 168456, 168456
69, 1849441, 388076, 379007, 369007, 377793, 167779, 167779
70, 1851334, 388883, 376520, 366229, 378452, 170625, 170625
71, 1849294, 395760, 374692, 364571, 385425, 164423, 164423
72, 1849027, 382591, 382635, 372396, 372261, 169572, 169572
73, 1849682, 354719, 417620, 407186, 344827, 162665, 162665
74, 1850566, 398591, 372146, 361979, 388294, 164778, 164778
75, 1846792, 379008, 387929, 377415, 369030, 166705, 166705
76, 1846532, 395900, 369296, 359005, 385417, 168457, 168457
77, 1852619, 384622, 382113, 371803, 374571, 169755, 169755
78, 1847259, 360712, 399245, 388923, 350655, 173862, 173862
79, 1848591, 379067, 378233, 368187, 368928, 177088, 177088
80, 1850842, 400571, 363562, 353706, 390273, 171365, 171365
81, 1849638, 370718, 389592, 379333, 360665, 174665, 174665
82, 1845687, 365634, 399897, 389376, 355512, 167634, 167634
83, 1848846, 401168, 373088, 362861, 390567, 160581, 160581
84, 1847416, 372565, 384980, 374872, 362677, 176161, 176161
85, 1845312, 375179, 384017, 373727, 364911, 173739, 173739
86, 1851946, 366045, 391529, 381483, 356101, 178394, 178394
87, 1850563, 395024, 377509, 367431, 384541, 163029, 163029
88, 1853119, 400657, 372925, 363398, 390571, 162784, 162784
89, 1851352, 397302, 366946, 357004, 387124, 171488, 171488
90, 1851538, 402589, 364759, 354468, 392264, 168729, 168729
91, 1852347, 375096, 389488, 379149, 364948, 171833, 171833
92, 1851204, 394020, 371192, 360987, 383685, 170660, 170660
93, 1849177, 382566, 389202, 379101, 372324, 162992, 162992
94, 1850991, 380847, 384073, 373763, 370700, 170804, 170804
95, 1846636, 364747, 388040, 377609, 354574, 180833, 180833
96, 1856081, 382097, 390356, 380574, 372318, 165368, 165368
97, 1850553, 376042, 388310, 378037, 365948, 171108, 171108
98, 1849928, 376664, 393262, 383132, 366754, 165058, 165058
99, 1849397, 401281, 375766, 365465, 390677, 158104, 158104
100, 1848951, 378403, 390678, 380635, 368145, 165545, 165545
101, 1848175, 353877, 402065, 391735, 343924, 178287, 178287
102, 1846879, 383966, 377611, 367450, 373730, 172061, 172061
103, 1847499, 400863, 366302, 356213, 390479, 166821, 166821
104, 1850322, 380781, 383979, 373601, 370657, 170652, 170652
105, 1845592, 398050, 371543, 361339, 387512, 163574, 163574
106, 1851795, 376710, 388649, 378470, 366556, 170705, 170705
107, 1851809, 394306, 380380, 370626, 384085, 161206, 161206
108, 1851185, 398025, 374960, 364909, 387711, 162790, 162790
109, 1849847, 393214, 369884, 360089, 382834, 171913, 171913
110, 1847499, 378721, 386635, 376070, 368815, 168629, 168629
111, 1849338, 365371, 400907, 390288, 355300, 168736, 168736
112, 1850157, 380960, 389459, 379475, 370847, 164708, 164708
113, 1849913, 371798, 397327, 387136, 361692, 165980, 165980
114, 1846105, 387958, 372205, 362196, 377820, 172963, 172963
115, 1852528, 389630, 379939, 370227, 379624, 166554, 166554
116, 1851302, 387993, 367177, 357443, 377861, 180414, 180414
117, 1849817, 402330, 369992, 359800, 391869, 162913, 162913
118, 1848733, 364304, 396404, 385988, 354125, 173956, 173956
119, 1846285, 385797, 381345, 371018, 375359, 166383, 166383
120, 1850703, 406335, 363900, 353795, 396077, 165298, 165298
121, 1849167, 380773, 388544, 378303, 370395, 165576, 165576
122, 1846444, 407117, 359294, 349292, 396475, 167133, 167133
123, 1847930, 402112, 366166, 356197, 391529, 165963, 165963
124, 1847823, 360833, 406001, 395266, 350745, 167489, 167489
125, 1848279, 407225, 359796, 349936, 396540, 167391, 167391
126, 1847332, 386513, 379505, 369231, 375735, 168174, 168174
127, 1850352, 373475, 387319, 376891, 363413, 174627, 174627
128, 1850490, 413815, 356558, 346546, 403189, 165191, 165191
129, 1849907, 384811, 383344, 373329, 374777, 166823, 166823
130, 1852003, 387952, 382751, 372556, 377906, 165419, 165419
131, 1850984, 387386, 387466, 377280, 376862, 160995, 160995
132, 1851799, 385058, 369290, 359346, 374825, 181640, 181640
133, 1851139, 364225, 390227, 379943, 354498, 181123, 181123
134, 1847658, 373471, 390394, 380114, 363243, 170218, 170218
135, 1854030, 376298, 388889, 378945, 366276, 171811, 171811
136, 1849076, 390241, 365402, 355183, 379802, 179224, 179224
137, 1851258, 399535, 368068, 358254, 389411, 167995, 167995
138, 1843890, 382364, 380109, 369782, 372057, 169789, 169789
139, 1850399, 380970, 389513, 379417, 370857, 164821, 164821
140, 1851897, 365327, 404421, 394053, 355420, 166338, 166338
141, 1848467, 385397, 379770, 369615, 375075, 169305, 169305
142, 1851973, 375505, 396750, 386476, 365690, 163776, 163776
143, 1848631, 373475, 389738, 379409, 363127, 171441, 171441
144, 1845856, 378673, 379747, 369400, 368434, 174801, 174801
145, 1847790, 390033, 371176, 361022, 379793, 172883, 172883
146, 1850812, 373707, 394817, 384408, 363652, 167114, 167114
147, 1851631, 382014, 385688, 375511, 372060, 168179, 168179
148, 1851416, 381642, 389456, 379393, 371241, 164842, 164842
149, 1853954, 377810, 389197, 378891, 367770, 170143, 170143
150, 1848151, 380909, 380343, 370353, 370496, 173025, 173025
151, 1850991, 392305, 375040, 364974, 382192, 168240, 168240
152, 1853132, 374220, 394289, 384291, 364440, 167946, 167946
153, 1848535, 385235, 384805, 374655, 375004, 164418, 164418
154, 1850090, 374522, 400748, 390297, 364381, 160071, 160071
155, 1847840, 375058, 377059, 366918, 364957, 181924, 181924
156, 1846377, 385952, 374630, 364343, 375370, 173041, 173041
157, 1848842, 382261, 391018, 380604, 372007, 161476, 161476
158, 1849066, 399045, 371574, 361211, 388910, 164163, 164163
159, 1845694, 411999, 353499, 343653, 401045, 167749, 167749
160, 1847819, 394521, 377310, 367266, 384170, 162276, 162276
161, 1849474, 393756, 375592, 365498, 383318, 165655, 165655
162, 1852035, 387320, 379800, 369366, 377281, 169134, 169134
