sample_id, N_active, N_A_1, N_B_1, N_A_0, N_B_0, N_A_*, N_B_*
0, 1723489, 349844, 356197, 335107, 329155, 176593, 176593
1, 1721109, 354656, 344581, 323715, 333519, 182319, 182319
2, 1725146, 366798, 337139, 316427, 345614, 179584, 179584
3, 1722436, 351971, 351962, 330912, 331025, 178283, 178283
4, 1721491, 343059, 361254, 339714, 322096, 177684, 177684
5, 1725415, 348893, 357038, 336053, 327671, 177880, 177880
6, 1725837, 343027, 360249, 339221, 322406, 180467, 180467
7, 1724989, 349204, 356763, 336088, 328062, 177436, 177436
8, 1722445, 340240, 360454, 339064, 319621, 181533, 181533
9, 1724875, 351949, 353186, 332135, 330641, 178482, 178482
10, 1720534, 355237, 342337, 321302, 333976, 183841, 183841
11, 1724127, 356356, 346452, 325514, 335309, 180248, 180248
12, 1721976, 341681, 354409, 333039, 321215, 185816, 185816
13, 1720727, 347032, 353385, 332230, 326042, 181019, 181019
14, 1721756, 342128, 358106, 336968, 321048, 181753, 181753
15, 1724467, 363434, 342492, 321556, 341983, 177501, 177501
16, 1723363, 343968, 359938, 338462, 322805, 179095, 179095
17, 1720099, 349953, 351860, 330520, 328664, 179551, 179551
18, 1722709, 349288, 351945, 330893, 328359, 181112, 181112
19, 1725970, 355256, 352936, 332046, 334384, 175674, 175674
20, 1719760, 362890, 341058, 320091, 341395, 177163, 177163
21, 1725204, 345379, 352587, 331838, 324462, 185469, 185469
22, 1722587, 338165, 363329, 342042, 317421, 180815, 180815
23, 1723607, 336683, 367090, 345719, 315833, 179141, 179141
24, 1722161, 353838, 344732, 323607, 332836, 183574, 183574
25, 1722080, 355577, 343945, 323253, 333591, 182857, 182857
26, 1723803, 346578, 351564, 330432, 325695, 184767, 184767
27, 1723148, 331924, 367445, 345960, 311175, 183322, 183322
28, 1726643, 341186, 356679, 335891, 320445, 186221, 186221
29, 1724862, 350741, 349603, 328906, 329784, 182914, 182914
30, 1722956, 360781, 341822, 321173, 339374, 179903, 179903
31, 1723114, 349032, 356366, 335264, 328406, 177023, 177023
32, 1719853, 349514, 352699, 331251, 328265, 179062, 179062
33, 1722515, 344809, 353045, 331912, 324017, 184366, 184366
34, 1722584, 352657, 348351, 327304, 331238, 181517, 181517
35, 1721920, 349584, 349228, 328399, 328731, 182989, 182989
36, 1723905, 344151, 356752, 335572, 323300, 182065, 182065
37, 1721987, 357528, 345373, 324447, 336199, 179220, 179220
38, 1721158, 347510, 348170, 326734, 326222, 186261, 186261
39, 1719749, 351444, 349883, 328826, 330212, 179692, 179692
40, 1721683, 351929, 350874, 330026, 330810, 179022, 179022
41, 1720565, 346173, 353605, 332623, 324942, 181611, 181611
42, 1724339, 346938, 354864, 333909, 325904, 181362, 181362
43, 1721703, 349878, 355289, 334043, 328841, 176826, 176826
44, 1725423, 356314, 346830, 326135, 335106, 180519, 180519
45, 1726053, 362543, 349190, 328354, 341594, 172186, 172186
46, 1719729, 335318, 363416, 341942, 314201, 182426, 182426
47, 1727228, 335508, 362232, 341222, 315092, 186587, 186587
48, 1721533, 354494, 346928, 325992, 333465, 180327, 180327
49, 1721819, 350943, 355501, 334119, 329786, 175735, 175735
50, 1724878, 344526, 354910, 333823, 323571, 184024, 184024
51, 1723370, 353067, 347988, 327041, 331990, 181642, 181642
52, 1723250, 349850, 346108, 325294, 328604, 186697, 186697
53, 1722507, 345009, 351460, 330391, 324275, 185686, 185686
54, 1726262, 346833, 361419, 340130, 326142, 175869, 175869
55, 1722523, 344769, 355699, 334728, 323875, 181726, 181726
56, 1722176, 345473, 358253, 337081, 324439, 178465, 178465
57, 1722230, 350498, 354645, 333515, 329194, 177189, 177189
58, 1722588, 358922, 347358, 326445, 337585, 176139, 176139
59, 1720195, 344264, 354578, 333563, 323018, 182386, 182386
60, 1723312, 340369, 358558, 337418, 319489, 183739, 183739
61, 1724512, 358146, 343849, 323140, 336977, 181200, 181200
62, 1724110, 354928, 347424, 326867, 333821, 180535, 180535
63, 1723071, 353425, 352162, 330972, 332018, 177247, 177247
64, 1724501, 355171, 349258, 328034, 334262, 178888, 178888
65, 1721560, 348948, 349357, 328201, 328012, 183521, 183521
66, 1719238, 357664, 342385, 321290, 336513, 180693, 180693
67, 1722728, 348052, 356336, 335172, 327014, 178077, 178077
68, 1724467, 359108, 347608, 326788, 338061, 176451, 176451
69, 1724178, 347367, 362487, 341203, 326063, 173529, 173529
70, 1722750, 343674, 345990, 325045, 322919, 192561, 192561
71, 1720228, 351097, 352493, 331235, 329715, 177844, 177844
72, 1725148, 371912, 334041, 313345, 350444, 177703, 177703
73, 1721809, 366531, 333702, 312850, 345208, 181759, 181759
74, 1726631, 345960, 355765, 334755, 325135, 182508, 182508
75, 1723516, 346094, 360884, 339372, 325180, 175993, 175993
76, 1723878, 358941, 349151, 328544, 337618, 174812, 174812
77, 1720928, 350479, 350533, 329405, 329449, 180531, 180531
78, 1725104, 357103, 343200, 322400, 335993, 183204, 183204
79, 1724598, 350254, 354280, 333135, 329089, 178920, 178920
80, 1720337, 362995, 337786, 317241, 341179, 180568, 180568
81, 1722521, 346178, 352642, 331461, 325280, 183480, 183480
82, 1721671, 348835, 349893, 328792, 327511, 183320, 183320
83, 1718732, 353765, 351652, 330129, 332454, 175366, 175366
84, 1718791, 359388, 342670, 321451, 337948, 178667, 178667
85, 1721434, 344783, 348379, 327359, 324089, 188412, 188412
86, 1722769, 341767, 355352, 334092, 320696, 185431, 185431
87, 1722362, 361512, 342028, 321378, 340258, 178593, 178593
88, 1723233, 361452, 342517, 321662, 340660, 178471, 178471
89, 1722452, 353901, 347116, 326307, 332576, 181276, 181276
90, 1723230, 357000, 345488, 324493, 335803, 180223, 180223
91, 1725609, 365506, 339617, 318888, 343924, 178837, 178837
92, 1721121, 336220, 361717, 340156, 315344, 183842, 183842
93, 1722156, 351103, 346276, 325533, 329774, 184735, 184735
94, 1724955, 354123, 348720, 327805, 332957, 180675, 180675
95, 1722214, 356650, 343885, 322953, 335616, 181555, 181555
96, 1721442, 345850, 356950, 335980, 324750, 178956, 178956
97, 1720326, 353914, 346075, 325062, 332817, 181229, 181229
98, 1724263, 343202, 352587, 331574, 322528, 187186, 187186
99, 1717380, 342116, 356664, 335089, 321233, 181139, 181139
100, 1721421, 349915, 355360, 333893, 329065, 176594, 176594
101, 1718078, 344761, 350396, 328643, 323536, 185371, 185371
102, 1724150, 353146, 354470, 333433, 331733, 175684, 175684
103, 1724644, 342838, 363949, 343296, 322153, 176204, 176204
104, 1720589, 359915, 340690, 320020, 338404, 180780, 180780
105, 1721977, 342973, 358396, 336896, 321868, 180922, 180922
106, 1723762, 349792, 351073, 330064, 328923, 181955, 181955
107, 1725690, 360998, 345718, 324780, 339634, 177280, 177280
108, 1724564, 351696, 342256, 321389, 330951, 189136, 189136
109, 1721469, 362186, 338749, 317849, 340895, 180895, 180895
110, 1723749, 351767, 355111, 333810, 330673, 176194, 176194
111, 1722849, 342673, 361412, 340021, 321695, 178524, 178524
112, 1723892, 346337, 360143, 338941, 325501, 176485, 176485
113, 1719223, 349790, 356020, 334328, 328711, 175187, 175187
114, 1718813, 356903, 347724, 326377, 335619, 176095, 176095
115, 1721007, 349268, 354728, 333327, 328200, 177742, 177742
116, 1720278, 344122, 355757, 334600, 323233, 181283, 181283
117, 1724840, 347191, 353207, 332115, 326481, 182923, 182923
118, 1721587, 356230, 346345, 325175, 334795, 179521, 179521
119, 1724986, 343860, 358105, 336924, 323017, 181540, 181540
120, 1721856, 348057, 354963, 334097, 326761, 178989, 178989
121, 1722067, 352108, 354178, 333233, 330654, 175947, 175947
122, 1725378, 348687, 353860, 332889, 327968, 180987, 180987
123, 1721410, 358041, 343958, 322781, 336720, 179955, 179955
124, 1719743, 354556, 341510, 320322, 333113, 185121, 185121
125, 1723382, 334683, 362698, 341270, 314143, 185294, 185294
126, 1722645, 359544, 344316, 323272, 338335, 178589, 178589
127, 1721161, 348850, 354503, 333523, 327561, 178362, 178362
128, 1724668, 349397, 354642, 333828, 328461, 179170, 179170
129, 1726894, 337930, 368311, 347090, 317563, 178000, 178000
130, 1721772, 342138, 358004, 336366, 321082, 182091, 182091
131, 1727017, 346500, 355821, 334663, 325651, 182191, 182191
132, 1723403, 354751, 345253, 324335, 334072, 182496, 182496
133, 1720326, 347388, 357719, 336246, 325963, 176505, 176505
134, 1723077, 351223, 349936, 329088, 330284, 181273, 181273
135, 1722858, 356755, 343413, 322679, 335279, 182366, 182366
136, 1721497, 350535, 347508, 326282, 329190, 183991, 183991
137, 1724696, 359293, 343160, 322029, 338026, 181094, 181094
138, 1723333, 354191, 354133, 333218, 333123, 174334, 174334
139, 1724599, 351408, 349812, 328445, 330582, 182176, 182176
140, 1722252, 346106, 356217, 334844, 324931, 180077, 180077
141, 1721058, 333354, 367253, 346002, 312789, 180830, 180830
142, 1719772, 359373, 342612, 321325, 337970, 179246, 179246
143, 1725665, 355515, 347750, 327222, 334462, 180358, 180358
144, 1723492, 339919, 364408, 343013, 319014, 178569, 178569
145, 1725613, 354165, 347633, 326556, 332779, 182240, 182240
146, 1722218, 354556, 347847, 327304, 333043, 179734, 179734
147, 1728626, 345424, 360313, 339376, 324851, 179331, 179331
148, 1727108, 355828, 347978, 327193, 335341, 180384, 180384
149, 1723257, 351096, 355064, 334314, 330257, 176263, 176263
150, 1725332, 354484, 346443, 325416, 333729, 182630, 182630
151, 1722055, 349161, 353883, 332321, 328186, 179252, 179252
152, 1722248, 351634, 345887, 324679, 330606, 184721, 184721
153, 1724938, 358543, 345824, 324919, 337454, 179099, 179099
154, 1722483, 352961, 349750, 328741, 331711, 179660, 179660
155, 1720600, 343873, 353670, 332140, 322555, 184181, 184181
156, 1722687, 350815, 355148, 334084, 329740, 176450, 176450
157, 1722150, 344976, 358049, 336972, 323901, 179126, 179126
158, 1723919, 352043, 354166, 333143, 331313, 176627, 176627
159, 1725118, 348473, 349776, 328757, 328012, 185050, 185050
160, 1720509, 350496, 348890, 327591, 329552, 181990, 181990
161, 1721171, 350534, 352598, 330767, 329384, 178944, 178944
162, 1721105, 362585, 334000, 313185, 341161, 185087, 185087
163, 1723268, 353028, 348032, 326925, 331769, 181757, 181757
164, 1718980, 336106, 364266, 342703, 315593, 180156, 180156
165, 1721476, 351169, 346836, 325790, 329927, 183877, 183877
166, 1724377, 338721, 365727, 344290, 317965, 178837, 178837
167, 1725130, 363762, 345469, 324618, 342415, 174433, 174433
168, 1724015, 353469, 350213, 329276, 332469, 179294, 179294
169, 1718355, 351406, 349146, 328023, 329778, 180001, 180001
170, 1722712, 346729, 348107, 326959, 325575, 187671, 187671
171, 1723432, 344914, 357032, 335843, 323917, 180863, 180863
172, 1724301, 347925, 355967, 334743, 327056, 179305, 179305
173, 1726859, 357303, 346267, 325592, 336421, 180638, 180638
174, 1723234, 360682, 347495, 326319, 339356, 174691, 174691
175, 1723674, 363387, 339805, 319294, 342084, 179552, 179552
176, 1719508, 346186, 354669, 333547, 324876, 180115, 180115
177, 1722211, 353130, 345597, 324650, 331714, 183560, 183560
178, 1724592, 348345, 354625, 333592, 327348, 180341, 180341
179, 1721477, 359937, 338884, 318103, 338653, 182950, 182950
180, 1722496, 341211, 361194, 339819, 320610, 179831, 179831
181, 1723301, 347567, 354849, 333782, 326675, 180214, 180214
182, 1722382, 353411, 345535, 324523, 332333, 183290, 183290
183, 1725636, 359832, 340393, 319795, 338532, 183542, 183542
184, 1725664, 349987, 355181, 334087, 328859, 178775, 178775
185, 1727028, 357243, 350111, 329309, 336277, 177044, 177044
186, 1721483, 357215, 346442, 325911, 336169, 177873, 177873
187, 1721445, 347827, 345745, 324748, 326535, 188295, 188295
188, 1721890, 346998, 352372, 331183, 326063, 182637, 182637
189, 1719839, 348331, 351035, 329420, 327317, 181868, 181868
190, 1724066, 348330, 353849, 332823, 327564, 180750, 180750
191, 1729546, 346061, 351096, 330203, 325208, 188489, 188489
192, 1726487, 357048, 345979, 325531, 336127, 180901, 180901
193, 1727335, 346540, 358680, 337887, 325868, 179180, 179180
194, 1722753, 366164, 340768, 320047, 344894, 175440, 175440
195, 1724879, 339464, 361297, 340131, 318463, 182762, 182762
196, 1725464, 351934, 353824, 332714, 330958, 178017, 178017
197, 1721807, 350100, 345446, 324480, 329061, 186360, 186360
198, 1722993, 349775, 354300, 333130, 328662, 178563, 178563
199, 1721224, 356045, 346407, 325303, 334997, 179236, 179236
200, 1720351, 340401, 356713, 335309, 319744, 184092, 184092
201, 1724422, 343746, 352366, 331267, 323173, 186935, 186935
202, 1720565, 351730, 349431, 328212, 330414, 180389, 180389
203, 1722865, 353415, 350161, 329012, 332415, 178931, 178931
204, 1721998, 353640, 352013, 331114, 332235, 176498, 176498
205, 1729574, 353220, 350602, 329892, 332366, 181747, 181747
206, 1724804, 353343, 355560, 334105, 332366, 174715, 174715
207, 1722354, 337512, 359895, 338372, 317043, 184766, 184766
208, 1721441, 350150, 350836, 329466, 329223, 180883, 180883
209, 1722405, 350994, 350434, 329283, 330016, 180839, 180839
210, 1725974, 348909, 360517, 339540, 328162, 174423, 174423
211, 1722082, 355058, 346577, 325882, 333357, 180604, 180604
212, 1717455, 358156, 340963, 319978, 336574, 180892, 180892
213, 1724785, 350285, 354631, 333298, 329485, 178543, 178543
214, 1723649, 343557, 364868, 343490, 322396, 174669, 174669
215, 1717355, 355072, 348917, 327512, 333312, 176271, 176271
216, 1725262, 356770, 348349, 327630, 335799, 178357, 178357
217, 1726806, 368402, 338284, 317846, 347032, 177621, 177621
218, 1722761, 348875, 354197, 333052, 327837, 179400, 179400
219, 1723837, 342056, 357690, 336578, 321759, 182877, 182877
220, 1724165, 353752, 351834, 330727, 332544, 177654, 177654
221, 1724369, 354916, 349962, 328944, 334019, 178264, 178264
222, 1725229, 360730, 340352, 320071, 339760, 182158, 182158
223, 1724649, 343847, 357666, 336245, 322977, 181957, 181957
224, 1723638, 346501, 353427, 332686, 325558, 182733, 182733
225, 1720547, 344742, 359048, 337707, 323898, 177576, 177576
226, 1722476, 347769, 351934, 330693, 326582, 182749, 182749
227, 1721920, 356965, 344078, 323242, 335781, 180927, 180927
228, 1722627, 349096, 353338, 331824, 328105, 180132, 180132
229, 1720932, 358628, 345511, 324434, 337315, 177522, 177522
230, 1724624, 337689, 372949, 351400, 316742, 172922, 172922
231, 1724488, 345498, 355006, 333871, 324447, 182833, 182833
232, 1723858, 355623, 342302, 321525, 334824, 184792, 184792
233, 1726630, 357649, 344522, 323841, 336798, 181910, 181910
234, 1724361, 352698, 350155, 329356, 331554, 180299, 180299
235, 1724376, 363066, 339723, 318977, 341818, 180396, 180396
236, 1723154, 351578, 349012, 328199, 330355, 182005, 182005
237, 1723655, 344599, 356117, 334821, 323834, 182142, 182142
238, 1723522, 351569, 350710, 329458, 330767, 180509, 180509
239, 1722842, 368909, 335346, 314494, 347601, 178246, 178246
240, 1722032, 354729, 351216, 329734, 333745, 176304, 176304
241, 1724970, 344837, 355220, 334400, 323999, 183257, 183257
242, 1723637, 343319, 351451, 330591, 322506, 187885, 187885
243, 1726833, 358893, 343558, 323052, 338170, 181580, 181580
244, 1724883, 350937, 353486, 332525, 330077, 178929, 178929
245, 1724477, 354043, 347044, 326247, 333211, 181966, 181966
246, 1722297, 353006, 353366, 332408, 331671, 175923, 175923
247, 1721277, 352345, 348480, 327322, 331002, 181064, 181064
248, 1723851, 346385, 355937, 334844, 325511, 180587, 180587
249, 1721261, 336044, 363073, 341848, 314688, 182804, 182804
250, 1720286, 346467, 353610, 331927, 325536, 181373, 181373
251, 1723678, 338911, 362097, 340955, 318425, 181645, 181645
252, 1723146, 347408, 352556, 331702, 326288, 182596, 182596
253, 1725242, 339214, 361255, 340418, 318391, 182982, 182982
254, 1723599, 358467, 348570, 328008, 337054, 175750, 175750
255, 1722013, 346898, 350741, 329838, 326116, 184210, 184210
256, 1725287, 348980, 356493, 335725, 328181, 177954, 177954
257, 1720550, 351713, 352295, 331218, 330350, 177487, 177487
258, 1722384, 354758, 346714, 326006, 333646, 180630, 180630
259, 1726722, 347829, 352781, 331873, 326985, 183627, 183627
260, 1723094, 346032, 353379, 332007, 325364, 183156, 183156
261, 1720760, 345855, 357999, 336590, 324788, 177764, 177764
262, 1724203, 356058, 343473, 322703, 335159, 183405, 183405
263, 1722531, 349013, 354983, 333992, 328177, 178183, 178183
264, 1724211, 358644, 345093, 324469, 337513, 179246, 179246
265, 1723300, 337590, 364661, 343022, 316623, 180702, 180702
266, 1724151, 334185, 371432, 350114, 313712, 177354, 177354
267, 1724507, 360310, 346455, 325380, 339594, 176384, 176384
268, 1724736, 353340, 348659, 327486, 332263, 181494, 181494
269, 1724254, 344412, 361352, 340251, 323777, 177231, 177231
270, 1726508, 346241, 358713, 337711, 325249, 179297, 179297
271, 1722181, 355004, 343875, 323015, 333965, 183161, 183161
272, 1724814, 359249, 340690, 320283, 338130, 183231, 183231
273, 1725063, 351715, 353202, 332188, 331084, 178437, 178437
274, 1720827, 343785, 359834, 338409, 322863, 177968, 177968
275, 1724743, 353652, 354445, 333307, 332901, 175219, 175219
276, 1727327, 348413, 354564, 333699, 327999, 181326, 181326
277, 1724519, 360367, 347268, 326429, 339455, 175500, 175500
278, 1725739, 346934, 352362, 331258, 326245, 184470, 184470
279, 1722398, 341266, 358662, 337289, 320229, 182476, 182476
280, 1721172, 353299, 352040, 330834, 331915, 176542, 176542
281, 1725861, 362300, 334316, 313801, 341108, 187168, 187168
282, 1719421, 356394, 340258, 319429, 334634, 184353, 184353
283, 1720804, 351492, 349031, 327854, 330199, 181114, 181114
284, 1719438, 348938, 354751, 333301, 327912, 177268, 177268
285, 1722702, 353650, 357756, 336745, 332419, 171066, 171066
286, 1724972, 361243, 342969, 322040, 339878, 179421, 179421
287, 1721291, 347675, 357503, 336248, 326381, 176742, 176742
288, 1723198, 338921, 361656, 340334, 318089, 182099, 182099
