sample_id, N_LCC, N_A_1_LCC, N_B_1_LCC, N_A_0_LCC, N_B_0_LCC, N_A_*_LCC, N_B_*_LCC
0, 1706451, 343334, 349821, 334430, 328274, 175296, 175296
1, 1703739, 348202, 338014, 322934, 332723, 180933, 180933
2, 1708120, 360258, 330754, 315714, 344804, 178295, 178295
3, 1705315, 345515, 345449, 330200, 330239, 176956, 176956
4, 1704062, 336537, 354578, 338893, 321368, 176343, 176343
5, 1708077, 342414, 350494, 335208, 326901, 176530, 176530
6, 1708559, 336544, 353864, 338505, 321590, 179028, 179028
7, 1708365, 343028, 350568, 335368, 327435, 175983, 175983
8, 1705142, 333896, 353976, 338274, 318918, 180039, 180039
9, 1707678, 345406, 346697, 331342, 329857, 177188, 177188
10, 1702778, 348676, 335849, 320495, 333188, 182285, 182285
11, 1707082, 349994, 339997, 324803, 334630, 178829, 178829
12, 1704411, 335381, 347696, 332136, 320468, 184365, 184365
13, 1703808, 340626, 346952, 331546, 325292, 179696, 179696
14, 1705173, 335718, 351757, 336295, 320373, 180515, 180515
15, 1707044, 356906, 335963, 320781, 341132, 176131, 176131
16, 1705781, 337340, 353490, 337748, 322033, 177585, 177585
17, 1702944, 343523, 345269, 329770, 327970, 178206, 178206
18, 1705853, 342972, 345526, 330146, 327753, 179728, 179728
19, 1708711, 348894, 346495, 331358, 333682, 174141, 174141
20, 1702008, 356284, 334471, 319186, 340591, 175738, 175738
21, 1707898, 339023, 346012, 331024, 323729, 184055, 184055
22, 1705201, 331598, 356869, 341304, 316600, 179415, 179415
23, 1706538, 330286, 360584, 344978, 315172, 177759, 177759
24, 1704704, 347284, 338314, 322827, 331975, 182152, 182152
25, 1704915, 348996, 337527, 322545, 332847, 181500, 181500
26, 1707603, 340364, 345280, 329793, 325128, 183519, 183519
27, 1705626, 325272, 360975, 345165, 310372, 181921, 181921
28, 1709808, 334742, 350306, 335191, 319731, 184919, 184919
29, 1707620, 344204, 343228, 328135, 329017, 181518, 181518
30, 1705379, 354295, 335156, 320370, 338678, 178440, 178440
31, 1706188, 342624, 349990, 334560, 327762, 175626, 175626
32, 1702558, 342905, 346309, 330513, 327467, 177682, 177682
33, 1705108, 338224, 346592, 331199, 323157, 182968, 182968
34, 1705164, 345974, 341852, 326615, 330425, 180149, 180149
35, 1704847, 343170, 342878, 327701, 327960, 181569, 181569
36, 1707074, 337697, 350299, 334791, 322573, 180857, 180857
37, 1704634, 350934, 339049, 323735, 335336, 177790, 177790
38, 1703786, 340947, 341607, 325980, 325456, 184898, 184898
39, 1702845, 344984, 343552, 328159, 329460, 178345, 178345
40, 1704579, 345482, 344483, 329334, 330124, 177578, 177578
41, 1702697, 339522, 346886, 331754, 324167, 180184, 180184
42, 1707119, 340673, 348255, 333140, 325189, 179931, 179931
43, 1704810, 343624, 348736, 333279, 328139, 175516, 175516
44, 1708395, 349976, 340335, 325340, 334380, 179182, 179182
45, 1709057, 356094, 342783, 327691, 340825, 170832, 170832
46, 1702082, 328617, 356871, 341220, 313418, 180978, 180978
47, 1710051, 329001, 355869, 340478, 314261, 185221, 185221
48, 1704400, 348250, 340331, 325097, 332828, 178947, 178947
49, 1704215, 344227, 349032, 333339, 328863, 174377, 174377
50, 1707252, 337833, 348483, 333118, 322720, 182549, 182549
51, 1706700, 346615, 341662, 326381, 331244, 180399, 180399
52, 1706396, 343390, 339805, 324583, 327928, 185345, 185345
53, 1704968, 338458, 345054, 329665, 323445, 184173, 184173
54, 1708992, 340326, 354933, 339347, 325348, 174519, 174519
55, 1704901, 338305, 349069, 333932, 323153, 180221, 180221
56, 1704874, 338992, 351790, 336290, 323676, 177063, 177063
57, 1705263, 344123, 348275, 332793, 328516, 175778, 175778
58, 1705255, 352407, 340903, 325678, 336807, 174730, 174730
59, 1702838, 337640, 348142, 332836, 322170, 181025, 181025
60, 1705506, 333796, 351879, 336559, 318696, 182288, 182288
61, 1707652, 351739, 337597, 322395, 336287, 179817, 179817
62, 1707227, 348456, 341164, 326184, 332985, 179219, 179219
63, 1705619, 346900, 345653, 330247, 331265, 175777, 175777
64, 1707612, 348720, 342896, 327345, 333567, 177542, 177542
65, 1704789, 342645, 342905, 327394, 327377, 182234, 182234
