sample_id, N_LCC, N_A_1_LCC, N_B_1_LCC, N_A_0_LCC, N_B_0_LCC, N_A_*_LCC, N_B_*_LCC, seed
1, 3447087, 107903, 1574564, 1572804, 107178, 42319, 42319, 1745326453
12, 3443949, 345859, 1311759, 1310373, 344974, 65492, 65492, 2674945870
3, 3447961, 385018, 1245964, 1244580, 384163, 94118, 94118, 2217562179
13, 3447346, 695364, 916611, 915274, 694251, 112923, 112923, 2558343260
8, 3445233, 861452, 793995, 792651, 860329, 68403, 68403, 564001785
0, 3446924, 366111, 1291454, 1290096, 365243, 67010, 67010, 1867356826
9, 3451050, 746283, 887921, 886578, 745270, 92499, 92499, 767108469
6, 3450637, 797061, 836218, 835223, 795753, 93191, 93191, 3692955303
4, 3449170, 749468, 898843, 897711, 748330, 77409, 77409, 383059458
2, 3448787, 635282, 947569, 946328, 634290, 142659, 142659, 3132183774
10, 3448842, 952600, 688815, 687729, 951344, 84177, 84177, 2878941161
11, 3449261, 394869, 1271170, 1269907, 394033, 59641, 59641, 143012740
5, 3450326, 853575, 805764, 804706, 852457, 66912, 66912, 4160325400
7, 3446131, 1003450, 646147, 645174, 1002324, 74518, 74518, 2553393072
14, 3447682, 818027, 815478, 814374, 816979, 91412, 91412, 3151523463
19, 3450414, 655543, 1002753, 1001362, 654598, 68079, 68079, 2042198251
17, 3449212, 753792, 913338, 912118, 752792, 58586, 58586, 1661152064
21, 3446335, 629190, 993922, 992726, 628053, 101222, 101222, 1069584099
22, 3449504, 399754, 1267560, 1266392, 398762, 58518, 58518, 2741391847
27, 3449987, 536356, 1135610, 1134222, 535433, 54183, 54183, 1600516981
16, 3447512, 1179153, 457235, 456293, 1177987, 88422, 88422, 2582992072
15, 3445146, 853822, 789919, 788783, 852710, 79956, 79956, 3483382553
25, 3445297, 807480, 845872, 844743, 806352, 70425, 70425, 2628182190
18, 3446742, 493542, 1166513, 1165218, 492543, 64463, 64463, 1271709389
24, 3444977, 665735, 958141, 956851, 664774, 99738, 99738, 1236269681
26, 3449529, 956196, 700556, 699471, 955178, 69064, 69064, 1309492394
23, 3452791, 673210, 980216, 979108, 672193, 74032, 74032, 1704240549
20, 3451286, 683092, 959657, 958501, 682032, 84002, 84002, 1004805070
28, 3448893, 342370, 1290630, 1289249, 341546, 92549, 92549, 1065353522
30, 3449524, 319320, 1324251, 1323129, 318466, 82179, 82179, 1085010758
34, 3448380, 517596, 1148190, 1146915, 516695, 59492, 59492, 1628734402
32, 3449078, 423995, 1239602, 1238388, 422999, 62047, 62047, 1003914818
35, 3446494, 837029, 806966, 805681, 835898, 80460, 80460, 2152252481
37, 3446644, 686815, 964931, 963617, 685759, 72761, 72761, 1713648619
40, 3449332, 514728, 1160381, 1158667, 513772, 50892, 50892, 998043356
31, 3449165, 969094, 674879, 673887, 967993, 81656, 81656, 2809570765
33, 3447112, 451070, 1199213, 1198336, 450023, 74235, 74235, 4068515839
39, 3445451, 900960, 742916, 741940, 899641, 79997, 79997, 2505489463
38, 3447991, 762433, 887109, 885780, 761551, 75559, 75559, 1753562687
29, 3450336, 1347633, 297409, 296624, 1346400, 81135, 81135, 2392521020
36, 3447913, 645863, 1021541, 1020503, 644770, 57618, 57618, 4147746067
41, 3452405, 845225, 820125, 818942, 844211, 61951, 61951, 4242869234
42, 3450332, 715136, 933542, 932128, 714084, 77721, 77721, 3302653435
46, 3449559, 536024, 1125485, 1124345, 535011, 64347, 64347, 1939856860
44, 3446707, 689418, 965736, 964620, 688331, 69301, 69301, 4141114339
49, 3448950, 393279, 1269345, 1268161, 392375, 62895, 62895, 2174882291
45, 3446625, 997613, 616163, 615212, 996373, 110632, 110632, 2961844231
47, 3447921, 606842, 1042669, 1041423, 605863, 75562, 75562, 633626950
48, 3449115, 1202500, 455754, 454775, 1201456, 67315, 67315, 1339564547
50, 3448944, 650306, 985885, 984703, 649354, 89348, 89348, 2854664832
51, 3447615, 844620, 798404, 797450, 843425, 81858, 81858, 383601514
43, 3448184, 1459878, 213134, 212287, 1458673, 52106, 52106, 1374386518
54, 3449269, 584200, 1083046, 1081744, 583025, 58627, 58627, 489051373
52, 3445933, 1021055, 564388, 563387, 1019941, 138581, 138581, 2618795504
53, 3448946, 429923, 1220518, 1219310, 428907, 75144, 75144, 2414031554
55, 3443998, 873534, 787390, 786292, 872478, 62152, 62152, 3878510740
56, 3448320, 1192464, 436819, 435981, 1191016, 96020, 96020, 1940465669
58, 3450296, 1019824, 642335, 641339, 1018482, 64158, 64158, 1781602046
61, 3447080, 727870, 896143, 894843, 726782, 100721, 100721, 3138449216
57, 3450118, 1104034, 556335, 555343, 1102780, 65813, 65813, 3051858545
60, 3448186, 689119, 948555, 947176, 688220, 87558, 87558, 3566919610
65, 3448075, 1472226, 188593, 187662, 1471012, 64291, 64291, 2729201850
