sample_id, N_LCC, N_A_1_LCC, N_B_1_LCC, N_A_0_LCC, N_B_0_LCC, N_A_*_LCC, N_B_*_LCC, seed
6, 7972208, 0, 3986134, 3986074, 0, 0, 0, 3196468857
11, 7972223, 0, 3986153, 3986070, 0, 0, 0, 1428575290
9, 7971326, 3985694, 0, 0, 3985632, 0, 0, 3071951946
1, 7973253, 0, 3986637, 3986616, 0, 0, 0, 2487161451
7, 7971493, 3985756, 0, 0, 3985737, 0, 0, 1135921351
4, 7971747, 3985907, 0, 0, 3985840, 0, 0, 3076860403
12, 7972806, 0, 3986406, 3986400, 0, 0, 0, 2372824731
10, 7972390, 3986210, 0, 0, 3986180, 0, 0, 3856212165
2, 7971687, 0, 3985854, 3985833, 0, 0, 0, 4070910564
8, 7972624, 3986324, 0, 0, 3986300, 0, 0, 2435472136
3, 7972367, 3986184, 0, 0, 3986183, 0, 0, 2776486607
0, 7971049, 0, 3985563, 3985486, 0, 0, 0, 1604163482
13, 7972454, 3986289, 0, 0, 3986165, 0, 0, 3257042371
5, 7971664, 3985852, 0, 0, 3985812, 0, 0, 3851873914
14, 7970745, 3985410, 0, 0, 3985333, 1, 1, 1472481586
20, 7972417, 0, 3986270, 3986147, 0, 0, 0, 3384186138
16, 7971948, 0, 3985992, 3985956, 0, 0, 0, 4106899763
21, 7972749, 0, 3986410, 3986339, 0, 0, 0, 1613809640
19, 7972736, 3986386, 0, 0, 3986348, 1, 1, 273055537
25, 7972485, 0, 3986272, 3986213, 0, 0, 0, 3146807971
22, 7972670, 3986354, 0, 0, 3986316, 0, 0, 2494278271
23, 7971994, 0, 0, 0, 0, 3985997, 3985997, 1991807154
27, 7972119, 0, 3986105, 3986014, 0, 0, 0, 1814000985
15, 7972196, 0, 3986102, 3986094, 0, 0, 0, 987735208
24, 7972555, 3986296, 0, 0, 3986259, 0, 0, 2128173099
26, 7972424, 3986222, 0, 0, 3986202, 0, 0, 3400240412
17, 7971387, 3985704, 0, 0, 3985683, 0, 0, 3694965266
28, 7972562, 0, 3986333, 3986229, 0, 0, 0, 1201738893
18, 7971998, 3986000, 0, 0, 3985998, 0, 0, 3006412544
31, 7973047, 3986526, 0, 0, 3986521, 0, 0, 544408202
35, 7972340, 0, 3986185, 3986155, 0, 0, 0, 2611486094
34, 7972171, 3986101, 0, 0, 3986070, 0, 0, 3781984256
38, 7971747, 0, 3985893, 3985854, 0, 0, 0, 2492579568
29, 7971694, 0, 3985857, 3985837, 0, 0, 0, 1932986410
32, 7972322, 0, 3986165, 3986157, 0, 0, 0, 2486979976
30, 7972492, 3986259, 0, 0, 3986233, 0, 0, 2248104195
42, 7972660, 3986334, 0, 0, 3986326, 0, 0, 4269944624
33, 7973457, 3986734, 0, 0, 3986723, 0, 0, 859540444
36, 7971885, 0, 3985945, 3985940, 0, 0, 0, 1893391765
37, 7972011, 0, 3986016, 3985995, 0, 0, 0, 3694001256
41, 7972772, 3986436, 0, 0, 3986336, 0, 0, 2132127038
40, 7973025, 0, 3986524, 3986501, 0, 0, 0, 1011189177
44, 7971672, 3985862, 0, 0, 3985810, 0, 0, 3467841750
39, 7971849, 3985926, 0, 0, 3985923, 0, 0, 4139414350
45, 7971077, 3985552, 0, 0, 3985525, 0, 0, 3415590441
46, 7972626, 3986315, 0, 0, 3986311, 0, 0, 3820114199
47, 7972459, 0, 3986238, 3986221, 0, 0, 0, 557814853
48, 7973403, 0, 3986729, 3986672, 0, 1, 1, 1076862204
43, 7972562, 0, 3986288, 3986274, 0, 0, 0, 2745850899
49, 7971594, 3985815, 0, 0, 3985779, 0, 0, 3387545291
50, 7972726, 0, 3986365, 3986359, 0, 1, 1, 1158078441
52, 7973452, 3986744, 0, 0, 3986708, 0, 0, 1511816590
56, 7972569, 0, 3986315, 3986254, 0, 0, 0, 1462017951
57, 7972518, 0, 3986298, 3986220, 0, 0, 0, 2999472808
54, 7971484, 0, 3985749, 3985735, 0, 0, 0, 3666212539
51, 7972814, 0, 3986422, 3986392, 0, 0, 0, 1199562842
62, 7972603, 0, 3986352, 3986251, 0, 0, 0, 1411660471
58, 7972349, 3986190, 0, 0, 3986159, 0, 0, 3472193518
60, 7972372, 3986242, 0, 0, 3986130, 0, 0, 3846773056
61, 7971852, 0, 3985927, 3985925, 0, 0, 0, 2655745743
53, 7971616, 3985844, 0, 0, 3985770, 1, 1, 3003615075
55, 7973069, 0, 3986570, 3986499, 0, 0, 0, 3850757707
63, 7971444, 3985744, 0, 0, 3985700, 0, 0, 3596826216
59, 7971307, 0, 3985696, 3985611, 0, 0, 0, 1177442048
67, 7971232, 0, 3985651, 3985581, 0, 0, 0, 162557077
66, 7971633, 0, 3985818, 3985815, 0, 0, 0, 2315821341
68, 7972270, 3986145, 0, 0, 3986123, 1, 1, 4238189389
64, 7971859, 3985955, 0, 0, 3985904, 0, 0, 2140314346
70, 7973315, 3986658, 0, 0, 3986655, 1, 1, 196253070
65, 7971891, 0, 3985954, 3985937, 0, 0, 0, 2555745736
69, 7972880, 3986467, 0, 0, 3986413, 0, 0, 1155015222
74, 7970892, 0, 3985487, 3985403, 0, 1, 1, 3587742549
73, 7972754, 3986412, 0, 0, 3986342, 0, 0, 2287633946
75, 7972908, 3986457, 0, 0, 3986451, 0, 0, 1053220001
72, 7970978, 0, 0, 0, 0, 3985489, 3985489, 2092913721
76, 7971342, 0, 3985691, 3985651, 0, 0, 0, 326832299
71, 7972994, 0, 3986523, 3986471, 0, 0, 0, 3093400969
77, 7971980, 3986009, 0, 0, 3985971, 0, 0, 1383342706
78, 7972485, 3986252, 0, 0, 3986233, 0, 0, 86022902
80, 7972664, 3986410, 0, 0, 3986254, 0, 0, 2913283426
79, 7972299, 3986178, 0, 0, 3986121, 0, 0, 2496838197
86, 7972529, 0, 3986300, 3986229, 0, 0, 0, 1660140979
85, 7972501, 0, 3986261, 3986240, 0, 0, 0, 2680755142
81, 7972868, 3986447, 0, 0, 3986421, 0, 0, 227803796
82, 7972727, 0, 3986380, 3986347, 0, 0, 0, 3691790819
89, 7972233, 0, 3986150, 3986083, 0, 0, 0, 14467633
88, 7972501, 3986301, 0, 0, 3986200, 0, 0, 39729843
90, 7972368, 3986219, 0, 0, 3986149, 0, 0, 1679116882
87, 7971681, 3985859, 0, 0, 3985820, 1, 1, 1724890624
83, 7971442, 3985764, 0, 0, 3985678, 0, 0, 1950635997
92, 7972458, 0, 3986261, 3986197, 0, 0, 0, 3777752785
93, 7971488, 0, 3985769, 3985719, 0, 0, 0, 1000571146
84, 7972256, 3986140, 0, 0, 3986116, 0, 0, 3194583201
91, 7972970, 0, 3986514, 3986456, 0, 0, 0, 4023699760
94, 7972217, 3986136, 0, 0, 3986081, 0, 0, 4234006603
96, 7972002, 0, 3986027, 3985975, 0, 0, 0, 388543568
97, 7972726, 3986367, 0, 0, 3986359, 0, 0, 441006072
95, 7970316, 3985169, 0, 0, 3985145, 1, 1, 1536529449
99, 7971978, 3986000, 0, 0, 3985978, 0, 0, 2142314944
98, 7973167, 3986585, 0, 0, 3986582, 0, 0, 802813938
101, 7972338, 0, 3986170, 3986168, 0, 0, 0, 1178573720
103, 7971752, 0, 3985888, 3985864, 0, 0, 0, 1099103974
104, 7971898, 3985960, 0, 0, 3985936, 1, 1, 496673496
106, 7971622, 0, 3985826, 3985794, 0, 1, 1, 3207886345
100, 7971773, 0, 3985916, 3985857, 0, 0, 0, 2017306201
105, 7972019, 3986011, 0, 0, 3986008, 0, 0, 1895722413
107, 7971746, 3985882, 0, 0, 3985864, 0, 0, 367729871
108, 7971086, 3985545, 0, 0, 3985541, 0, 0, 3524829116
102, 7972719, 0, 3986385, 3986334, 0, 0, 0, 3702241022
110, 7972790, 0, 3986405, 3986385, 0, 0, 0, 4074552841
109, 7971976, 0, 3985993, 3985983, 0, 0, 0, 339176591
116, 7971269, 0, 3985650, 3985619, 0, 0, 0, 370135668
111, 7971762, 3985909, 0, 0, 3985853, 0, 0, 4134216309
115, 7972432, 0, 3986217, 3986215, 0, 0, 0, 834574047
112, 7972706, 0, 3986373, 3986333, 0, 0, 0, 1058927629
113, 7973178, 0, 3986601, 3986577, 0, 0, 0, 1525349654
118, 7972772, 0, 3986393, 3986379, 0, 0, 0, 3849573893
114, 7972163, 3986101, 0, 0, 3986062, 0, 0, 609193849
120, 7972096, 0, 3986054, 3986042, 0, 0, 0, 2751518845
123, 7971646, 0, 3985824, 3985820, 0, 1, 1, 1678400203
117, 7971365, 0, 3985696, 3985669, 0, 0, 0, 3525522564
121, 7972394, 3986225, 0, 0, 3986169, 0, 0, 3840571328
119, 7972094, 0, 3986061, 3986031, 0, 1, 1, 4228981454
129, 7971869, 0, 3985955, 3985914, 0, 0, 0, 3647001380
126, 7970890, 0, 3985460, 3985430, 0, 0, 0, 2354871532
122, 7972692, 3986346, 0, 0, 3986344, 1, 1, 1914038065
127, 7972874, 0, 3986450, 3986424, 0, 0, 0, 2588533505
124, 7972054, 0, 3986046, 3986008, 0, 0, 0, 319510544
131, 7971206, 3985654, 0, 0, 3985552, 0, 0, 1326416739
130, 7972086, 3986056, 0, 0, 3986030, 0, 0, 1059522627
132, 7972324, 3986175, 0, 0, 3986149, 0, 0, 1545010107
125, 7972321, 3986183, 0, 0, 3986138, 0, 0, 476812158
