sample_id, N_LCC, N_A_1_LCC, N_B_1_LCC, N_A_0_LCC, N_B_0_LCC, N_A_*_LCC, N_B_*_LCC, seed
12, 3371756, 591006, 972874, 970342, 589090, 124222, 124222, 4032915116
8, 3373022, 787479, 766484, 764322, 785411, 134663, 134663, 415214766
6, 3376621, 676292, 922586, 920366, 674429, 91474, 91474, 2660040250
4, 3368987, 710918, 841831, 839484, 709032, 133861, 133861, 190743338
2, 3374018, 960655, 577733, 575755, 958369, 150753, 150753, 1010558263
9, 3375292, 791931, 796519, 794373, 789735, 101367, 101367, 991992169
3, 3373221, 765845, 828276, 826046, 763778, 94638, 94638, 1446601267
13, 3376361, 921873, 612684, 610887, 919703, 155607, 155607, 806400499
7, 3376248, 687305, 854456, 852182, 685433, 148436, 148436, 3538262966
5, 3374482, 826149, 751616, 749727, 823992, 111499, 111499, 2048662825
1, 3373050, 859179, 723480, 721460, 856831, 106050, 106050, 1032483022
11, 3372677, 995770, 587960, 585870, 993257, 104910, 104910, 1242781684
10, 3371346, 812593, 731399, 729118, 810382, 143927, 143927, 1669332840
0, 3375055, 855943, 696355, 694397, 853846, 137257, 137257, 171441414
14, 3376226, 792596, 716281, 714186, 790385, 181389, 181389, 1217453048
17, 3373941, 746694, 831217, 828930, 744354, 111373, 111373, 4276065331
16, 3374679, 1005460, 582455, 580530, 1002954, 101640, 101640, 4198368272
15, 3374085, 634448, 929783, 927283, 632257, 125157, 125157, 2801831552
21, 3373925, 902112, 700372, 698255, 899816, 86685, 86685, 700825826
19, 3378739, 897392, 693994, 692233, 895224, 99948, 99948, 2022201416
18, 3372884, 876724, 721644, 719596, 874832, 90044, 90044, 1341536630
26, 3372605, 784415, 744072, 741875, 782249, 159997, 159997, 1765600152
22, 3371287, 869307, 721204, 719331, 867041, 97202, 97202, 930729841
23, 3375451, 754433, 835026, 832932, 752236, 100412, 100412, 3770468252
25, 3374358, 1036392, 562550, 560910, 1034014, 90246, 90246, 166024203
24, 3372785, 907426, 653300, 651332, 905171, 127778, 127778, 4237801369
27, 3374155, 974123, 581158, 579485, 971711, 133839, 133839, 4163527278
20, 3371467, 708679, 801632, 799512, 706388, 177628, 177628, 3751487025
31, 3374213, 751384, 826115, 823935, 749341, 111719, 111719, 1443613096
30, 3374935, 629550, 954852, 952774, 627703, 105028, 105028, 3894744683
29, 3376485, 897170, 698214, 696302, 894889, 94955, 94955, 4162012246
37, 3375752, 724652, 860701, 858705, 722502, 104596, 104596, 2037069401
28, 3376465, 713160, 849367, 847354, 711072, 127756, 127756, 3735457387
32, 3374336, 672695, 882461, 880312, 670696, 134086, 134086, 3990007821
34, 3376660, 580391, 930640, 928334, 578591, 179352, 179352, 2794687763
35, 3374582, 705304, 836778, 834599, 703399, 147251, 147251, 3490927221
40, 3375051, 728406, 813666, 811555, 726350, 147537, 147537, 3704246800
36, 3373950, 863858, 722649, 720687, 861652, 102552, 102552, 2623453723
