sample_id, N_active, N_A_1, N_B_1, N_A_0, N_B_0, N_A_*, N_B_*, seed
6, 3844502, 851940, 794497, 735398, 791541, 335563, 335563, 1018048657
13, 3842772, 804212, 837431, 778408, 745041, 338840, 338840, 3910982717
11, 3839017, 825862, 820514, 760230, 765317, 333547, 333547, 1327516978
14, 3844576, 818285, 834885, 775043, 759191, 328586, 328586, 4273952349
5, 3836193, 827492, 821428, 760749, 766336, 330094, 330094, 2431794111
7, 3836557, 790755, 850463, 789351, 732066, 336961, 336961, 570557138
1, 3837236, 828583, 820904, 761140, 768271, 329169, 329169, 3092144631
9, 3844995, 809685, 832555, 772304, 750227, 340112, 340112, 1765709328
2, 3839246, 823134, 827941, 768431, 763438, 328151, 328151, 99388702
17, 3844551, 835490, 820978, 761115, 776484, 325242, 325242, 2579233349
16, 3845052, 837920, 805751, 746691, 778300, 338195, 338195, 1758635050
10, 3842265, 834891, 814580, 755250, 774774, 331385, 331385, 3443492346
0, 3844298, 845413, 793450, 735374, 785525, 342268, 342268, 3138623538
19, 3839831, 829096, 817569, 757861, 768775, 333265, 333265, 4007295483
20, 3845427, 806792, 851726, 791612, 747795, 323751, 323751, 4096984325
18, 3840898, 804260, 844771, 784118, 745435, 331157, 331157, 3458777356
21, 3847700, 824217, 829496, 770029, 764690, 329634, 329634, 786204643
24, 3846069, 818103, 826691, 767091, 759120, 337532, 337532, 2532454942
23, 3837085, 874077, 777759, 717916, 813103, 327115, 327115, 3676346940
27, 3839301, 861843, 785382, 726871, 800397, 332404, 332404, 2687732097
28, 3838657, 826849, 813892, 754976, 766684, 338128, 338128, 3510046035
29, 3843945, 824170, 824301, 763974, 764182, 333659, 333659, 3766189410
30, 3849137, 824123, 822913, 763172, 765383, 336773, 336773, 2818345382
32, 3835895, 834759, 801821, 742993, 773698, 341312, 341312, 85087268
31, 3839280, 819493, 822105, 761426, 759174, 338541, 338541, 2616779099
33, 3838969, 840482, 802176, 742503, 780316, 336746, 336746, 4286727858
35, 3836568, 832306, 806528, 747218, 772608, 338954, 338954, 514158890
34, 3840894, 863089, 780331, 721583, 802539, 336676, 336676, 1067030717
38, 3842541, 784388, 864767, 804611, 725457, 331659, 331659, 1176934195
40, 3843731, 810235, 838598, 778996, 750712, 332595, 332595, 4088258518
39, 3839381, 841878, 810614, 751415, 781878, 326798, 326798, 2367619750
3, 3843592, 789566, 860893, 800781, 731126, 330613, 330613, 3501837453
8, 3846932, 778455, 870422, 811158, 720219, 333339, 333339, 2623315756
12, 3843732, 859666, 779362, 721066, 799120, 342259, 342259, 2785327901
15, 3837364, 809188, 835386, 774706, 749926, 334079, 334079, 799590382
4, 3842218, 831815, 815507, 756284, 772254, 333179, 333179, 3758279412
42, 3838742, 788270, 856929, 795650, 729189, 334352, 334352, 3994884044
41, 3831757, 800062, 848119, 786436, 739674, 328733, 328733, 2353245586
43, 3841367, 844699, 796493, 736850, 784643, 339341, 339341, 2109115622
45, 3837875, 813303, 829616, 769683, 753529, 335872, 335872, 1203643592
44, 3841646, 779262, 870624, 810721, 720449, 330295, 330295, 2043562986
47, 3839702, 839869, 809669, 750072, 779544, 330274, 330274, 4150515580
48, 3843417, 861245, 784005, 724505, 801228, 336217, 336217, 4144834913
22, 3836895, 780795, 865138, 804050, 722082, 332415, 332415, 2833085552
25, 3850009, 794205, 858310, 797822, 736614, 331529, 331529, 822245174
