sample_id, N_LCC, N_A_1_LCC, N_B_1_LCC, N_A_0_LCC, N_B_0_LCC, N_A_*_LCC, N_B_*_LCC
0, 1631457, 328237, 324342, 306601, 310497, 180890, 180890
1, 1625033, 324224, 331138, 312951, 306348, 175186, 175186
2, 1628984, 328168, 325307, 307683, 310288, 178769, 178769
3, 1630472, 333906, 320963, 303561, 315862, 178090, 178090
4, 1634199, 323927, 330597, 312857, 306378, 180220, 180220
5, 1630928, 321402, 332140, 314622, 303898, 179433, 179433
6, 1630661, 317391, 334894, 316881, 299717, 180889, 180889
7, 1634330, 325516, 323340, 305756, 307676, 186021, 186021
8, 1631957, 322502, 327166, 309237, 304934, 184059, 184059
9, 1633922, 324753, 334681, 316714, 306932, 175421, 175421
10, 1629012, 327240, 316750, 299257, 309261, 188252, 188252
11, 1631822, 332291, 318239, 300857, 314429, 183003, 183003
12, 1630746, 328903, 323420, 305736, 310725, 180981, 180981
13, 1632036, 316401, 334987, 316924, 299014, 182355, 182355
14, 1634118, 333469, 320156, 302603, 315650, 181120, 181120
15, 1630548, 332153, 320573, 302274, 314408, 180570, 180570
16, 1631772, 329645, 320813, 303353, 311495, 183233, 183233
17, 1632737, 333288, 319550, 301959, 315482, 181229, 181229
18, 1629455, 322348, 330368, 312442, 304755, 179771, 179771
19, 1627732, 338537, 312800, 295402, 320109, 180442, 180442
20, 1629932, 336479, 319169, 301638, 318592, 177027, 177027
21, 1631706, 320399, 330938, 312949, 302860, 182280, 182280
22, 1631791, 330398, 316778, 299222, 312375, 186509, 186509
23, 1630668, 317408, 333134, 314818, 299716, 182796, 182796
24, 1627081, 326824, 322580, 304695, 308952, 182015, 182015
25, 1628642, 328226, 321453, 303727, 310394, 182421, 182421
26, 1633465, 325450, 329116, 311029, 307764, 180053, 180053
27, 1633422, 323856, 331190, 313506, 305932, 179469, 179469
28, 1631656, 324097, 331052, 313331, 306088, 178544, 178544
29, 1633205, 326255, 327052, 308876, 308606, 181208, 181208
30, 1627723, 333788, 317491, 300098, 315734, 180306, 180306
31, 1631728, 319542, 333800, 315881, 301939, 180283, 180283
32, 1626068, 328474, 321552, 303695, 310543, 180902, 180902
33, 1632366, 332639, 326246, 308444, 314897, 175070, 175070
34, 1631247, 331982, 319701, 302255, 313811, 181749, 181749
35, 1628488, 323564, 328815, 310874, 305419, 179908, 179908
36, 1630804, 324982, 329675, 312033, 306970, 178572, 178572
37, 1629656, 328253, 323009, 305255, 310201, 181469, 181469
38, 1632380, 343855, 313020, 295670, 325889, 176973, 176973
39, 1639765, 333061, 323475, 306109, 315134, 180993, 180993
40, 1630783, 329083, 323798, 305980, 311188, 180367, 180367
41, 1635000, 327859, 323605, 305900, 310042, 183797, 183797
42, 1630939, 333603, 313566, 296057, 315483, 186115, 186115
43, 1627846, 320950, 336723, 318642, 303439, 174046, 174046
44, 1635140, 310919, 341020, 322644, 293913, 183322, 183322
45, 1630547, 324096, 329130, 311402, 306359, 179780, 179780
46, 1632061, 320541, 334435, 316244, 302861, 178990, 178990
47, 1634958, 339123, 315358, 297723, 321122, 180816, 180816
48, 1631493, 326368, 327960, 309986, 308499, 179340, 179340
49, 1633894, 339306, 316111, 298659, 321246, 179286, 179286
50, 1633112, 328745, 327629, 310019, 311161, 177779, 177779
51, 1629800, 323632, 328314, 310459, 306019, 180688, 180688
52, 1631071, 322663, 331575, 313271, 305022, 179270, 179270
53, 1633050, 327339, 326852, 309208, 309581, 180035, 180035
54, 1627879, 320763, 330567, 312727, 303004, 180409, 180409
55, 1628046, 318993, 332566, 314401, 301182, 180452, 180452
56, 1627498, 332099, 318686, 301017, 313766, 180965, 180965
