sample_id, N_active, N_A_1, N_B_1, N_A_0, N_B_0, N_A_*, N_B_*
0, 2264789, 456114, 447533, 391680, 400046, 284708, 284708
1, 2265948, 455133, 455978, 400274, 398579, 277992, 277992
2, 2265691, 461268, 450402, 393908, 404957, 277578, 277578
3, 2268844, 451934, 461551, 405284, 395403, 277336, 277336
4, 2266811, 456315, 453226, 396734, 399986, 280275, 280275
5, 2264650, 458209, 454464, 397918, 401729, 276165, 276165
6, 2260199, 454716, 453034, 397014, 397149, 279143, 279143
7, 2262174, 450601, 455840, 399266, 394325, 281071, 281071
8, 2263799, 449029, 458253, 401902, 392957, 280829, 280829
9, 2268160, 457181, 456583, 400185, 401305, 276453, 276453
10, 2268704, 458018, 452121, 396023, 402074, 280234, 280234
11, 2268126, 456468, 456046, 399883, 400301, 277714, 277714
12, 2266375, 456560, 456030, 400128, 400659, 276499, 276499
13, 2264012, 455822, 454688, 398553, 399447, 277751, 277751
14, 2266274, 457369, 455245, 399098, 400990, 276786, 276786
15, 2265242, 455322, 454769, 398192, 399155, 278902, 278902
16, 2272527, 462224, 455206, 398996, 406117, 274992, 274992
17, 2266026, 454903, 460258, 403396, 398875, 274297, 274297
18, 2263687, 455330, 455683, 399336, 398726, 277306, 277306
19, 2268013, 459754, 452486, 396835, 403282, 277828, 277828
20, 2266103, 451044, 458289, 401539, 395379, 279926, 279926
21, 2267519, 451967, 457744, 401669, 396047, 280046, 280046
22, 2268649, 457687, 450805, 395402, 401241, 281757, 281757
23, 2266998, 449862, 457695, 400622, 394307, 282256, 282256
24, 2265425, 451397, 458073, 401478, 395539, 279469, 279469
25, 2266004, 454963, 453249, 397304, 398462, 281013, 281013
26, 2261261, 462478, 448057, 391893, 405351, 276741, 276741
27, 2265089, 448677, 460585, 404660, 392777, 279195, 279195
28, 2269230, 447141, 462960, 406461, 391620, 280524, 280524
29, 2263127, 465889, 446481, 390321, 408648, 275894, 275894
30, 2269543, 455258, 462799, 407069, 398901, 272758, 272758
31, 2269584, 449043, 462965, 406266, 393058, 279126, 279126
32, 2267614, 453465, 461023, 404347, 396785, 275997, 275997
33, 2265957, 459497, 449970, 394110, 403162, 279609, 279609
34, 2265645, 454363, 458183, 401532, 398011, 276778, 276778
35, 2266341, 455492, 455267, 398980, 399088, 278757, 278757
36, 2263605, 455461, 454869, 398252, 399123, 277950, 277950
37, 2265681, 454876, 449156, 393128, 398369, 285076, 285076
38, 2265392, 455919, 454601, 398164, 399748, 278480, 278480
39, 2262519, 460124, 450563, 394261, 403335, 277118, 277118
40, 2266203, 450131, 462257, 405733, 394412, 276835, 276835
41, 2265370, 454807, 455941, 399154, 398444, 278512, 278512
42, 2262170, 446583, 462361, 405467, 390569, 278595, 278595
43, 2265177, 452891, 457470, 401577, 396373, 278433, 278433
44, 2262794, 452936, 456997, 400207, 396882, 277886, 277886
45, 2264557, 458697, 459763, 403431, 402114, 270276, 270276
46, 2262720, 449942, 457288, 400397, 394125, 280484, 280484
47, 2264213, 452583, 455812, 398724, 396816, 280139, 280139
48, 2261626, 458052, 451364, 395148, 401260, 277901, 277901
49, 2266447, 456675, 457558, 401255, 400427, 275266, 275266
50, 2269348, 452217, 459964, 403713, 396094, 278680, 278680
51, 2260664, 458192, 451448, 394350, 401826, 277424, 277424
52, 2267465, 454495, 454099, 397454, 397979, 281719, 281719
53, 2261051, 457003, 451224, 395213, 400141, 278735, 278735
54, 2268444, 466320, 445287, 389658, 409625, 278777, 278777
55, 2263945, 451576, 456177, 399461, 395219, 280756, 280756
56, 2263608, 448249, 460023, 403527, 392423, 279693, 279693
57, 2264686, 456578, 454649, 398288, 400167, 277502, 277502
58, 2264033, 452910, 460041, 403480, 396378, 275612, 275612
59, 2271284, 461882, 451641, 395792, 406051, 277959, 277959
60, 2263086, 451555, 458112, 401533, 395524, 278181, 278181
61, 2263996, 458750, 448317, 392539, 401984, 281203, 281203
62, 2262675, 457687, 449571, 393527, 401334, 280278, 280278
63, 2267028, 455105, 453105, 397254, 399044, 281260, 281260
64, 2265199, 453512, 461983, 405093, 397373, 273619, 273619
65, 2261784, 455743, 448792, 392363, 399370, 282758, 282758
66, 2266721, 443722, 462526, 406182, 388363, 282964, 282964
67, 2266517, 457678, 454449, 398119, 401687, 277292, 277292
68, 2270935, 455781, 458412, 401716, 399820, 277603, 277603
69, 2268694, 459454, 455792, 399526, 402568, 275677, 275677
70, 2265364, 456808, 456203, 399704, 400567, 276041, 276041
71, 2265957, 460338, 449396, 393540, 403817, 279433, 279433
72, 2267434, 450869, 462154, 405843, 394550, 277009, 277009
73, 2266246, 453437, 457859, 401280, 396820, 278425, 278425
74, 2268418, 456613, 452893, 397210, 400396, 280653, 280653
75, 2270808, 452361, 462883, 406625, 397063, 275938, 275938
76, 2267202, 450319, 460553, 404214, 394154, 278981, 278981
77, 2264625, 455801, 453767, 397569, 399566, 278961, 278961
78, 2264903, 454069, 452912, 396858, 397700, 281682, 281682
79, 2268796, 458566, 449393, 393216, 402561, 282530, 282530
80, 2265052, 456812, 456990, 400329, 400177, 275372, 275372
81, 2267529, 460110, 454054, 397667, 403452, 276123, 276123
82, 2267612, 454495, 462182, 405670, 398317, 273474, 273474
83, 2263559, 449260, 460406, 403517, 393128, 278624, 278624
84, 2268202, 448327, 462949, 406165, 392407, 279177, 279177
85, 2270536, 453379, 460700, 404248, 398029, 277090, 277090
86, 2265680, 457615, 451970, 395428, 401389, 279639, 279639
87, 2269562, 459360, 453526, 397689, 403235, 277876, 277876
88, 2268649, 453950, 458247, 401767, 397901, 278392, 278392
89, 2270946, 458724, 452607, 396490, 402649, 280238, 280238
90, 2265450, 451019, 460875, 404272, 394618, 277333, 277333
91, 2266192, 459332, 454548, 398866, 402918, 275264, 275264
92, 2265446, 461217, 453554, 397156, 404457, 274531, 274531
93, 2268570, 454252, 458436, 402151, 398481, 277625, 277625
94, 2263798, 467819, 445247, 389675, 410485, 275286, 275286
95, 2267455, 466893, 446160, 390784, 410238, 276690, 276690
96, 2263449, 459085, 450802, 394609, 402345, 278304, 278304
97, 2265465, 458155, 450907, 394781, 401668, 279977, 279977
98, 2267280, 455564, 457665, 401291, 399492, 276634, 276634
99, 2267665, 453885, 455486, 399381, 397899, 280507, 280507
100, 2262411, 453099, 455567, 398680, 396893, 279086, 279086
101, 2264638, 455728, 454818, 398270, 399820, 278001, 278001
102, 2263109, 459760, 449761, 393445, 403155, 278494, 278494
103, 2262376, 453709, 456106, 398834, 397423, 278152, 278152
104, 2268125, 455575, 454177, 398021, 399572, 280390, 280390
105, 2268447, 460681, 452431, 396126, 404683, 277263, 277263
106, 2268019, 462931, 453118, 396827, 406823, 274160, 274160
107, 2264788, 451346, 458182, 401910, 395216, 279067, 279067
108, 2262232, 448149, 461164, 404323, 391618, 278489, 278489
109, 2267081, 457295, 453349, 397675, 401396, 278683, 278683
110, 2268192, 450690, 463907, 407467, 395158, 275485, 275485
111, 2262292, 463723, 447869, 391506, 406600, 276297, 276297
112, 2265099, 458016, 449904, 394182, 401483, 280757, 280757
113, 2264354, 444338, 465696, 408660, 388628, 278516, 278516
114, 2265211, 455623, 454681, 398445, 399268, 278597, 278597
115, 2263038, 454297, 453304, 396852, 398515, 280035, 280035
116, 2263793, 449764, 456848, 400584, 393741, 281428, 281428
117, 2266539, 449580, 457083, 400688, 393580, 282804, 282804
118, 2263545, 458813, 449128, 392757, 402707, 280070, 280070
119, 2263120, 453309, 455971, 399519, 396859, 278731, 278731
120, 2264345, 457129, 453127, 396792, 400427, 278435, 278435
121, 2265816, 456538, 454800, 398823, 400333, 277661, 277661
122, 2267308, 455320, 453222, 397157, 399323, 281143, 281143
123, 2265099, 455938, 458655, 402027, 399897, 274291, 274291
124, 2266729, 448390, 458057, 401868, 392688, 282863, 282863
125, 2270221, 456584, 459855, 403662, 400638, 274741, 274741
126, 2262559, 455853, 451302, 394988, 399044, 280686, 280686
127, 2263284, 459771, 452716, 396596, 402963, 275619, 275619
128, 2268391, 451801, 459423, 402885, 396182, 279050, 279050
129, 2262991, 455491, 458180, 401552, 399326, 274221, 274221
130, 2267178, 450964, 461492, 404988, 395484, 277125, 277125
131, 2267007, 455060, 455077, 398947, 398865, 279529, 279529
132, 2263618, 457713, 451620, 395378, 400717, 279095, 279095
133, 2265578, 450015, 461652, 405229, 394068, 277307, 277307
134, 2264534, 459480, 451879, 396216, 403019, 276970, 276970
135, 2263281, 461933, 443529, 387667, 405410, 282371, 282371
136, 2264099, 456927, 452589, 396548, 400233, 278901, 278901
137, 2261201, 452218, 455945, 399513, 395869, 278828, 278828
138, 2263492, 460394, 448869, 392979, 404416, 278417, 278417
139, 2262609, 454829, 452877, 396387, 398088, 280214, 280214
140, 2264048, 450780, 456914, 400777, 394453, 280562, 280562
141, 2268050, 457849, 454010, 398044, 401823, 278162, 278162
142, 2264661, 453990, 451876, 395145, 398096, 282777, 282777
143, 2262573, 454971, 456495, 399543, 398250, 276657, 276657
144, 2265715, 452516, 457029, 400741, 396395, 279517, 279517
145, 2270516, 466009, 448188, 393125, 409736, 276729, 276729
146, 2261143, 457792, 448798, 392747, 400704, 280551, 280551
147, 2269795, 457746, 453522, 397665, 401600, 279631, 279631
148, 2265613, 446097, 460253, 403466, 390145, 282826, 282826
149, 2266042, 454778, 455448, 399095, 398971, 278875, 278875
150, 2264908, 455764, 454496, 398073, 399041, 278767, 278767
151, 2266738, 459055, 450313, 394044, 402954, 280186, 280186
152, 2263925, 449095, 465117, 407993, 392938, 274391, 274391
153, 2267301, 462274, 446356, 390783, 405890, 280999, 280999
154, 2264849, 456391, 455863, 398894, 400401, 276650, 276650
155, 2266827, 456090, 455616, 399580, 399879, 277831, 277831
156, 2264966, 458035, 453395, 396962, 401424, 277575, 277575
157, 2267087, 456453, 456096, 400464, 400232, 276921, 276921
158, 2269087, 452605, 457055, 400824, 396811, 280896, 280896
159, 2261442, 454026, 457233, 400973, 397292, 275959, 275959
160, 2264038, 453776, 457418, 400612, 397290, 277471, 277471
161, 2267156, 448894, 461039, 404903, 392766, 279777, 279777
162, 2264685, 461492, 448938, 393137, 405256, 277931, 277931
163, 2261488, 445484, 463991, 406432, 389273, 278154, 278154
164, 2268523, 457811, 450884, 395127, 401179, 281761, 281761
165, 2267408, 454989, 454567, 398371, 398789, 280346, 280346
166, 2261441, 452873, 456339, 399605, 396810, 277907, 277907
167, 2267799, 458972, 453754, 397476, 402691, 277453, 277453
168, 2266309, 461687, 453370, 396958, 405092, 274601, 274601
169, 2269901, 461296, 452480, 395834, 404919, 277686, 277686
170, 2264333, 451609, 457825, 401823, 395154, 278961, 278961
171, 2268918, 449839, 459261, 402963, 394509, 281173, 281173
172, 2265454, 457545, 453330, 397367, 401116, 278048, 278048
173, 2266713, 459801, 450712, 394909, 402917, 279187, 279187
174, 2259862, 455317, 457440, 400602, 398399, 274052, 274052
175, 2267213, 457580, 451594, 395681, 401266, 280546, 280546
176, 2265881, 457305, 451786, 395898, 400528, 280182, 280182
177, 2268739, 455488, 455424, 399432, 399865, 279265, 279265
178, 2264604, 464283, 441215, 385659, 407603, 282922, 282922
179, 2267564, 458015, 453034, 397210, 401413, 278946, 278946
180, 2266245, 456462, 456398, 399890, 400531, 276482, 276482
181, 2264502, 454557, 459295, 402543, 398201, 274953, 274953
182, 2262375, 458125, 454737, 398255, 401904, 274677, 274677
183, 2269993, 458735, 456087, 400149, 403076, 275973, 275973
184, 2268266, 458434, 455375, 399531, 401976, 276475, 276475
185, 2266484, 454927, 457424, 401450, 398865, 276909, 276909
186, 2272520, 453412, 458432, 402574, 397350, 280376, 280376
187, 2260521, 458352, 448425, 392507, 401543, 279847, 279847
188, 2267988, 456762, 457992, 401946, 400388, 275450, 275450
189, 2261950, 446049, 460258, 402839, 390672, 281066, 281066
190, 2259311, 459155, 448075, 391647, 402502, 278966, 278966
191, 2264673, 463071, 445753, 390225, 406414, 279605, 279605
192, 2268473, 458478, 455902, 399640, 402281, 276086, 276086
193, 2265851, 466879, 446274, 390534, 410174, 275995, 275995
194, 2258233, 453185, 457612, 401045, 396741, 274825, 274825
195, 2272623, 457210, 454118, 398229, 401438, 280814, 280814
196, 2271168, 457931, 455721, 399873, 401873, 277885, 277885
197, 2266281, 457362, 458054, 402182, 400689, 273997, 273997
198, 2268089, 447690, 460098, 403914, 391311, 282538, 282538
199, 2264191, 456389, 455090, 398759, 399731, 277111, 277111
200, 2265255, 448023, 460386, 403757, 392463, 280313, 280313
201, 2264132, 456047, 451802, 395494, 399553, 280618, 280618
202, 2268009, 456030, 455759, 399850, 399538, 278416, 278416
203, 2263240, 451406, 458148, 401757, 394851, 278539, 278539
204, 2263319, 458065, 452438, 396912, 402042, 276931, 276931
205, 2265029, 452015, 457533, 400607, 396028, 279423, 279423
206, 2266555, 449008, 465572, 409077, 393112, 274893, 274893
207, 2265722, 454413, 453927, 397430, 397908, 281022, 281022
208, 2263021, 452083, 459567, 402991, 395996, 276192, 276192
209, 2263033, 448409, 460324, 403290, 392272, 279369, 279369
210, 2268158, 461872, 452507, 396348, 405447, 275992, 275992
211, 2261096, 450742, 455113, 399048, 394101, 281046, 281046
212, 2262693, 446786, 458103, 401331, 390163, 283155, 283155
213, 2260511, 455677, 452343, 396171, 398602, 278859, 278859
214, 2265752, 456476, 458338, 401578, 400320, 274520, 274520
215, 2268594, 456876, 453375, 397217, 400722, 280202, 280202
216, 2261698, 457790, 448544, 392297, 400897, 281085, 281085
217, 2270113, 463509, 450124, 394149, 407479, 277426, 277426
218, 2267394, 454368, 460059, 404235, 398298, 275217, 275217
219, 2267369, 455523, 451941, 395514, 399799, 282296, 282296
220, 2262749, 453362, 459513, 402773, 396977, 275062, 275062
221, 2262083, 450016, 457337, 400402, 393942, 280193, 280193
222, 2263629, 460440, 451433, 394834, 403700, 276611, 276611
223, 2267201, 455224, 454040, 398249, 399152, 280268, 280268
224, 2262455, 459756, 451157, 394582, 402560, 277200, 277200
225, 2258486, 454429, 458639, 401721, 397693, 273002, 273002
226, 2261068, 445240, 467565, 410234, 389583, 274223, 274223
227, 2272417, 458483, 456906, 401025, 402613, 276695, 276695
228, 2269097, 454728, 458648, 402706, 398169, 277423, 277423
229, 2264717, 453938, 455390, 398693, 398072, 279312, 279312
230, 2264249, 451630, 454133, 398387, 395469, 282315, 282315
231, 2260845, 456271, 449256, 392666, 399850, 281401, 281401
232, 2264748, 457424, 446871, 390620, 401155, 284339, 284339
233, 2268811, 457975, 453494, 398097, 401579, 278833, 278833
234, 2265042, 454892, 456601, 400250, 398169, 277565, 277565
235, 2265364, 452798, 458494, 401805, 396683, 277792, 277792
236, 2265838, 451409, 457111, 400594, 395630, 280547, 280547
237, 2260740, 449649, 461452, 404730, 393517, 275696, 275696
238, 2265954, 453675, 457387, 401306, 397400, 278093, 278093
239, 2267881, 451991, 457380, 400867, 395735, 280954, 280954
240, 2262698, 451903, 461102, 404881, 395456, 274678, 274678
241, 2268046, 452505, 455465, 399647, 396639, 281895, 281895
242, 2260199, 446646, 459057, 402153, 390813, 280765, 280765
243, 2267896, 459311, 450222, 394375, 402892, 280548, 280548
244, 2264456, 456275, 454674, 398719, 400004, 277392, 277392
245, 2267012, 455563, 456367, 400557, 398863, 277831, 277831
246, 2269633, 462111, 452167, 396022, 405659, 276837, 276837
247, 2265195, 457668, 451957, 396369, 400809, 279196, 279196
248, 2261274, 449996, 459103, 402959, 393638, 277789, 277789
249, 2264472, 461945, 451465, 395224, 405068, 275385, 275385
250, 2267365, 459841, 453091, 396997, 403424, 277006, 277006
251, 2259785, 453517, 452453, 396035, 397084, 280348, 280348
252, 2261947, 451909, 458718, 402137, 395559, 276812, 276812
253, 2265051, 458665, 451458, 395625, 402293, 278505, 278505
254, 2271936, 457437, 463560, 407113, 401008, 271409, 271409
255, 2266106, 463302, 450086, 394322, 406582, 275907, 275907
256, 2269839, 455681, 450478, 394378, 399732, 284785, 284785
257, 2262533, 444278, 463515, 406812, 388142, 279893, 279893
258, 2267289, 452322, 459662, 403258, 395877, 278085, 278085
259, 2263067, 453256, 457642, 400868, 396859, 277221, 277221
260, 2268446, 461080, 446561, 390891, 405178, 282368, 282368
261, 2264860, 458092, 452843, 396699, 401374, 277926, 277926
262, 2268435, 454781, 454599, 398583, 399090, 280691, 280691
263, 2264462, 454219, 452591, 396861, 397575, 281608, 281608
264, 2261508, 458068, 453024, 396860, 401098, 276229, 276229
265, 2263299, 451025, 462583, 405996, 394591, 274552, 274552
266, 2263692, 459772, 451809, 395849, 402986, 276638, 276638
267, 2269562, 455916, 460892, 404617, 399431, 274353, 274353
268, 2269741, 454929, 455305, 399262, 398727, 280759, 280759
269, 2261341, 449479, 457711, 400851, 393232, 280034, 280034
270, 2264775, 456570, 456002, 399804, 400023, 276188, 276188
271, 2262546, 452075, 455322, 398880, 395375, 280447, 280447
272, 2270602, 454220, 459365, 403731, 398786, 277250, 277250
273, 2264280, 451351, 459801, 402876, 395328, 277462, 277462
274, 2267656, 453286, 454718, 398944, 396946, 281881, 281881
275, 2268831, 459870, 451880, 396037, 403116, 278964, 278964
276, 2267409, 456248, 450974, 394770, 400141, 282638, 282638
277, 2267293, 457050, 452303, 396493, 401533, 279957, 279957
278, 2262390, 448666, 460072, 403235, 392953, 278732, 278732
279, 2269165, 463558, 450665, 394939, 407095, 276454, 276454
280, 2263947, 452944, 456004, 400043, 396596, 279180, 279180
281, 2268013, 453236, 468062, 411129, 397502, 269042, 269042
282, 2265820, 451362, 455724, 399670, 395218, 281923, 281923
283, 2267709, 455077, 456461, 400446, 398573, 278576, 278576
284, 2266335, 456606, 451461, 395410, 399790, 281534, 281534
285, 2261637, 451773, 452852, 396761, 395589, 282331, 282331
286, 2263870, 451274, 455103, 398530, 394707, 282128, 282128
287, 2266739, 462774, 448638, 393256, 406059, 278006, 278006
288, 2269344, 449781, 461751, 404745, 394653, 279207, 279207
289, 2261976, 451434, 458546, 401916, 395026, 277527, 277527
290, 2265074, 463034, 447514, 391420, 406458, 278324, 278324
291, 2263579, 451988, 454167, 397486, 395938, 282000, 282000
292, 2268311, 456582, 456831, 400883, 400325, 276845, 276845
293, 2266541, 454006, 458049, 401640, 397654, 277596, 277596
294, 2266172, 456632, 452733, 396351, 400288, 280084, 280084
295, 2262285, 456927, 448856, 392544, 399954, 282002, 282002
296, 2264445, 450899, 455507, 399009, 394796, 282117, 282117
297, 2264528, 456229, 458780, 402838, 400101, 273290, 273290
298, 2263227, 451699, 459902, 403247, 395215, 276582, 276582
299, 2266144, 458794, 450454, 394110, 402170, 280308, 280308
300, 2264500, 451316, 459380, 402580, 395308, 277958, 277958
301, 2261613, 452653, 450566, 393654, 396572, 284084, 284084
302, 2269347, 456659, 455260, 399381, 400263, 278892, 278892
303, 2259233, 457477, 452233, 395944, 400423, 276578, 276578
304, 2265561, 451178, 459857, 403110, 395006, 278205, 278205
305, 2268379, 457202, 454952, 398916, 400875, 278217, 278217
306, 2267992, 452383, 458276, 402045, 396550, 279369, 279369
307, 2270071, 455347, 457850, 401858, 399312, 277852, 277852
308, 2266159, 456152, 455348, 399758, 399533, 277684, 277684
309, 2266522, 453842, 460134, 403490, 397818, 275619, 275619
310, 2263742, 456595, 454393, 398411, 400629, 276857, 276857
311, 2270503, 452452, 459432, 403370, 396893, 279178, 279178
312, 2262990, 451071, 454718, 398234, 394459, 282254, 282254
313, 2260705, 458214, 452094, 395856, 401511, 276515, 276515
314, 2263721, 450613, 456808, 400011, 394457, 280916, 280916
315, 2266898, 453868, 458451, 402374, 397545, 277330, 277330
316, 2264447, 466079, 448420, 392541, 408789, 274309, 274309
317, 2265013, 454166, 456582, 400509, 398188, 277784, 277784
318, 2265841, 454000, 457200, 401201, 398320, 277560, 277560
319, 2266937, 445283, 463876, 406991, 389565, 280611, 280611
320, 2262335, 448168, 462348, 405467, 392432, 276960, 276960
321, 2264228, 461628, 446904, 390448, 404770, 280239, 280239
322, 2270988, 458980, 454720, 399150, 402660, 277739, 277739
323, 2268666, 456617, 457830, 402081, 400180, 275979, 275979
324, 2265116, 452138, 460939, 404312, 395835, 275946, 275946
325, 2263815, 454347, 452684, 396427, 398045, 281156, 281156
326, 2264239, 459270, 449455, 393525, 402749, 279620, 279620
327, 2270439, 454853, 457313, 401626, 398987, 278830, 278830
328, 2265083, 451623, 455066, 399123, 395397, 281937, 281937
329, 2267044, 459940, 454476, 398360, 403452, 275408, 275408
330, 2268670, 455616, 455850, 399742, 399436, 279013, 279013
331, 2262631, 459801, 454025, 397020, 403113, 274336, 274336
332, 2265069, 461782, 448430, 391941, 405288, 278814, 278814
333, 2263458, 447747, 462303, 405893, 391645, 277935, 277935
334, 2268244, 454826, 458584, 401979, 398835, 277010, 277010
335, 2264213, 454329, 456718, 400362, 398066, 277369, 277369
336, 2265273, 459194, 453081, 397039, 402133, 276913, 276913
337, 2265281, 450214, 457303, 400932, 393750, 281541, 281541
338, 2269908, 450655, 458649, 402709, 395073, 281411, 281411
339, 2265874, 444840, 463537, 406577, 389142, 280889, 280889
340, 2262453, 452962, 455934, 399020, 396793, 278872, 278872
341, 2267141, 457724, 457515, 401555, 401689, 274329, 274329
342, 2267274, 459927, 453663, 397708, 403448, 276264, 276264
343, 2267150, 450201, 457134, 400691, 394150, 282487, 282487
344, 2262487, 454726, 460440, 404033, 397944, 272672, 272672
345, 2262725, 453089, 458190, 401538, 396834, 276537, 276537
346, 2260883, 460269, 450964, 394918, 402804, 275964, 275964
347, 2264532, 457324, 452186, 395796, 400562, 279332, 279332
348, 2268651, 451903, 455599, 399743, 396186, 282610, 282610
349, 2264803, 452680, 457735, 401867, 396511, 278005, 278005
350, 2269108, 448058, 462742, 405967, 392897, 279722, 279722
351, 2268599, 455001, 456302, 399961, 399093, 279121, 279121
352, 2265187, 459905, 452236, 396256, 403256, 276767, 276767
353, 2266417, 458172, 458937, 402621, 402049, 272319, 272319
354, 2264021, 463205, 449776, 393463, 406319, 275629, 275629
355, 2265302, 455146, 460682, 404065, 398561, 273424, 273424
356, 2267767, 455865, 458134, 401552, 399164, 276526, 276526
357, 2270296, 453495, 459658, 403772, 397579, 277896, 277896
358, 2263886, 455132, 457506, 400881, 398393, 275987, 275987
359, 2265681, 449984, 459393, 402443, 394143, 279859, 279859
360, 2267970, 462111, 451555, 395062, 405796, 276723, 276723
361, 2267788, 455492, 456522, 400065, 399433, 278138, 278138
362, 2265049, 447076, 463929, 406912, 391530, 277801, 277801
363, 2267053, 455550, 460412, 403878, 399685, 273764, 273764
364, 2263887, 462482, 448060, 391618, 405819, 277954, 277954
365, 2262450, 459084, 450997, 394958, 402467, 277472, 277472
366, 2263682, 451279, 456993, 400012, 395442, 279978, 279978
367, 2267025, 447432, 461886, 405665, 391926, 280058, 280058
368, 2263721, 460151, 451739, 395852, 403081, 276449, 276449
369, 2267880, 462306, 450707, 395050, 405679, 277069, 277069
370, 2268460, 451055, 458907, 402435, 395321, 280371, 280371
371, 2264472, 450213, 458407, 402114, 394374, 279682, 279682
372, 2265359, 454922, 458330, 401846, 398501, 275880, 275880
373, 2264859, 452827, 459194, 402230, 396212, 277198, 277198
374, 2266340, 451945, 457111, 400416, 396022, 280423, 280423
375, 2260080, 452311, 458924, 401964, 395755, 275563, 275563
376, 2268147, 455673, 452890, 396762, 399808, 281507, 281507
377, 2264340, 451113, 457292, 400683, 395144, 280054, 280054
378, 2267037, 461069, 447533, 391882, 404847, 280853, 280853
379, 2257010, 444077, 460731, 403509, 387933, 280380, 280380
380, 2264940, 449197, 462217, 405577, 393279, 277335, 277335
