sample_id, N_LCC, N_A_1_LCC, N_B_1_LCC, N_A_0_LCC, N_B_0_LCC, N_A_*_LCC, N_B_*_LCC, size_A_determined, size_B_determined, seed
5, 4812800, 41928, 2261292, 2253794, 36850, 109468, 109468, 7552,4514867,2410140498
14, 4810958, 38876, 2258912, 2252963, 33541, 113333, 113333, 4161,4511628,2018380405
0, 4816037, 48303, 2253113, 2247401, 43172, 112024, 112024, 17086,4500303,3686034686
7, 4804728, 40045, 2254318, 2248332, 34903, 113565, 113565, 4081,4502440,3969962428
3, 4814396, 44699, 2254466, 2248761, 39454, 113508, 113508, 10774,4502962,2228199439
8, 4814286, 38330, 2261499, 2255873, 33058, 112763, 112763, 2323,4517168,2422075132
10, 4813139, 33913, 2270728, 2262673, 29005, 108410, 108410, 2960,4533144,3447533845
15, 4816145, 2259581, 41197, 36003, 2253834, 112765, 112765, 4513159,10386,1203055919
13, 4823083, 36353, 2276182, 2270377, 31525, 104323, 104323, 3813,4546339,3061305751
11, 4809496, 2259293, 39168, 34010, 2253951, 111537, 111537, 4513051,2765,744341696
1, 4818192, 39070, 2267810, 2262210, 34052, 107525, 107525, 6204,4529855,485537392
4, 4818901, 37959, 2267831, 2262586, 32809, 108858, 108858, 5108,4530162,3941979637
2, 4816804, 39023, 2266979, 2260347, 34037, 108209, 108209, 7620,4527128,2459126390
9, 4816130, 39356, 2265753, 2260154, 34059, 108404, 108404, 6035,4525663,3533354786
18, 4814645, 39913, 2263199, 2256339, 34982, 110106, 110106, 5187,4519349,397627218
16, 4805875, 2268689, 33710, 28709, 2260937, 106915, 106915, 4529337,1735,1603632771
19, 4811039, 42210, 2260586, 2253894, 37165, 108592, 108592, 13294,4514288,2834231746
17, 4810780, 41857, 2255778, 2250430, 36723, 112996, 112996, 11160,4505983,1111361689
12, 4818205, 2255876, 44414, 39250, 2249869, 114398, 114398, 4505496,8544,846484583
6, 4806289, 44138, 2252836, 2247708, 38933, 111337, 111337, 7848,4500309,1809160503
27, 4817549, 39554, 2262935, 2256264, 34392, 112202, 112202, 9637,4518995,3539058074
25, 4802682, 38194, 2258458, 2252380, 33100, 110275, 110275, 5109,4510647,2273414346
20, 4812527, 2263636, 38873, 33669, 2257401, 109474, 109474, 4520822,3958,1127542583
29, 4815410, 45366, 2257792, 2250457, 40283, 110756, 110756, 10840,4508037,331318914
21, 4817468, 45427, 2257968, 2252830, 40433, 110405, 110405, 13993,4510626,598846795
22, 4812677, 2263735, 41360, 36247, 2258055, 106640, 106640, 4521575,9129,2246635530
30, 4819015, 2265922, 40009, 34899, 2260039, 109073, 109073, 4525762,3959,2432296696
33, 4812617, 2270012, 34476, 29378, 2262763, 107994, 107994, 4532567,2544,2295883796
24, 4817911, 46743, 2254233, 2249427, 41494, 113007, 113007, 6988,4503471,430332710
23, 4819544, 36704, 2265836, 2260593, 31619, 112396, 112396, 3727,4526251,93362410
28, 4811464, 2261791, 41688, 36616, 2254773, 108298, 108298, 4516308,4126,4273897537
26, 4816213, 2252097, 45021, 39879, 2247042, 116087, 116087, 4498894,8372,2726850639
31, 4819511, 36346, 2267172, 2261124, 31351, 111759, 111759, 2479,4528123,977046217
35, 4817056, 2242454, 60620, 55329, 2235765, 111444, 111444, 4477833,29844,2254804394
39, 4809238, 64047, 2230759, 2225241, 58847, 115172, 115172, 54760,4455617,3250304403
37, 4818669, 42887, 2262377, 2256449, 37682, 109637, 109637, 10220,4518635,2879720292
41, 4824744, 37267, 2272723, 2266077, 32121, 108278, 108278, 4796,4538557,2804130640
38, 4813759, 2248382, 51027, 45814, 2242290, 113123, 113123, 4490444,13765,3129132688
32, 4807932, 2260592, 40063, 34992, 2253671, 109307, 109307, 4514025,6600,368020085
36, 4808099, 2259388, 39042, 33881, 2252674, 111557, 111557, 4511850,3477,3066095326
34, 4811748, 2262204, 39744, 34658, 2256788, 109177, 109177, 4518815,9537,4008351621
43, 4811041, 2262800, 38700, 33700, 2254733, 110554, 110554, 4517278,7543,3547977976
42, 4812357, 44943, 2256486, 2250925, 39947, 110028, 110028, 5503,4507182,3570860451
45, 4807123, 2261160, 40855, 35747, 2254431, 107465, 107465, 4515390,11432,2055286777
40, 4820312, 2274617, 35685, 30673, 2269037, 105150, 105150, 4543523,2008,89288899
47, 4816637, 2274154, 34687, 29724, 2266870, 105601, 105601, 4540832,1661,1742753558
44, 4811255, 2256550, 43883, 38672, 2251014, 110568, 110568, 4507314,11437,2008483299
50, 4817975, 42331, 2263160, 2257497, 37073, 108957, 108957, 6889,4520434,290662193
46, 4818130, 2265065, 42408, 37366, 2259347, 106972, 106972, 4524163,6272,2441262446
48, 4812783, 2262337, 37663, 32904, 2256453, 111713, 111713, 4518579,9004,4290790557
57, 4822870, 36020, 2273198, 2267254, 31026, 107686, 107686, 3508,4540236,3374558685
49, 4813460, 2267290, 36557, 31430, 2262143, 108020, 108020, 4529256,2991,3902480567
52, 4809021, 43574, 2253941, 2247864, 38326, 112658, 112658, 4797,4501564,2013201557
55, 4815852, 2273398, 33438, 28275, 2267383, 106679, 106679, 4540559,2478,2857656348
60, 4816308, 42385, 2259782, 2253433, 37116, 111796, 111796, 4025,4513028,2219213617
51, 4813953, 2254976, 47420, 42190, 2249391, 109988, 109988, 4504162,13822,975235798
61, 4814243, 41740, 2260389, 2254007, 36611, 110748, 110748, 10304,4514160,2904978870
63, 4818918, 42820, 2262900, 2256044, 37752, 109701, 109701, 7410,4518718,3309666005
58, 4811154, 39831, 2255466, 2249532, 34735, 115795, 115795, 5080,4504805,261704643
56, 4811322, 2254367, 42590, 37443, 2248304, 114309, 114309, 4502479,11691,2580702962
64, 4811521, 40237, 2263864, 2256924, 35290, 107603, 107603, 11022,4520544,2133219782
53, 4818754, 2258309, 45086, 39831, 2251272, 112128, 112128, 4509382,7093,2890525311
59, 4809663, 2258420, 41405, 36174, 2251530, 111067, 111067, 4509737,3891,605586207
54, 4804774, 44896, 2252328, 2246643, 39613, 110647, 110647, 7630,4498705,4188770539
66, 4811049, 39963, 2262983, 2256101, 34730, 108636, 108636, 2097,4518843,3364194362
65, 4815191, 45683, 2259861, 2253563, 40546, 107769, 107769, 10360,4513227,639654615
71, 4811144, 37179, 2262328, 2255146, 32211, 112140, 112140, 4058,4517267,3034002440
62, 4813948, 2237001, 60182, 55098, 2231519, 115074, 115074, 4468253,21921,3295473037
70, 4812646, 2265581, 37072, 32004, 2259331, 109329, 109329, 4524711,3770,2366230517
72, 4804078, 45987, 2247331, 2241915, 40757, 114044, 114044, 8007,4489021,2034485426
79, 4820260, 41004, 2265966, 2259481, 35871, 108969, 108969, 7450,4525196,4114028614
76, 4814414, 2264234, 39293, 34073, 2258204, 109305, 109305, 4522216,2057,4126983475
74, 4812889, 2263283, 39297, 34273, 2256642, 109697, 109697, 4519707,3346,890680641
67, 4818885, 73955, 2225884, 2219308, 68804, 115467, 115467, 51844,4444757,4058217993
68, 4812565, 2243542, 51471, 46224, 2238234, 116547, 116547, 4481503,21418,3131930489
75, 4808096, 35204, 2264067, 2257856, 30263, 110353, 110353, 5502,4521703,1783236472
83, 4819280, 39721, 2266198, 2260685, 34738, 108969, 108969, 5903,4526698,2512062502
81, 4805770, 2250433, 45728, 40453, 2244574, 112291, 112291, 4494752,6039,265773425
69, 4809196, 2258777, 39306, 34221, 2252932, 111980, 111980, 4511528,6159,3233944492
78, 4818284, 38653, 2268252, 2260972, 33701, 108353, 108353, 8695,4529084,1986899446
77, 4817068, 38125, 2265486, 2259760, 33145, 110276, 110276, 4763,4525043,106849219
80, 4808806, 40524, 2261354, 2255113, 35201, 108307, 108307, 3117,4516220,2875450754
87, 4805108, 35456, 2263613, 2256486, 30425, 109564, 109564, 3332,4519826,3630621379
86, 4813761, 38364, 2260369, 2254640, 33310, 113539, 113539, 3816,4514790,1266093031
82, 4817215, 36313, 2265323, 2259345, 31336, 112449, 112449, 1796,4524462,3909839533
89, 4814736, 35726, 2264209, 2258561, 30602, 112819, 112819, 3320,4522560,847519739
90, 4816506, 43441, 2258560, 2252394, 38321, 111895, 111895, 6869,4510714,690985821
84, 4816353, 38787, 2265847, 2258966, 33819, 109467, 109467, 9880,4524613,3726784227
73, 4809535, 2237487, 62124, 56861, 2232013, 110525, 110525, 4469118,44092,942001687
85, 4807537, 46561, 2250228, 2242745, 41479, 113262, 113262, 9604,4492717,1417416071
91, 4809518, 35521, 2266534, 2260488, 30387, 108294, 108294, 3450,4526805,1303748810
97, 4814368, 47413, 2255353, 2248773, 42353, 110238, 110238, 12442,4503844,617408692
88, 4814796, 2258961, 41467, 36223, 2253917, 112114, 112114, 4512685,2334,851590018
96, 4819446, 36996, 2265816, 2260223, 31999, 112206, 112206, 1576,4525783,2411196174
95, 4813758, 2262976, 39193, 34054, 2256963, 110286, 110286, 4519673,7671,1975188461
93, 4816469, 2269327, 36452, 31329, 2262941, 108210, 108210, 4532092,2517,716286742
101, 4809531, 44585, 2255029, 2249068, 39607, 110621, 110621, 10182,4503884,2794613849
98, 4817027, 2256888, 48527, 43671, 2251541, 108200, 108200, 4508184,26678,3555458514
94, 4819792, 54083, 2248909, 2242625, 48925, 112625, 112625, 9068,4491304,1823080595
104, 4813864, 36303, 2259895, 2254087, 31267, 116156, 116156, 2756,4513717,3200615456
109, 4819660, 36127, 2271348, 2263329, 31176, 108840, 108840, 3031,4534474,2584312210
106, 4816159, 42053, 2257769, 2252412, 37041, 113442, 113442, 4544,4509957,2469804089
99, 4812558, 53911, 2241963, 2236728, 48494, 115731, 115731, 18688,4478460,3797462566
92, 4819000, 2269145, 36763, 31695, 2263973, 108712, 108712, 4532925,3043,2829955473
100, 4807604, 2262532, 39918, 34656, 2256100, 107199, 107199, 4518382,3905,668922115
103, 4808744, 2249616, 47255, 41877, 2243126, 113435, 113435, 4492475,11150,2835653567
105, 4808356, 2251345, 45390, 40141, 2245616, 112932, 112932, 4496660,10825,2884405517
107, 4819311, 2266146, 40479, 35342, 2260248, 108548, 108548, 4526127,10100,293686049
112, 4806606, 37854, 2261953, 2255571, 32728, 109250, 109250, 5691,4517317,3212687049
102, 4800624, 2091287, 187410, 181993, 2085882, 127026, 127026, 4175896,310393,3268204600
110, 4817794, 2264452, 38481, 33400, 2257905, 111778, 111778, 4522103,5160,2852615967
114, 4814889, 2256588, 43197, 38199, 2251313, 112796, 112796, 4507684,12754,2746440442
116, 4811960, 2264912, 38452, 33343, 2259537, 107858, 107858, 4524251,3215,1690803771
117, 4814213, 2251526, 44654, 39475, 2246146, 116206, 116206, 4497489,12697,2516064081
120, 4815123, 2258407, 41338, 36307, 2251925, 113573, 113573, 4510102,7877,2778468508
111, 4810888, 2256983, 39129, 34032, 2250832, 114956, 114956, 4507607,7678,4054699412
108, 4819516, 2260512, 37459, 32397, 2254270, 117439, 117439, 4514535,3292,4081360956
115, 4813242, 2258073, 42125, 36969, 2251131, 112472, 112472, 4508980,5428,1548584919
113, 4816702, 34482, 2266975, 2261851, 29458, 111968, 111968, 2727,4528656,2678326846
121, 4809427, 2255760, 43526, 38389, 2249562, 111095, 111095, 4505082,5241,1827906761
118, 4812326, 38048, 2263643, 2257596, 32827, 110106, 110106, 2362,4521023,2497365339
123, 4813515, 42901, 2257070, 2251857, 37689, 111999, 111999, 9212,4508687,2308416131
119, 4807655, 2256004, 40883, 35731, 2249353, 112842, 112842, 4505072,3692,2050359776
122, 4806258, 40942, 2252993, 2247772, 35637, 114457, 114457, 7286,4500522,773733117
127, 4806409, 2244008, 50250, 44849, 2237280, 115011, 115011, 4480950,15196,3748486935
128, 4808758, 39437, 2261432, 2254463, 34278, 109574, 109574, 9155,4515710,1056727349
133, 4817412, 36635, 2267653, 2260755, 31353, 110508, 110508, 5179,4528173,3325227311
126, 4809274, 43896, 2258838, 2253043, 38735, 107381, 107381, 8707,4511670,3161372856
131, 4818141, 37638, 2268154, 2262630, 32747, 108486, 108486, 2636,4530593,4257044592
132, 4808977, 36038, 2266541, 2259009, 30775, 108307, 108307, 1693,4525329,4202249670
130, 4815893, 2272294, 34045, 29179, 2266965, 106705, 106705, 4539108,2938,1558932672
139, 4811156, 37367, 2265436, 2258302, 32137, 108957, 108957, 3590,4523494,4223469732
124, 4821014, 2221485, 70909, 65854, 2215550, 123608, 123608, 4436563,74049,624177205
138, 4813764, 35686, 2267822, 2262145, 30751, 108680, 108680, 3714,4529750,1350034963
125, 4815819, 37070, 2270864, 2265338, 31987, 105280, 105280, 2202,4535942,69389106
135, 4807552, 41223, 2258160, 2251746, 36071, 110176, 110176, 5002,4509682,2287532030
129, 4809828, 2255206, 44514, 39321, 2249903, 110442, 110442, 4504894,8751,2260533943
136, 4814782, 2270698, 34332, 29423, 2264523, 107903, 107903, 4534978,2656,732963217
134, 4815998, 42378, 2261824, 2256572, 37134, 109045, 109045, 4778,4518217,301581064
143, 4808437, 59020, 2234230, 2228562, 53711, 116457, 116457, 23834,4462488,2440906246
142, 4805104, 2253505, 43477, 38432, 2247266, 111212, 111212, 4500450,7700,1093034105
140, 4816438, 2259833, 44860, 39742, 2252689, 109657, 109657, 4512349,7935,1135891219
147, 4813803, 34167, 2268596, 2261894, 29242, 109952, 109952, 1365,4530282,2319864239
