sample_id, N_active, N_A_1, N_B_1, N_A_0, N_B_0, N_A_*, N_B_*
0, 1793900, 365972, 366442, 349133, 348711, 181821, 181821
1, 1793860, 367692, 373413, 355991, 350558, 173103, 173103
2, 1793480, 379819, 361143, 343758, 362276, 173242, 173242
3, 1789399, 370426, 365026, 347484, 352991, 176736, 176736
4, 1789385, 382480, 355804, 338645, 364508, 173974, 173974
5, 1790704, 369476, 361969, 344563, 352288, 181204, 181204
6, 1793156, 377749, 353340, 336167, 360142, 182879, 182879
7, 1791100, 363935, 374721, 357270, 346628, 174273, 174273
8, 1789170, 354182, 379522, 361242, 336820, 178702, 178702
9, 1790004, 365371, 368747, 351187, 348125, 178287, 178287
10, 1790184, 355701, 377352, 359934, 338299, 179449, 179449
11, 1789855, 381718, 360083, 343063, 363743, 170624, 170624
12, 1791886, 361581, 376937, 359140, 344480, 174874, 174874
13, 1792296, 369633, 371273, 354065, 352197, 172564, 172564
14, 1789833, 374402, 354484, 337217, 356780, 183475, 183475
15, 1790124, 360495, 375584, 358320, 342933, 176396, 176396
16, 1791931, 370776, 363114, 345912, 353445, 179342, 179342
17, 1790286, 368574, 363086, 345351, 351121, 181077, 181077
18, 1789057, 366574, 371568, 353996, 349051, 173934, 173934
19, 1793048, 376492, 365203, 347954, 359019, 172190, 172190
20, 1794781, 374224, 359330, 342270, 357101, 180928, 180928
21, 1792333, 366283, 370119, 352555, 348870, 177253, 177253
22, 1793252, 372370, 361382, 344302, 355128, 180035, 180035
23, 1789095, 357908, 373712, 356263, 340484, 180364, 180364
24, 1789770, 368636, 363430, 346247, 351065, 180196, 180196
25, 1793470, 368926, 365715, 348388, 351621, 179410, 179410
26, 1790734, 365026, 367507, 350076, 347721, 180202, 180202
27, 1793752, 370129, 369430, 352159, 352888, 174573, 174573
28, 1790048, 367652, 371662, 354198, 350340, 173098, 173098
29, 1788959, 365462, 368283, 350709, 347903, 178301, 178301
30, 1791574, 369771, 355618, 338504, 352113, 187784, 187784
31, 1788661, 372738, 363023, 345318, 355208, 176187, 176187
32, 1790720, 368802, 365316, 347839, 351445, 178659, 178659
33, 1789374, 364359, 369523, 352335, 346993, 178082, 178082
34, 1794374, 365933, 372068, 354720, 348575, 176539, 176539
35, 1791310, 354895, 380400, 362847, 337488, 177840, 177840
36, 1792535, 365105, 369023, 351464, 347887, 179528, 179528
37, 1791800, 350224, 385002, 367209, 333019, 178173, 178173
38, 1795766, 365330, 369382, 352515, 348161, 180189, 180189
39, 1788748, 356358, 378529, 361008, 338957, 176948, 176948
40, 1790653, 363836, 371147, 353742, 346506, 177711, 177711
