sample_id, N_active, N_A_1, N_B_1, N_A_0, N_B_0, N_A_*, N_B_*
0, 3111299, 728196, 617736, 605479, 715480, 222204, 222204
1, 3113400, 651747, 691761, 679183, 639599, 225555, 225555
2, 3111944, 663892, 671129, 658753, 651690, 233240, 233240
3, 3113658, 687356, 663361, 651286, 674997, 218329, 218329
4, 3110894, 666872, 672485, 660158, 654213, 228583, 228583
5, 3113988, 633323, 720415, 707921, 621315, 215507, 215507
6, 3113901, 651591, 687709, 675373, 639538, 229845, 229845
7, 3117317, 703587, 646015, 634318, 691295, 221051, 221051
8, 3112541, 610732, 726463, 714077, 598501, 231384, 231384
9, 3113328, 659163, 682408, 670010, 647189, 227279, 227279
10, 3111250, 664846, 688892, 676473, 652369, 214335, 214335
11, 3115041, 689805, 655822, 643583, 677173, 224329, 224329
12, 3115657, 633659, 708883, 696605, 621734, 227388, 227388
13, 3117781, 665455, 692718, 680627, 653353, 212814, 212814
14, 3113984, 699750, 630839, 618801, 687322, 238636, 238636
15, 3120342, 702258, 638067, 626500, 690319, 231599, 231599
16, 3116423, 637425, 707948, 695690, 625856, 224752, 224752
17, 3110049, 672789, 677798, 665386, 660530, 216773, 216773
18, 3110184, 709562, 639567, 626954, 697387, 218357, 218357
19, 3115817, 689776, 636496, 624685, 677256, 243802, 243802
20, 3119599, 694575, 644355, 632703, 682234, 232866, 232866
21, 3113912, 664434, 685348, 672934, 652352, 219422, 219422
22, 3114590, 729187, 612671, 600771, 716857, 227552, 227552
23, 3112272, 619234, 701174, 688693, 607219, 247976, 247976
24, 3111407, 677264, 677201, 664558, 665040, 213672, 213672
25, 3108684, 697170, 644140, 631816, 684768, 225395, 225395
26, 3111468, 685830, 653889, 641755, 673680, 228157, 228157
27, 3115704, 652679, 691113, 678639, 640659, 226307, 226307
28, 3111827, 649727, 692024, 679593, 637615, 226434, 226434
29, 3110612, 655988, 690922, 678316, 643354, 221016, 221016
30, 3114752, 650671, 685455, 673375, 638673, 233289, 233289
31, 3113501, 685251, 668182, 656019, 672935, 215557, 215557
32, 3114166, 711851, 631050, 619059, 699484, 226361, 226361
33, 3108341, 658025, 669927, 657305, 645918, 238583, 238583
34, 3108468, 652999, 678844, 666289, 640888, 234724, 234724
35, 3116053, 694272, 653136, 641019, 682312, 222657, 222657
36, 3112107, 650631, 689724, 677404, 638428, 227960, 227960
37, 3114146, 666122, 642540, 630445, 653939, 260550, 260550
38, 3108514, 685031, 649819, 637962, 672386, 231658, 231658
39, 3111934, 663268, 685045, 672738, 650909, 219987, 219987
40, 3107972, 645497, 685670, 672787, 633262, 235378, 235378
41, 3115247, 625919, 715445, 703122, 613873, 228444, 228444
42, 3112169, 627439, 713714, 701221, 615375, 227210, 227210
43, 3113216, 626394, 699767, 687476, 614343, 242618, 242618
44, 3110521, 681277, 659898, 647578, 668892, 226438, 226438
45, 3116625, 626930, 718798, 706436, 615089, 224686, 224686
46, 3115238, 639112, 710030, 697773, 627415, 220454, 220454
47, 3111290, 656745, 686062, 673686, 644575, 225111, 225111
48, 3113240, 648984, 687077, 674852, 636757, 232785, 232785
49, 3116941, 667463, 695504, 683502, 655570, 207451, 207451
50, 3114008, 687600, 666647, 654680, 674755, 215163, 215163
51, 3117954, 729096, 627167, 615494, 716645, 214776, 214776
52, 3113867, 709077, 641676, 629392, 696728, 218497, 218497
53, 3114649, 723546, 638883, 627043, 711201, 206988, 206988
54, 3114427, 696296, 633751, 621593, 684141, 239323, 239323
55, 3112916, 684918, 654544, 642344, 672488, 229311, 229311
56, 3114515, 729866, 621491, 609570, 717260, 218164, 218164
57, 3114908, 674682, 666512, 654276, 662424, 228507, 228507
58, 3111297, 638332, 722896, 710121, 626444, 206752, 206752
59, 3110906, 656777, 697783, 685304, 644578, 213232, 213232
60, 3117079, 672569, 661028, 648908, 660558, 237008, 237008
61, 3114504, 584820, 764514, 751747, 573293, 220065, 220065
62, 3112967, 691464, 651237, 639191, 678991, 226042, 226042
63, 3117198, 694539, 646457, 634619, 682277, 229653, 229653
64, 3113927, 671649, 654645, 642548, 659309, 242888, 242888
65, 3110856, 709348, 636164, 623979, 696541, 222412, 222412
66, 3114889, 659814, 694860, 682630, 647665, 214960, 214960
67, 3112621, 685431, 650031, 637943, 673306, 232955, 232955
68, 3110792, 664002, 671586, 659446, 651438, 232160, 232160
69, 3113564, 699571, 648696, 636176, 687283, 220919, 220919
70, 3113497, 648442, 687736, 675528, 636619, 232586, 232586
71, 3109443, 656315, 683130, 670745, 644231, 227511, 227511
72, 3113819, 678641, 674211, 662009, 666732, 216113, 216113
73, 3114040, 655505, 695023, 682672, 643344, 218748, 218748
74, 3109421, 657665, 685942, 673363, 645405, 223523, 223523
75, 3116267, 679656, 649144, 637053, 667534, 241440, 241440
76, 3111254, 668756, 675249, 662861, 656632, 223878, 223878
77, 3113577, 671321, 682446, 670070, 659352, 215194, 215194
78, 3114399, 658982, 689122, 676987, 646590, 221359, 221359
79, 3110644, 723605, 619431, 607390, 711006, 224606, 224606
80, 3112374, 680238, 658131, 645673, 668006, 230163, 230163
81, 3111144, 649668, 687218, 674599, 637049, 231305, 231305
82, 3114429, 680810, 672171, 660055, 668483, 216455, 216455
83, 3116261, 674972, 654651, 642473, 662609, 240778, 240778
84, 3108008, 655003, 682055, 669220, 642682, 229524, 229524
85, 3110797, 645985, 689903, 677254, 634133, 231761, 231761
86, 3117210, 693052, 639881, 627963, 681074, 237620, 237620
87, 3110198, 692556, 656524, 644136, 680142, 218420, 218420
88, 3114405, 675182, 677301, 664970, 662816, 217068, 217068
89, 3108806, 679679, 656994, 644567, 667258, 230154, 230154
90, 3114782, 693173, 658727, 646318, 681220, 217672, 217672
91, 3114574, 672889, 676627, 664408, 660704, 219973, 219973
92, 3110964, 655927, 685560, 673150, 643509, 226409, 226409
93, 3112322, 637157, 709756, 697159, 624816, 221717, 221717
94, 3114527, 717508, 639559, 627685, 704883, 212446, 212446
95, 3115666, 653796, 682976, 671005, 641827, 233031, 233031
96, 3113871, 672527, 683579, 671409, 660502, 212927, 212927
97, 3111166, 700005, 634527, 622869, 687585, 233090, 233090
98, 3107438, 672321, 670862, 658541, 660036, 222839, 222839
99, 3110997, 638115, 696215, 684047, 626048, 233286, 233286
100, 3114007, 702699, 634148, 622220, 690104, 232418, 232418
101, 3112316, 672366, 650709, 638409, 659942, 245445, 245445
102, 3113170, 673197, 659207, 647078, 660798, 236445, 236445
103, 3112150, 659838, 674580, 662184, 647252, 234148, 234148
104, 3115901, 677594, 662219, 650208, 665368, 230256, 230256
105, 3114510, 641024, 711997, 699537, 629362, 216295, 216295
106, 3115011, 630074, 710733, 698133, 618163, 228954, 228954
107, 3114518, 671508, 679562, 667102, 659344, 218501, 218501
108, 3112063, 666825, 679000, 666751, 654421, 222533, 222533
109, 3113549, 691320, 652312, 640134, 679193, 225295, 225295
110, 3110915, 666723, 688198, 675932, 654340, 212861, 212861
111, 3112778, 650648, 687750, 675179, 638433, 230384, 230384
112, 3109211, 684986, 656377, 644138, 672488, 225611, 225611
113, 3108627, 694971, 643590, 631083, 682371, 228306, 228306
114, 3113924, 685026, 660878, 648521, 672773, 223363, 223363
115, 3114787, 652091, 688659, 676023, 640082, 228966, 228966
116, 3110686, 662831, 679929, 667622, 650296, 225004, 225004
117, 3110689, 647860, 681744, 669522, 635651, 237956, 237956
118, 3110721, 676007, 672696, 660279, 663587, 219076, 219076
119, 3116979, 668202, 674897, 662717, 655903, 227630, 227630
120, 3114103, 643480, 704413, 692208, 631306, 221348, 221348
121, 3115275, 707942, 628254, 616821, 695552, 233353, 233353
122, 3114812, 673335, 670170, 657909, 661352, 226023, 226023
123, 3110806, 708724, 626997, 615153, 696136, 231898, 231898
124, 3112450, 701209, 644059, 632198, 689162, 222911, 222911
125, 3113728, 695357, 656158, 643934, 682779, 217750, 217750
126, 3109112, 677704, 670373, 657985, 665382, 218834, 218834
127, 3114523, 654635, 693382, 681037, 642039, 221715, 221715
128, 3115087, 635917, 719894, 707264, 624070, 213971, 213971
129, 3109751, 639037, 716677, 703697, 626938, 211701, 211701
130, 3117405, 689051, 645929, 634024, 677109, 235646, 235646
131, 3114989, 693290, 647663, 635514, 681044, 228739, 228739
132, 3114001, 676380, 668442, 656171, 664094, 224457, 224457
133, 3116766, 661901, 664632, 652544, 649695, 243997, 243997
134, 3116075, 630423, 711019, 698508, 618583, 228771, 228771
135, 3109054, 645039, 691831, 679107, 632839, 230119, 230119
136, 3115408, 667075, 669781, 658017, 655289, 232623, 232623
137, 3107622, 665670, 665635, 653195, 653410, 234856, 234856
138, 3110876, 664730, 669311, 656877, 652578, 233690, 233690
139, 3114442, 717829, 628778, 616953, 705150, 222866, 222866
140, 3114068, 655397, 692952, 680569, 643212, 220969, 220969
141, 3111605, 636286, 707865, 695287, 624391, 223888, 223888
142, 3115459, 706207, 642361, 630541, 693768, 221291, 221291
143, 3113376, 623179, 724569, 712152, 611234, 221121, 221121
144, 3111240, 654872, 686573, 673965, 642810, 226510, 226510
145, 3111393, 659729, 687047, 674684, 647459, 221237, 221237
146, 3111652, 654233, 687878, 675491, 642036, 226007, 226007
147, 3115953, 664693, 680874, 668641, 652725, 224510, 224510
148, 3108892, 669918, 687955, 675419, 657320, 209140, 209140
149, 3114335, 677584, 670758, 658211, 665204, 221289, 221289
