sample_id, N_LCC, N_A_1_LCC, N_B_1_LCC, N_A_0_LCC, N_B_0_LCC, N_A_*_LCC, N_B_*_LCC
0, 3102812, 724538, 613926, 605325, 715355, 221834, 221834
1, 3104679, 648020, 687857, 679047, 639457, 225149, 225149
2, 3103291, 660011, 667454, 658646, 651518, 232831, 232831
3, 3104823, 683447, 659581, 651144, 674829, 217911, 217911
4, 3102379, 663178, 668754, 660046, 654055, 228173, 228173
5, 3105467, 629639, 716660, 707797, 621147, 215112, 215112
6, 3105492, 647836, 684008, 675227, 639427, 229497, 229497
7, 3108876, 699862, 642335, 634205, 691156, 220659, 220659
8, 3103950, 606887, 722677, 713993, 598357, 231018, 231018
9, 3104960, 655458, 678758, 669883, 647059, 226901, 226901
10, 3102635, 661070, 685093, 676324, 652248, 213950, 213950
11, 3106450, 686018, 652086, 643437, 677043, 223933, 223933
12, 3107407, 630112, 705166, 696440, 621641, 227024, 227024
13, 3109340, 661747, 689037, 680494, 653218, 212422, 212422
14, 3105406, 695992, 627031, 618660, 687193, 238265, 238265
15, 3111815, 698494, 634437, 626368, 690156, 231180, 231180
16, 3108195, 633721, 704342, 695583, 625747, 224401, 224401
17, 3101381, 668993, 674020, 665250, 660400, 216359, 216359
18, 3101375, 705712, 635716, 626811, 697202, 217967, 217967
19, 3107459, 686110, 632788, 624582, 677139, 243420, 243420
20, 3111381, 690926, 640758, 632612, 682089, 232498, 232498
21, 3105285, 660792, 681449, 672807, 652213, 219012, 219012
22, 3106361, 725584, 608966, 600672, 716753, 227193, 227193
23, 3103635, 615425, 697382, 688586, 607080, 247581, 247581
24, 3102847, 673458, 673445, 664444, 664924, 213288, 213288
25, 3100085, 693459, 640300, 631681, 684635, 225005, 225005
26, 3103013, 682133, 650108, 641630, 673568, 227787, 227787
27, 3107285, 648979, 687367, 678516, 640529, 225947, 225947
28, 3103174, 645909, 688313, 679464, 637442, 226023, 226023
29, 3101925, 652119, 687143, 678183, 643204, 220638, 220638
30, 3106281, 646898, 681784, 673245, 638532, 232911, 232911
31, 3104948, 681456, 664511, 655886, 672803, 215146, 215146
32, 3105806, 708170, 627315, 618932, 699369, 226010, 226010
33, 3099883, 654327, 666155, 657191, 645786, 238212, 238212
34, 3099763, 649158, 675113, 666139, 640743, 234305, 234305
35, 3107804, 690586, 649508, 640894, 682198, 222309, 222309
36, 3103648, 646828, 686024, 677270, 638294, 227616, 227616
37, 3105572, 662360, 638727, 630321, 653808, 260178, 260178
38, 3100102, 681297, 646166, 637827, 672274, 231269, 231269
39, 3103222, 659381, 681355, 672636, 650724, 219563, 219563
40, 3099463, 641788, 681916, 672642, 633159, 234979, 234979
