sample_id, N_LCC, N_A_1_LCC, N_B_1_LCC, N_A_0_LCC, N_B_0_LCC, N_A_*_LCC, N_B_*_LCC
0, 2302931, 458227, 449503, 415525, 423800, 277938, 277938
1, 2297344, 460331, 448050, 413877, 425478, 274804, 274804
2, 2300287, 459840, 452752, 418507, 425110, 272039, 272039
3, 2293897, 461560, 441239, 407111, 426477, 278755, 278755
4, 2298273, 459458, 451889, 417321, 424695, 272455, 272455
5, 2297715, 456469, 449473, 415397, 421708, 277334, 277334
6, 2303192, 452262, 458161, 423801, 418282, 275343, 275343
7, 2306380, 444628, 469909, 435114, 410477, 273126, 273126
8, 2302920, 452639, 458069, 423209, 418239, 275382, 275382
9, 2301673, 459167, 451358, 416883, 425123, 274571, 274571
10, 2300884, 448845, 464361, 429136, 414624, 271959, 271959
11, 2298169, 460550, 451684, 417391, 425730, 271407, 271407
12, 2306533, 460811, 454840, 420766, 426034, 272041, 272041
13, 2301949, 454255, 457397, 422726, 419535, 274018, 274018
14, 2303822, 452484, 457311, 422973, 418066, 276494, 276494
15, 2289032, 456355, 453123, 418590, 421296, 269834, 269834
16, 2301924, 453475, 455265, 420609, 419295, 276640, 276640
17, 2299668, 445468, 462836, 427986, 411150, 276114, 276114
18, 2293681, 453116, 457500, 422224, 418615, 271113, 271113
19, 2296129, 452586, 453082, 418153, 418004, 277152, 277152
20, 2298789, 452026, 454500, 419861, 417362, 277520, 277520
21, 2301670, 460587, 457637, 422946, 425704, 267398, 267398
22, 2306522, 443830, 467536, 432575, 409711, 276435, 276435
23, 2299584, 458548, 445290, 411223, 423871, 280326, 280326
24, 2291255, 451061, 456510, 421548, 416438, 272849, 272849
25, 2301153, 445762, 466355, 430953, 411547, 273268, 273268
26, 2299777, 452966, 456719, 422062, 418542, 274744, 274744
27, 2301526, 460995, 447770, 413395, 426070, 276648, 276648
28, 2304241, 446844, 465669, 430703, 412679, 274173, 274173
29, 2296772, 449240, 458637, 423990, 414701, 275102, 275102
30, 2302527, 464942, 445566, 411571, 429908, 275270, 275270
31, 2300394, 452171, 458733, 424277, 417719, 273747, 273747
32, 2301127, 455106, 459669, 424846, 420196, 270655, 270655
33, 2299363, 455826, 452342, 417842, 421505, 275924, 275924
34, 2301942, 448029, 464139, 429475, 413711, 273294, 273294
35, 2303402, 456601, 457590, 422979, 421944, 272144, 272144
36, 2301647, 453409, 453268, 418834, 418806, 278665, 278665
37, 2294775, 455134, 454259, 419524, 420524, 272667, 272667
38, 2298842, 446705, 466557, 431615, 412569, 270698, 270698
39, 2303748, 459279, 454278, 419974, 424721, 272748, 272748
40, 2302998, 462876, 450128, 415892, 428108, 272997, 272997
41, 2297129, 450231, 460359, 425686, 415515, 272669, 272669
42, 2303948, 465186, 447527, 413624, 430921, 273345, 273345
43, 2299244, 448365, 458563, 424204, 414040, 277036, 277036
44, 2301255, 459205, 453861, 419426, 424815, 271974, 271974
45, 2305003, 450955, 456131, 422075, 417044, 279399, 279399
46, 2303767, 461065, 453715, 419277, 426582, 271564, 271564
47, 2293695, 452731, 452745, 418565, 418364, 275645, 275645
48, 2304992, 457915, 457204, 422682, 423889, 271651, 271651
49, 2298211, 461844, 450485, 416223, 426883, 271388, 271388
50, 2303991, 449401, 460444, 426253, 415021, 276436, 276436
51, 2303559, 452520, 455973, 421911, 418131, 277512, 277512
52, 2298090, 452694, 457022, 421923, 417909, 274271, 274271
53, 2306717, 450486, 462868, 428342, 416205, 274408, 274408
54, 2301051, 449016, 457201, 422435, 414367, 279016, 279016
55, 2295810, 452657, 457957, 422891, 417895, 272205, 272205
56, 2294912, 454212, 456143, 421505, 419292, 271880, 271880
57, 2304204, 451676, 459941, 425370, 417357, 274930, 274930
58, 2298081, 454039, 453822, 419494, 419086, 275820, 275820
59, 2298126, 451353, 455053, 420123, 417165, 277216, 277216
60, 2298299, 451402, 460966, 425849, 416984, 271549, 271549
61, 2295799, 454408, 452128, 417605, 419426, 276116, 276116
62, 2301979, 463040, 450765, 416497, 428173, 271752, 271752
