sample_id, N_active, N_A_1, N_B_1, N_A_0, N_B_0, N_A_*, N_B_*
0, 2373900, 479892, 471939, 421757, 429380, 285466, 285466
1, 2369492, 482350, 469924, 419750, 431524, 282972, 282972
2, 2370669, 481341, 474630, 424385, 430737, 279788, 279788
3, 2365434, 483719, 463427, 413033, 432359, 286448, 286448
4, 2368862, 481508, 473196, 422797, 430727, 280317, 280317
5, 2370856, 478792, 471693, 421490, 427887, 285497, 285497
6, 2374137, 473708, 480469, 429915, 423839, 283103, 283103
7, 2376218, 466301, 491263, 440725, 416215, 280857, 280857
8, 2371020, 474504, 478999, 428446, 423861, 282605, 282605
9, 2371113, 480467, 472912, 422608, 430514, 282306, 282306
10, 2371555, 470223, 486286, 435148, 420048, 279925, 279925
11, 2368986, 482535, 473238, 422885, 431664, 279332, 279332
12, 2375084, 481990, 476551, 426656, 431369, 279259, 279259
13, 2371963, 475750, 479416, 428643, 425174, 281490, 281490
14, 2373161, 474433, 478447, 428237, 423828, 284108, 284108
15, 2363227, 478943, 475621, 424866, 427427, 278185, 278185
16, 2372147, 475389, 476872, 426215, 425295, 284188, 284188
17, 2371861, 467512, 485058, 434132, 417071, 284044, 284044
18, 2366822, 475811, 479458, 428046, 425171, 279168, 279168
19, 2366364, 474357, 474629, 423640, 423724, 285007, 285007
20, 2371457, 474270, 476833, 426184, 423528, 285321, 285321
21, 2371671, 482365, 478893, 428220, 431611, 275291, 275291
22, 2375918, 465470, 488801, 438248, 415355, 284022, 284022
23, 2370812, 480247, 467538, 417308, 429651, 288034, 288034
24, 2364130, 473005, 479023, 427743, 422215, 281072, 281072
25, 2371600, 467339, 487762, 436568, 417199, 281366, 281366
26, 2372229, 474862, 478989, 428330, 424380, 282834, 282834
27, 2371904, 482604, 469472, 419086, 431740, 284501, 284501
28, 2375000, 468545, 487007, 436199, 418601, 282324, 282324
29, 2370423, 472328, 480528, 429836, 421313, 283209, 283209
30, 2372885, 486679, 467471, 417490, 435631, 282807, 282807
31, 2371154, 473870, 480737, 430139, 423214, 281597, 281597
32, 2371360, 476851, 481354, 430549, 426006, 278300, 278300
33, 2374135, 478020, 474813, 424264, 427816, 284611, 284611
34, 2371950, 469438, 485965, 435150, 419271, 281063, 281063
35, 2374230, 478359, 479181, 428602, 427858, 280115, 280115
36, 2372697, 475243, 474991, 424649, 424840, 286487, 286487
37, 2367093, 477206, 476148, 425375, 426382, 280991, 280991
38, 2371117, 468906, 488913, 437757, 418747, 278397, 278397
39, 2374557, 480804, 476466, 426040, 430297, 280475, 280475
40, 2373354, 484993, 471451, 421390, 434038, 280741, 280741
41, 2368692, 472240, 482158, 431405, 421299, 280795, 280795
42, 2374696, 487107, 469249, 419271, 436815, 281127, 281127
43, 2370840, 469865, 481035, 430428, 419618, 284947, 284947
44, 2373009, 481319, 475658, 425298, 430684, 280025, 280025
45, 2375993, 473007, 477944, 427990, 423030, 287011, 287011
46, 2374412, 482883, 475433, 425064, 432298, 279367, 279367
47, 2368271, 475513, 475321, 424889, 424922, 283813, 283813
48, 2375000, 479747, 478575, 428104, 429746, 279414, 279414
49, 2371119, 483528, 473435, 422980, 432768, 279204, 279204
50, 2374973, 471401, 481929, 431989, 420844, 284405, 284405
51, 2373088, 473635, 477323, 427399, 423469, 285631, 285631
52, 2369783, 474909, 479099, 427896, 424105, 281887, 281887
53, 2376604, 472082, 484032, 433832, 422026, 282316, 282316
54, 2371843, 470745, 478837, 428042, 420183, 287018, 287018
55, 2366582, 474420, 479319, 428479, 423598, 280383, 280383
56, 2366467, 476153, 478252, 427406, 425178, 279739, 279739
57, 2373734, 473192, 481123, 430837, 422948, 282817, 282817
58, 2369422, 476237, 475448, 425135, 425222, 283690, 283690
59, 2370762, 472994, 477749, 426579, 422938, 285251, 285251
60, 2367267, 473040, 482009, 431055, 422653, 279255, 279255
61, 2368883, 476960, 474249, 423644, 425844, 284093, 284093
62, 2372022, 484671, 472418, 422135, 433774, 279512, 279512
63, 2373401, 467610, 484215, 433176, 418178, 285111, 285111
64, 2372581, 480406, 470029, 419899, 429755, 286246, 286246
65, 2374127, 473575, 482871, 432028, 423189, 281232, 281232
66, 2374530, 479197, 480517, 429737, 429009, 278035, 278035
67, 2370797, 480668, 470381, 419996, 429746, 285003, 285003
68, 2372130, 480971, 474136, 423808, 430123, 281546, 281546
69, 2371260, 470226, 482155, 431603, 419582, 283847, 283847
70, 2377051, 477728, 474404, 424405, 427584, 286465, 286465
71, 2371022, 480630, 475160, 424396, 429976, 280430, 280430
72, 2372080, 483844, 467356, 417314, 433154, 285206, 285206
73, 2375246, 477667, 476872, 426027, 427280, 283700, 283700
74, 2368544, 473732, 476075, 425015, 423092, 285315, 285315
75, 2372439, 475676, 477251, 426634, 425424, 283727, 283727
76, 2366830, 479971, 472700, 422133, 428544, 281741, 281741
77, 2368539, 475677, 474792, 424442, 424890, 284369, 284369
78, 2372426, 474204, 479818, 429260, 423868, 282638, 282638
79, 2373954, 477953, 474792, 424558, 427513, 284569, 284569
80, 2371832, 475626, 479678, 429144, 425318, 281033, 281033
81, 2370379, 477968, 476666, 426121, 427114, 281255, 281255
82, 2368539, 468293, 482452, 431565, 418073, 284078, 284078
83, 2370085, 481405, 474611, 424073, 430472, 279762, 279762
84, 2370303, 478545, 482476, 431236, 427730, 275158, 275158
85, 2370283, 472326, 479874, 429170, 421803, 283555, 283555
86, 2370369, 474672, 476574, 425704, 424219, 284600, 284600
87, 2375171, 483984, 471214, 420762, 433271, 282970, 282970
88, 2368569, 479091, 477345, 426376, 428477, 278640, 278640
89, 2369628, 466747, 482962, 432007, 416594, 285659, 285659
90, 2370100, 470285, 478854, 428027, 420464, 286235, 286235
