sample_id, N_LCC, N_A_1_LCC, N_B_1_LCC, N_A_0_LCC, N_B_0_LCC, N_A_*_LCC, N_B_*_LCC
62, 2663139, 537084, 541872, 517647, 513314, 276611, 276611
63, 2667457, 532022, 535802, 511700, 508037, 289948, 289948
64, 2666807, 547080, 534995, 511252, 522842, 275319, 275319
65, 2665822, 544232, 534184, 510244, 520160, 278501, 278501
66, 2667996, 539828, 532902, 508823, 516053, 285195, 285195
67, 2665639, 549337, 533139, 509339, 525062, 274381, 274381
68, 2662627, 539156, 536475, 512214, 515576, 279603, 279603
69, 2664778, 542950, 537782, 513991, 518403, 275826, 275826
70, 2663596, 541499, 533635, 509567, 517759, 280568, 280568
71, 2662606, 543305, 529722, 506658, 519075, 281923, 281923
72, 2664141, 522999, 557692, 533199, 499235, 275508, 275508
73, 2662284, 532705, 553013, 528611, 508721, 269617, 269617
74, 2661637, 538343, 536957, 512852, 514087, 279699, 279699
75, 2663858, 532924, 535221, 511404, 508695, 287807, 287807
76, 2664727, 542186, 548504, 524368, 518117, 265776, 265776
77, 2667626, 534254, 545242, 521450, 510356, 278162, 278162
78, 2670323, 546616, 541736, 517714, 522637, 270810, 270810
79, 2663704, 534041, 542582, 518649, 510138, 279147, 279147
80, 2662206, 541089, 535869, 512006, 516722, 278260, 278260
81, 2661925, 545414, 529827, 506130, 520946, 279804, 279804
82, 2662597, 525012, 546623, 522592, 501406, 283482, 283482
83, 2665271, 539962, 527669, 503950, 515744, 288973, 288973
84, 2661686, 531132, 547781, 523091, 506786, 276448, 276448
85, 2661901, 546940, 536334, 512077, 522700, 271925, 271925
86, 2668531, 536039, 538738, 515193, 511953, 283304, 283304
87, 2667112, 534415, 544438, 520564, 510549, 278573, 278573
88, 2666963, 530108, 543626, 519431, 506426, 283686, 283686
89, 2666169, 547550, 529971, 505822, 523500, 279663, 279663
90, 2661564, 526158, 545842, 521736, 502142, 282843, 282843
91, 2664403, 555405, 521380, 497657, 531069, 279446, 279446
92, 2662499, 560086, 522967, 498898, 535460, 272544, 272544
93, 2669122, 539613, 542160, 518291, 515664, 276697, 276697
94, 2668205, 553664, 525738, 501865, 529174, 278882, 278882
95, 2668836, 550586, 525462, 501561, 526619, 282304, 282304
96, 2663887, 531209, 543744, 519492, 507536, 280953, 280953
97, 2670242, 544213, 537645, 513850, 519910, 277312, 277312
98, 2670084, 549859, 527450, 503564, 525877, 281667, 281667
99, 2665131, 537169, 540376, 516275, 513651, 278830, 278830
100, 2664698, 544013, 536407, 512005, 520053, 276110, 276110
101, 2666210, 541892, 539338, 515726, 517424, 275915, 275915
102, 2667322, 540568, 547622, 523371, 516581, 269590, 269590
103, 2671410, 530866, 540519, 516806, 507075, 288072, 288072
104, 2665862, 546910, 527342, 503111, 522679, 282910, 282910
105, 2664789, 534560, 547101, 522727, 510731, 274835, 274835
106, 2669848, 546377, 531139, 507695, 522321, 281158, 281158
107, 2665477, 532978, 538391, 514509, 509175, 285212, 285212
108, 2661153, 538835, 538336, 514131, 514783, 277534, 277534
109, 2666103, 538070, 538750, 515148, 514023, 280056, 280056
110, 2662801, 533166, 543378, 519362, 509063, 278916, 278916
111, 2666354, 545771, 537459, 513500, 521512, 274056, 274056
112, 2665412, 541830, 540829, 516919, 517718, 274058, 274058
113, 2664802, 535145, 537015, 513042, 510724, 284438, 284438
114, 2663909, 545566, 534133, 510097, 521511, 276301, 276301
115, 2662982, 538390, 526763, 503205, 514544, 290040, 290040
116, 2663346, 544480, 532569, 508505, 520396, 278698, 278698
117, 2666681, 540015, 541002, 517165, 516163, 276168, 276168
118, 2668840, 523548, 551170, 527001, 499703, 283709, 283709
119, 2667449, 536652, 544458, 520323, 512882, 276567, 276567
120, 2666163, 532210, 537285, 513275, 508563, 287415, 287415
121, 2666204, 519613, 559197, 534381, 496023, 278495, 278495
122, 2669671, 535961, 548597, 524701, 511774, 274319, 274319
123, 2664160, 513884, 566794, 541828, 490188, 275733, 275733
124, 2667371, 545875, 531816, 507944, 521336, 280200, 280200
125, 2665526, 547097, 535254, 511403, 523106, 274333, 274333
126, 2664919, 533240, 548343, 524180, 508988, 275084, 275084
127, 2665930, 540108, 534307, 510615, 515948, 282476, 282476
128, 2668615, 544000, 528473, 504923, 519941, 285639, 285639
129, 2662517, 537389, 533579, 509816, 513355, 284189, 284189
130, 2668801, 524193, 558935, 534468, 500675, 275265, 275265
131, 2666060, 552122, 527062, 503133, 527751, 277996, 277996
132, 2665764, 534995, 528651, 505133, 511123, 292931, 292931
133, 2670536, 541784, 543151, 519336, 517907, 274179, 274179
134, 2665616, 545140, 530198, 506382, 521264, 281316, 281316
135, 2664291, 538144, 543853, 519915, 514199, 274090, 274090
136, 2666552, 547872, 534723, 510711, 523498, 274874, 274874
137, 2667942, 546312, 541333, 517140, 522499, 270329, 270329
138, 2664148, 550133, 530651, 507072, 525750, 275271, 275271
139, 2661544, 549888, 523834, 499747, 525703, 281186, 281186
140, 2668170, 534528, 551080, 527129, 510563, 272435, 272435
141, 2665719, 531338, 542045, 517899, 507139, 283649, 283649
142, 2660860, 532191, 531365, 507466, 508000, 290919, 290919
143, 2667589, 539563, 538662, 514523, 515261, 279790, 279790
144, 2662297, 542063, 531432, 507466, 518136, 281600, 281600
145, 2663509, 534062, 549853, 525709, 510201, 271842, 271842
146, 2665260, 545867, 533232, 509627, 521678, 277428, 277428
147, 2663118, 545334, 540379, 516339, 521210, 269928, 269928
148, 2665485, 549144, 527570, 504000, 525203, 279784, 279784
149, 2665899, 542862, 533532, 509600, 518799, 280553, 280553
150, 2666436, 537177, 540489, 515999, 513315, 279728, 279728
151, 2669303, 536632, 539622, 515731, 512708, 282305, 282305
152, 2664826, 530962, 533436, 509381, 507273, 291887, 291887
153, 2667308, 552833, 525664, 501876, 528419, 279258, 279258
154, 2659219, 541527, 533097, 508991, 516812, 279396, 279396
155, 2663968, 544361, 538786, 514540, 520797, 272742, 272742
156, 2664243, 538788, 542621, 518337, 515207, 274645, 274645
157, 2663785, 530121, 543188, 519358, 506272, 282423, 282423
158, 2662947, 527938, 547023, 522664, 504536, 280393, 280393
159, 2666891, 545706, 527327, 503656, 521786, 284208, 284208
160, 2662554, 533007, 540679, 517029, 508923, 281458, 281458
161, 2665155, 534612, 544822, 520862, 510841, 277009, 277009
162, 2661226, 558916, 519818, 496639, 534319, 275767, 275767
163, 2667223, 538433, 538701, 515019, 514548, 280261, 280261
164, 2661730, 544032, 531200, 507182, 519584, 279866, 279866
165, 2667431, 539477, 535020, 510937, 515245, 283376, 283376
166, 2661400, 545020, 529469, 505622, 520627, 280331, 280331
167, 2663005, 547965, 530460, 506723, 523641, 277108, 277108
168, 2664364, 539784, 531787, 508118, 515621, 284527, 284527
169, 2669691, 553340, 524072, 500409, 529476, 281197, 281197
170, 2664920, 541029, 530932, 507208, 516671, 284540, 284540
171, 2667601, 533773, 550133, 526283, 509902, 273755, 273755
172, 2665702, 532276, 551984, 527761, 508183, 272749, 272749
173, 2667379, 536267, 545650, 521940, 512508, 275507, 275507
174, 2664486, 536779, 546275, 522134, 512890, 273204, 273204
175, 2662518, 537970, 534970, 511121, 513933, 282262, 282262
176, 2664423, 540230, 538174, 514320, 515805, 277947, 277947
177, 2666643, 533730, 546817, 522409, 509715, 276986, 276986
178, 2666277, 539962, 527181, 503570, 516324, 289620, 289620
179, 2667641, 537170, 540253, 516292, 513536, 280195, 280195
180, 2665495, 526416, 551704, 527382, 502825, 278584, 278584
181, 2665246, 525322, 548141, 523993, 501422, 283184, 283184
182, 2667402, 540647, 540247, 516075, 516937, 276748, 276748
183, 2660213, 540737, 534814, 510828, 516546, 278644, 278644
184, 2666235, 532546, 547155, 523180, 508984, 277185, 277185
185, 2663830, 539858, 537212, 513369, 516061, 278665, 278665
186, 2669681, 518765, 556790, 532750, 495664, 282856, 282856
187, 2662370, 532624, 537350, 513332, 508552, 285256, 285256
188, 2668126, 534816, 538516, 514842, 511238, 284357, 284357
189, 2667631, 533897, 544696, 520447, 510075, 279258, 279258
190, 2668465, 552290, 535669, 512027, 527959, 270260, 270260
191, 2663778, 517683, 558603, 534080, 494484, 279464, 279464
192, 2667939, 544671, 536228, 512536, 520644, 276930, 276930
193, 2666576, 527065, 549478, 525236, 503733, 280532, 280532
194, 2666655, 529953, 540033, 516071, 506602, 286998, 286998
195, 2663749, 534218, 536128, 512125, 510328, 285475, 285475
196, 2665026, 529310, 544553, 520234, 505561, 282684, 282684
197, 2666778, 515611, 564079, 539650, 492028, 277705, 277705
198, 2666718, 526586, 546480, 522394, 503044, 284107, 284107
199, 2667157, 536675, 542688, 518110, 512720, 278482, 278482
200, 2665436, 542023, 534294, 510516, 518043, 280280, 280280
201, 2668651, 533618, 542528, 518484, 509699, 282161, 282161
202, 2668899, 541670, 537234, 513755, 517822, 279209, 279209
203, 2664842, 534393, 536751, 512602, 510218, 285439, 285439
204, 2667253, 531125, 546101, 521808, 507145, 280537, 280537
205, 2667814, 544777, 527038, 503170, 520771, 286029, 286029
206, 2666893, 548322, 524846, 501350, 524139, 284118, 284118
207, 2668029, 536345, 542763, 518728, 512735, 278729, 278729
208, 2669388, 530780, 545528, 521478, 507300, 282151, 282151
209, 2667401, 541443, 541655, 517850, 517507, 274473, 274473
210, 2668889, 543955, 535203, 511442, 519741, 279274, 279274
211, 2666058, 548936, 528608, 505294, 524226, 279497, 279497
212, 2666296, 542092, 528854, 505299, 518091, 285980, 285980
213, 2676638, 535180, 545188, 521445, 511709, 281558, 281558
214, 2669472, 543962, 533217, 509814, 520045, 281217, 281217
215, 2663864, 533290, 538928, 515003, 509371, 283636, 283636
216, 2664396, 532917, 540088, 516301, 509252, 282919, 282919
217, 2664472, 538120, 538365, 514350, 514457, 279590, 279590
218, 2666477, 541131, 534455, 510744, 517051, 281548, 281548
219, 2662960, 536119, 536181, 511964, 512182, 283257, 283257
220, 2666670, 541371, 538033, 514397, 517279, 277795, 277795
221, 2666223, 543367, 535957, 512022, 519421, 277728, 277728
222, 2666307, 534470, 545756, 521660, 510531, 276945, 276945
223, 2663201, 546066, 525430, 501926, 521675, 284052, 284052
224, 2664076, 545214, 533267, 509454, 520879, 277631, 277631
225, 2667296, 532678, 542565, 518575, 508844, 282317, 282317
226, 2670351, 534467, 538913, 514877, 510542, 285776, 285776
227, 2672047, 526516, 546903, 522691, 502875, 286531, 286531
228, 2666555, 540403, 536341, 512832, 516199, 280390, 280390
229, 2662990, 551358, 522976, 499274, 526876, 281253, 281253
230, 2665295, 547035, 533423, 509518, 523071, 276124, 276124
231, 2664525, 533406, 538232, 513981, 509744, 284581, 284581
232, 2661758, 529188, 545104, 520922, 505548, 280498, 280498
233, 2660298, 530254, 543349, 519028, 506243, 280712, 280712
234, 2668261, 542310, 538689, 515174, 518582, 276753, 276753
235, 2666040, 535216, 537896, 513957, 511325, 283823, 283823
236, 2669155, 530837, 544343, 520491, 507530, 282977, 282977
237, 2669836, 533022, 547771, 523486, 509083, 278237, 278237
238, 2662916, 536486, 540861, 517096, 512475, 277999, 277999
239, 2665502, 537559, 541126, 517088, 513383, 278173, 278173
240, 2669643, 531720, 550472, 526725, 507968, 276379, 276379
241, 2668670, 552182, 527250, 503823, 527769, 278823, 278823
242, 2667915, 551834, 524522, 501044, 527719, 281398, 281398
243, 2659209, 536940, 529020, 504611, 512852, 287893, 287893
244, 2662733, 551316, 524786, 500556, 527283, 279396, 279396
245, 2662888, 540985, 533778, 509722, 517227, 280588, 280588
246, 2665324, 536269, 542363, 518638, 512560, 277747, 277747
247, 2666735, 530485, 543326, 519063, 506647, 283607, 283607
248, 2665219, 542442, 537290, 513302, 518639, 276773, 276773
249, 2666418, 536623, 538299, 514672, 512586, 282119, 282119
250, 2669474, 541064, 540631, 516880, 517427, 276736, 276736
251, 2665065, 534445, 540888, 516883, 510671, 281089, 281089
252, 2665198, 554703, 518274, 494586, 530419, 283608, 283608
253, 2668280, 544661, 538137, 514090, 520872, 275260, 275260
254, 2668112, 528250, 556113, 532299, 504466, 273492, 273492
255, 2666314, 548079, 525982, 502158, 524085, 283005, 283005
256, 2664301, 540715, 547437, 523220, 516405, 268262, 268262
257, 2666262, 529723, 541145, 517242, 505808, 286172, 286172
258, 2662053, 539883, 537102, 512948, 515726, 278197, 278197
259, 2670056, 543675, 538910, 515410, 519569, 276246, 276246
260, 2660497, 542343, 526580, 502784, 518256, 285267, 285267
261, 2662648, 537620, 540725, 516608, 513905, 276895, 276895
262, 2660889, 549317, 524389, 500700, 524767, 280858, 280858
263, 2664706, 522136, 554700, 530386, 498624, 279430, 279430
264, 2669362, 553674, 518031, 494548, 528987, 287061, 287061
265, 2666304, 549717, 526901, 503257, 525471, 280479, 280479
266, 2662891, 525921, 546601, 522295, 502076, 282999, 282999
267, 2659912, 541168, 536377, 512176, 516673, 276759, 276759
268, 2668373, 536465, 544950, 520893, 512785, 276640, 276640
269, 2662027, 539864, 535345, 510869, 516057, 279946, 279946
270, 2667868, 541385, 539261, 515560, 517662, 277000, 277000
271, 2672122, 532111, 545706, 522317, 508838, 281575, 281575
272, 2665768, 541875, 529298, 505371, 518070, 285577, 285577
273, 2661010, 538025, 533987, 509925, 513759, 282657, 282657
274, 2669045, 544278, 531970, 508703, 519824, 282135, 282135
275, 2666668, 535398, 543339, 519441, 511222, 278634, 278634
276, 2667846, 529852, 547168, 522886, 506096, 280922, 280922
277, 2662103, 547706, 527979, 503943, 523715, 279380, 279380
278, 2670917, 547482, 528971, 505742, 523446, 282638, 282638
279, 2664860, 527257, 552161, 528261, 503545, 276818, 276818
280, 2662186, 533616, 539774, 515699, 510127, 281485, 281485
281, 2663576, 540190, 533160, 509176, 515834, 282608, 282608
282, 2664759, 524861, 549633, 525801, 501482, 281491, 281491
283, 2668622, 535861, 534364, 510809, 512176, 287706, 287706
284, 2667087, 547786, 532066, 508329, 523598, 277654, 277654
285, 2666751, 538227, 541833, 518271, 514220, 277100, 277100
286, 2670002, 528410, 546517, 522499, 505034, 283771, 283771
287, 2664572, 542043, 537378, 513454, 518089, 276804, 276804
288, 2666868, 526241, 547584, 523371, 502152, 283760, 283760
289, 2664366, 556416, 519605, 496018, 532021, 280153, 280153
290, 2663274, 529051, 551717, 527558, 505048, 274950, 274950
291, 2665482, 540462, 538029, 513947, 516542, 278251, 278251
292, 2669427, 539925, 540156, 516587, 516121, 278319, 278319
293, 2665989, 531243, 544660, 521125, 507161, 280900, 280900
294, 2665189, 528328, 542193, 518220, 504466, 285991, 285991
295, 2667900, 535097, 540251, 516614, 510996, 282471, 282471
296, 2666101, 521760, 555453, 531049, 498219, 279810, 279810
297, 2664417, 527032, 547816, 523481, 503476, 281306, 281306
298, 2664274, 541375, 531202, 507278, 517193, 283613, 283613
299, 2664986, 528313, 548078, 523716, 504315, 280282, 280282
300, 2661642, 531544, 547012, 522396, 507892, 276399, 276399
301, 2661736, 545186, 537490, 513167, 520845, 272524, 272524
302, 2664417, 532628, 543921, 519895, 508587, 279693, 279693
303, 2663133, 527662, 549066, 524731, 504090, 278792, 278792
304, 2665269, 551034, 526752, 503366, 526405, 278856, 278856
305, 2668892, 540967, 538278, 514647, 517588, 278706, 278706
306, 2664736, 535547, 541106, 517006, 511997, 279540, 279540
307, 2668182, 556103, 529992, 506172, 531355, 272280, 272280
308, 2664692, 534193, 539191, 515159, 510375, 282887, 282887
309, 2664269, 532376, 535827, 511850, 508082, 288067, 288067
310, 2663985, 546761, 531362, 507428, 522790, 277822, 277822
311, 2657398, 545344, 521373, 497126, 521351, 286102, 286102
312, 2661737, 551563, 528218, 504083, 527261, 275306, 275306
313, 2671438, 554996, 530010, 506819, 530775, 274419, 274419
314, 2662646, 511627, 566003, 541285, 488585, 277573, 277573
315, 2666871, 544400, 541019, 517152, 520612, 271844, 271844
316, 2667041, 534900, 539825, 516164, 510932, 282610, 282610
317, 2664329, 535264, 544844, 520509, 511564, 276074, 276074
318, 2665889, 531365, 556238, 532020, 507600, 269333, 269333
319, 2663072, 529535, 538778, 514477, 505642, 287320, 287320
320, 2666986, 540677, 538097, 514197, 517071, 278472, 278472
321, 2669641, 554593, 522235, 498956, 530417, 281720, 281720
322, 2660519, 534767, 539173, 514722, 510929, 280464, 280464
323, 2667697, 538332, 543404, 519567, 514138, 276128, 276128
324, 2666350, 537593, 542916, 519216, 513189, 276718, 276718
325, 2662425, 532154, 544324, 519795, 508680, 278736, 278736
326, 2664915, 545692, 530493, 506940, 521548, 280121, 280121
327, 2668341, 518050, 555539, 531185, 494397, 284585, 284585
328, 2664294, 526389, 552471, 528433, 502519, 277241, 277241
329, 2667192, 539547, 537080, 512895, 515632, 281019, 281019
330, 2666562, 545487, 533843, 510222, 521572, 277719, 277719
331, 2667614, 536722, 544110, 520258, 512916, 276804, 276804
332, 2660756, 534253, 536638, 512231, 510286, 283674, 283674
333, 2665404, 540387, 533181, 509507, 516061, 283134, 283134
334, 2667063, 542667, 534705, 511308, 518857, 279763, 279763
335, 2659027, 538144, 527157, 503132, 513942, 288326, 288326
336, 2666468, 549170, 532016, 508107, 524835, 276170, 276170
337, 2666755, 539851, 535845, 512031, 515688, 281670, 281670
338, 2662640, 537924, 538160, 513796, 513788, 279486, 279486
339, 2666540, 542121, 536315, 512453, 518153, 278749, 278749
340, 2662855, 527161, 546099, 521746, 503095, 282377, 282377
341, 2665737, 530462, 548382, 524193, 506628, 278036, 278036
342, 2664887, 548380, 526712, 502962, 524333, 281250, 281250
343, 2664810, 549009, 528201, 504313, 524759, 279264, 279264
344, 2664977, 534296, 543107, 518787, 510331, 279228, 279228
345, 2666471, 528687, 550132, 526099, 505359, 278097, 278097
346, 2666334, 543539, 534941, 511228, 519674, 278476, 278476
347, 2664066, 534328, 539361, 515526, 510183, 282334, 282334
348, 2666918, 541225, 540409, 516320, 517634, 275665, 275665
349, 2664897, 524833, 550504, 526092, 501478, 280995, 280995
350, 2667631, 552498, 526415, 503030, 528492, 278598, 278598
351, 2664201, 527694, 541962, 517800, 504233, 286256, 286256
352, 2667312, 537691, 542150, 518110, 513765, 277798, 277798
353, 2668138, 548788, 533268, 509410, 524768, 275952, 275952
354, 2662158, 534042, 535082, 510946, 509888, 286100, 286100
355, 2673712, 533492, 546259, 522495, 510094, 280686, 280686
356, 2666719, 534545, 533740, 509995, 510689, 288875, 288875
357, 2665923, 536001, 536899, 513030, 512107, 283943, 283943
358, 2665726, 543888, 533301, 509394, 519737, 279703, 279703
359, 2664968, 537357, 538861, 514844, 513184, 280361, 280361
360, 2665016, 520964, 552646, 528398, 496954, 283027, 283027
361, 2667563, 519439, 553645, 529306, 495945, 284614, 284614
362, 2664947, 529978, 546982, 522739, 506110, 279569, 279569
363, 2663489, 546896, 530677, 507021, 522821, 278037, 278037
364, 2664375, 538053, 540575, 516453, 514122, 277586, 277586
365, 2662365, 543938, 535160, 511172, 519609, 276243, 276243
366, 2667844, 521977, 548759, 524382, 498858, 286934, 286934
367, 2667951, 532558, 535550, 511918, 509379, 289273, 289273
368, 2670340, 548794, 537429, 513808, 524885, 272712, 272712
369, 2667621, 542294, 536557, 512529, 518159, 279041, 279041
370, 2662855, 550596, 532794, 508757, 526214, 272247, 272247
371, 2665094, 538792, 541118, 517446, 514434, 276652, 276652
372, 2669778, 543228, 536377, 512456, 519079, 279319, 279319
373, 2674319, 537353, 542005, 518270, 513877, 281407, 281407
374, 2664087, 548647, 526288, 502465, 524491, 281098, 281098
375, 2667240, 532266, 550655, 526455, 508428, 274718, 274718
376, 2665293, 538706, 535756, 512032, 514871, 281964, 281964
377, 2664699, 553987, 528068, 504091, 529451, 274551, 274551
378, 2668094, 539378, 547127, 523021, 515824, 271372, 271372
379, 2662251, 530514, 546704, 522333, 506578, 278061, 278061
380, 2669432, 534843, 546958, 523093, 510864, 276837, 276837
381, 2662645, 552440, 524710, 500989, 528046, 278230, 278230
382, 2667370, 538760, 540698, 516755, 514903, 278127, 278127
383, 2668481, 536501, 539712, 516302, 512772, 281597, 281597
384, 2662388, 529364, 551041, 526503, 505674, 274903, 274903
385, 2659404, 536430, 529265, 504966, 511965, 288389, 288389
386, 2661001, 529256, 540650, 516626, 505569, 284450, 284450
387, 2666206, 540163, 536429, 513048, 516038, 280264, 280264
388, 2667882, 530949, 543735, 520049, 507165, 282992, 282992
389, 2662481, 550775, 520847, 497016, 526093, 283875, 283875
390, 2667014, 563886, 516114, 492315, 539649, 277525, 277525
391, 2665613, 524419, 542943, 519026, 500537, 289344, 289344
392, 2665314, 533155, 539315, 515410, 509438, 283998, 283998
393, 2668036, 543825, 539473, 515608, 519596, 274767, 274767
394, 2665918, 527325, 547507, 523176, 503724, 282093, 282093
395, 2664102, 537375, 536359, 512282, 513284, 282401, 282401
396, 2666109, 536708, 542028, 517744, 512815, 278407, 278407
397, 2664043, 531666, 538521, 514601, 507839, 285708, 285708
398, 2666855, 543449, 535891, 511694, 519363, 278229, 278229
399, 2662587, 539337, 536170, 512062, 515472, 279773, 279773
400, 2666011, 548036, 527943, 504154, 523426, 281226, 281226
401, 2665926, 540705, 542915, 518851, 516905, 273275, 273275
402, 2667674, 542611, 535291, 511348, 518730, 279847, 279847
403, 2667782, 539959, 544170, 519897, 515620, 274068, 274068
404, 2668255, 544855, 533853, 509976, 521291, 279140, 279140
405, 2666124, 544972, 529250, 505403, 520997, 282751, 282751
406, 2665401, 530396, 548538, 524340, 506189, 277969, 277969
407, 2661563, 546027, 533926, 509667, 521943, 275000, 275000
408, 2661412, 533694, 533923, 509922, 509899, 286987, 286987
409, 2661107, 531830, 539712, 516062, 507813, 282845, 282845
410, 2662937, 548829, 527688, 504014, 524766, 278820, 278820
411, 2667422, 544478, 532999, 509538, 520473, 279967, 279967
412, 2664409, 541200, 531550, 507856, 517519, 283142, 283142
413, 2665515, 557942, 513709, 490238, 533580, 285023, 285023
414, 2667049, 546157, 529456, 505356, 522242, 281919, 281919
415, 2666228, 537640, 531337, 507433, 514020, 287899, 287899
416, 2669346, 548172, 533205, 509932, 523841, 277098, 277098
417, 2661583, 532288, 546562, 522303, 508168, 276131, 276131
418, 2665493, 543141, 538970, 515139, 518917, 274663, 274663
419, 2669604, 529742, 546689, 522892, 505941, 282170, 282170
420, 2662248, 543967, 525790, 501829, 519880, 285391, 285391
421, 2668463, 530603, 545437, 521452, 507387, 281792, 281792
422, 2666961, 543357, 536389, 512597, 519484, 277567, 277567
423, 2663491, 523873, 549987, 525577, 499986, 282034, 282034
424, 2663725, 526246, 547073, 522398, 502456, 282776, 282776
425, 2665123, 548025, 527771, 503984, 523937, 280703, 280703
426, 2662216, 533956, 540765, 516544, 510139, 280406, 280406
427, 2664792, 529498, 545208, 521178, 505310, 281799, 281799
428, 2666248, 537035, 538896, 515134, 513049, 281067, 281067
429, 2666280, 553363, 528998, 505291, 528806, 274911, 274911
430, 2656840, 536414, 545148, 520797, 512153, 271164, 271164
431, 2661832, 519504, 554814, 530358, 495848, 280654, 280654
432, 2668879, 542965, 542977, 519144, 519075, 272359, 272359
433, 2668748, 533863, 550194, 526496, 510173, 274011, 274011
434, 2664211, 550674, 526296, 502392, 526511, 279169, 279169
435, 2664313, 531379, 541887, 517645, 507672, 282865, 282865
436, 2663774, 546267, 533392, 509807, 522182, 276063, 276063
437, 2665107, 546945, 535169, 510934, 522711, 274674, 274674
438, 2658226, 517095, 553244, 528939, 493284, 282832, 282832
439, 2658488, 529809, 547305, 522923, 505467, 276492, 276492
440, 2665228, 537712, 535174, 511196, 513688, 283729, 283729
441, 2663334, 539621, 530534, 506739, 515738, 285351, 285351
442, 2661305, 552708, 524038, 499559, 528366, 278317, 278317
443, 2668418, 533946, 539753, 516055, 510130, 284267, 284267
444, 2662685, 536445, 537574, 513827, 512453, 281193, 281193
445, 2661580, 536789, 543138, 519084, 512501, 275034, 275034
446, 2664844, 546043, 533802, 510075, 521924, 276500, 276500
