sample_id, N_active, N_A_1, N_B_1, N_A_0, N_B_0, N_A_*, N_B_*
0, 1318108, 265715, 265336, 222704, 222523, 170915, 170915
1, 1319562, 268327, 265294, 222228, 225417, 169148, 169148
2, 1317573, 265838, 266147, 223366, 223160, 169531, 169531
3, 1314723, 269067, 263120, 219844, 225568, 168562, 168562
4, 1313946, 264376, 266271, 223074, 220973, 169626, 169626
5, 1318401, 265441, 269157, 226045, 222436, 167661, 167661
6, 1316967, 262226, 267079, 223637, 219825, 172100, 172100
7, 1320147, 269168, 263802, 220739, 226580, 169929, 169929
8, 1316220, 267386, 263798, 220886, 223844, 170153, 170153
9, 1319262, 265620, 265404, 222508, 222926, 171402, 171402
10, 1314628, 264413, 266029, 222890, 221326, 169985, 169985
11, 1317912, 261505, 269162, 226276, 218703, 171133, 171133
12, 1317549, 269236, 261294, 218774, 226157, 171044, 171044
13, 1318650, 266447, 262029, 219504, 223810, 173430, 173430
14, 1316881, 266067, 264664, 221942, 223014, 170597, 170597
15, 1319274, 269322, 262562, 219663, 226289, 170719, 170719
16, 1316956, 267520, 264333, 221159, 224582, 169681, 169681
17, 1315969, 270164, 263104, 220366, 226787, 167774, 167774
18, 1318557, 266520, 267575, 224434, 223722, 168153, 168153
19, 1316528, 265050, 263817, 220988, 222125, 172274, 172274
20, 1318450, 265104, 267287, 224156, 222245, 169829, 169829
21, 1315468, 265111, 267100, 224064, 222795, 168199, 168199
22, 1321194, 268769, 263486, 221475, 226024, 170720, 170720
23, 1313549, 266662, 264279, 221139, 223449, 169010, 169010
24, 1318477, 263620, 267524, 224201, 220824, 171154, 171154
25, 1314722, 265857, 265130, 222363, 222630, 169371, 169371
26, 1319619, 266411, 266178, 223627, 223883, 169760, 169760
27, 1320051, 268986, 262740, 219724, 226511, 171045, 171045
28, 1319401, 268247, 261924, 219854, 225454, 171961, 171961
29, 1315627, 264169, 268161, 224372, 220899, 169013, 169013
30, 1318686, 267447, 267408, 224487, 224460, 167442, 167442
31, 1319630, 264086, 267716, 224606, 221388, 170917, 170917
32, 1317842, 267570, 263769, 221354, 224361, 170394, 170394
33, 1318517, 266002, 264756, 222040, 223235, 171242, 171242
34, 1316848, 265727, 268613, 225399, 222591, 167259, 167259
35, 1318550, 264801, 266692, 223695, 222066, 170648, 170648
36, 1317579, 261903, 267640, 224360, 219026, 172325, 172325
37, 1319297, 270396, 261478, 218739, 227308, 170688, 170688
38, 1314544, 263168, 267656, 224154, 219914, 169826, 169826
39, 1316300, 260980, 268724, 225578, 217966, 171526, 171526
40, 1316743, 264370, 264416, 221657, 221386, 172457, 172457
41, 1315380, 266724, 266231, 223149, 223226, 168025, 168025
42, 1318318, 266830, 264706, 221572, 223600, 170805, 170805
43, 1316058, 263458, 268319, 224625, 220908, 169374, 169374
44, 1315080, 266159, 263309, 220688, 223150, 170887, 170887
45, 1310003, 264295, 260475, 217619, 220794, 173410, 173410
46, 1319721, 261532, 269848, 226705, 219260, 171188, 171188
47, 1315410, 265334, 265222, 221718, 222428, 170354, 170354
48, 1319202, 268659, 263647, 220815, 225137, 170472, 170472
49, 1317752, 260974, 271616, 228443, 217987, 169366, 169366
50, 1317340, 272471, 259246, 217209, 228594, 169910, 169910
51, 1318862, 263738, 267580, 224951, 220661, 170966, 170966
52, 1316181, 267991, 260619, 217787, 224250, 172767, 172767
53, 1319836, 264585, 268611, 225302, 222042, 169648, 169648
54, 1318074, 268571, 262011, 219628, 225098, 171383, 171383
55, 1317837, 267892, 263595, 220623, 224799, 170464, 170464
56, 1319876, 268393, 263657, 221064, 225290, 170736, 170736
57, 1314648, 259474, 270981, 227819, 216852, 169761, 169761
58, 1318049, 264802, 268363, 225528, 221712, 168822, 168822
59, 1320235, 263546, 271581, 228321, 221201, 167793, 167793
60, 1317436, 265216, 264509, 221827, 222422, 171731, 171731
61, 1314106, 262882, 267859, 224672, 219869, 169412, 169412
62, 1319295, 263280, 272980, 229645, 220810, 166290, 166290
63, 1317231, 267075, 264027, 221227, 223800, 170551, 170551
64, 1317986, 265144, 267349, 224486, 222251, 169378, 169378
65, 1317017, 269160, 264412, 221822, 225949, 167837, 167837
66, 1318490, 264691, 266811, 223808, 221906, 170637, 170637
67, 1318782, 260968, 268861, 225747, 218358, 172424, 172424
68, 1316815, 265011, 267078, 224326, 222200, 169100, 169100
69, 1317432, 264498, 264691, 222206, 221697, 172170, 172170
70, 1316571, 263354, 263634, 220828, 220507, 174124, 174124
71, 1319598, 269409, 263803, 220674, 226226, 169743, 169743
72, 1315608, 259863, 270340, 227110, 216945, 170675, 170675
73, 1316750, 267232, 262120, 219434, 224166, 171899, 171899
74, 1317352, 262319, 271126, 227758, 219807, 168171, 168171
75, 1316351, 265226, 264012, 221081, 222540, 171746, 171746
76, 1315830, 269974, 263328, 220316, 226090, 168061, 168061
77, 1317141, 263993, 267065, 223835, 221076, 170586, 170586
78, 1319102, 261713, 270062, 226885, 219204, 170619, 170619
79, 1317673, 263428, 270250, 226945, 220604, 168223, 168223
80, 1319523, 270497, 265045, 222159, 227182, 167320, 167320
81, 1319215, 266503, 265659, 222837, 223816, 170200, 170200
82, 1315064, 264773, 266675, 223716, 221914, 168993, 168993
83, 1319649, 261868, 267876, 224509, 219392, 173002, 173002
84, 1312519, 264862, 262984, 219797, 221934, 171471, 171471
85, 1316030, 261796, 266440, 223201, 219571, 172511, 172511
86, 1312168, 272389, 256065, 213147, 228565, 171001, 171001
87, 1315449, 268693, 264975, 222099, 225356, 167163, 167163
88, 1317121, 268851, 262310, 219835, 225727, 170199, 170199
89, 1317658, 268327, 263515, 221181, 225235, 169700, 169700
90, 1316771, 264673, 265235, 221908, 221891, 171532, 171532
91, 1318013, 266797, 264558, 221787, 224007, 170432, 170432
92, 1318279, 266061, 264964, 221829, 223077, 171174, 171174
93, 1316021, 265787, 264801, 221989, 223108, 170168, 170168
94, 1313000, 271428, 256303, 213613, 227752, 171952, 171952
95, 1319157, 261416, 269744, 226525, 218830, 171321, 171321
96, 1318709, 267652, 266442, 223179, 224690, 168373, 168373
97, 1319299, 264192, 265812, 223103, 221392, 172400, 172400
98, 1315507, 265153, 267697, 224504, 222323, 167915, 167915
99, 1314215, 269235, 261408, 218374, 225714, 169742, 169742
100, 1316618, 261476, 270872, 227839, 218641, 168895, 168895
101, 1317564, 266431, 264887, 221650, 223344, 170626, 170626
102, 1318691, 268003, 261205, 218549, 225380, 172777, 172777
103, 1316928, 266972, 265759, 223005, 224320, 168436, 168436
104, 1321509, 269874, 263676, 221007, 226792, 170080, 170080
105, 1312303, 265323, 264741, 220946, 222187, 169553, 169553
106, 1314207, 261142, 271203, 227657, 218439, 167883, 167883
107, 1315424, 268705, 265587, 222637, 225027, 166734, 166734
108, 1313771, 264875, 263841, 220953, 222002, 171050, 171050
109, 1317210, 268385, 263527, 220573, 225265, 169730, 169730
110, 1316539, 270580, 261757, 218804, 227218, 169090, 169090
111, 1319057, 266956, 267564, 224491, 223974, 168036, 168036
112, 1316058, 266298, 266711, 223518, 223073, 168229, 168229
113, 1319933, 270607, 264686, 221949, 227333, 167679, 167679
114, 1318527, 261682, 272711, 228994, 219296, 167922, 167922
115, 1317803, 266119, 264369, 222009, 222946, 171180, 171180
116, 1317390, 259637, 272330, 228685, 216964, 169887, 169887
117, 1317941, 267601, 264942, 222323, 224549, 169263, 169263
118, 1316375, 262267, 268353, 225088, 219611, 170528, 170528
119, 1314229, 264701, 264163, 221114, 221427, 171412, 171412
120, 1318477, 267718, 261034, 218743, 224548, 173217, 173217
121, 1318539, 268160, 264773, 222343, 224967, 169148, 169148
122, 1315223, 261616, 267631, 224546, 218810, 171310, 171310
123, 1318720, 270776, 264559, 221741, 227606, 167019, 167019
124, 1318164, 259002, 272894, 229779, 216435, 170027, 170027
125, 1318229, 270958, 262961, 219808, 227650, 168426, 168426
126, 1318703, 267959, 264645, 221611, 224956, 169766, 169766
127, 1313673, 266739, 265291, 222128, 223567, 167974, 167974
128, 1314273, 264168, 266585, 223367, 221053, 169550, 169550
129, 1318406, 264902, 267663, 224783, 222250, 169404, 169404
130, 1316759, 267221, 264262, 220985, 223967, 170162, 170162
131, 1313561, 262903, 268647, 225272, 220017, 168361, 168361
132, 1314476, 267249, 266080, 223306, 223667, 167087, 167087
133, 1318386, 265858, 267167, 223709, 223126, 169263, 169263
134, 1320348, 268615, 264725, 222073, 225753, 169591, 169591
135, 1316074, 264990, 266786, 223837, 221983, 169239, 169239
136, 1319476, 263793, 269798, 226707, 221168, 169005, 169005
137, 1318790, 265726, 266103, 223456, 222635, 170435, 170435
138, 1314736, 268403, 265040, 221976, 224745, 167286, 167286
139, 1317682, 266709, 267062, 223950, 223599, 168181, 168181
140, 1322035, 261867, 269107, 226194, 219553, 172657, 172657
141, 1316951, 263342, 266511, 223603, 220707, 171394, 171394
