sample_id, N_LCC, N_A_1_LCC, N_B_1_LCC, N_A_0_LCC, N_B_0_LCC, N_A_*_LCC, N_B_*_LCC
0, 1133891, 221944, 222378, 198908, 198251, 146205, 146205
1, 1144649, 225691, 223570, 199600, 201898, 146945, 146945
2, 1126059, 221366, 221303, 197944, 197780, 143833, 143833
3, 1125480, 223365, 219102, 195473, 199502, 144019, 144019
4, 1116193, 216722, 220893, 197535, 193327, 143858, 143858
5, 1100941, 215429, 219244, 196080, 192648, 138770, 138770
6, 1087374, 209619, 213336, 190799, 187380, 143120, 143120
7, 1133684, 225413, 219643, 195945, 201825, 145429, 145429
8, 1117646, 220467, 217671, 194228, 197090, 144095, 144095
9, 1112006, 218189, 216084, 193160, 195095, 144739, 144739
10, 1104239, 215093, 216877, 193745, 192086, 143219, 143219
11, 1119146, 214433, 222949, 199619, 191351, 145397, 145397
12, 1114889, 222152, 214472, 191653, 198650, 143981, 143981
13, 1130534, 221051, 218907, 195531, 197731, 148657, 148657
14, 1115589, 219041, 217728, 194590, 195816, 144207, 144207
15, 1128215, 224256, 218210, 194895, 200564, 145145, 145145
16, 1137434, 226604, 220028, 196488, 202566, 145874, 145874
17, 1121240, 224708, 216719, 193515, 201094, 142602, 142602
18, 1133987, 221616, 225375, 201302, 198190, 143752, 143752
19, 1105795, 215908, 215138, 192109, 192818, 144911, 144911
20, 1122568, 218861, 221947, 198401, 195427, 143966, 143966
21, 1128879, 222306, 222397, 198913, 199059, 143102, 143102
22, 1126568, 222671, 218514, 195863, 199000, 145260, 145260
23, 1119102, 220333, 219956, 196291, 196836, 142843, 142843
24, 1114312, 216440, 219245, 195902, 193353, 144686, 144686
25, 1087983, 213565, 213612, 190844, 190740, 139611, 139611
26, 1132252, 223372, 221206, 197955, 199951, 144884, 144884
27, 1138743, 226502, 219775, 195907, 202861, 146849, 146849
28, 1137006, 224375, 220004, 196622, 200555, 147725, 147725
29, 1123418, 219449, 222358, 198416, 195877, 143659, 143659
30, 1106108, 218040, 218497, 195392, 195027, 139576, 139576
31, 1125348, 218845, 221267, 197789, 195743, 145852, 145852
32, 1132725, 224013, 219510, 196261, 200085, 146428, 146428
33, 1125479, 220901, 219006, 195955, 197587, 146015, 146015
34, 1118129, 218820, 222036, 198370, 195601, 141651, 141651
35, 1120316, 218770, 220435, 197129, 195610, 144186, 144186
36, 1119278, 215064, 221362, 197734, 192018, 146550, 146550
37, 1123411, 225081, 214772, 191664, 201468, 145213, 145213
38, 1114914, 216026, 221150, 197284, 192680, 143887, 143887
39, 1104574, 211939, 219690, 196537, 189046, 143681, 143681
40, 1102957, 214961, 215435, 192667, 191970, 143962, 143962
41, 1120918, 222047, 219286, 195911, 198236, 142719, 142719
42, 1127690, 221520, 219692, 196212, 197776, 146245, 146245
43, 1134772, 220554, 224899, 200757, 197116, 145723, 145723
44, 1107965, 217975, 215633, 192765, 194838, 143377, 143377
45, 1071723, 209642, 206987, 184691, 187023, 141690, 141690
46, 1125599, 216310, 224375, 200724, 193598, 145296, 145296
47, 1104058, 217625, 215179, 191930, 194514, 142405, 142405
48, 1119450, 221920, 216675, 193437, 198192, 144613, 144613
49, 1088924, 209384, 218729, 195907, 186886, 139009, 139009
50, 1098901, 220980, 209088, 187135, 197668, 142015, 142015
51, 1121156, 216610, 221767, 198599, 193180, 145500, 145500
52, 1116388, 220337, 214937, 191861, 196591, 146331, 146331
53, 1130566, 221077, 222624, 198933, 197500, 145216, 145216
54, 1080822, 213014, 209342, 186967, 190541, 140479, 140479
55, 1124646, 222260, 219027, 195499, 198788, 144536, 144536
56, 1127791, 221792, 219258, 195990, 198095, 146328, 146328
57, 1096877, 211372, 219511, 196547, 188809, 140319, 140319
58, 1108788, 215925, 221355, 198115, 192883, 140255, 140255
59, 1134609, 220800, 227492, 203418, 197503, 142698, 142698
60, 1139622, 222948, 221966, 198332, 199080, 148648, 148648
61, 1108538, 214889, 220062, 196665, 192054, 142434, 142434
62, 1126969, 218295, 227522, 203624, 195368, 141080, 141080
63, 1117879, 220551, 217010, 193919, 197143, 144628, 144628
64, 1120010, 219613, 219721, 196527, 196047, 144051, 144051
65, 1138605, 227527, 221480, 197938, 203392, 144134, 144134
66, 1118326, 218709, 220051, 196813, 195537, 143608, 143608
67, 1112029, 212425, 221389, 198042, 189805, 145184, 145184
68, 1089649, 211114, 217446, 194635, 188806, 138824, 138824
69, 1132842, 220245, 221719, 198417, 196615, 147923, 147923
70, 1119322, 217405, 217332, 194054, 194147, 148192, 148192
71, 1120965, 223111, 217124, 193723, 199743, 143632, 143632
72, 1130627, 215724, 226303, 202341, 192323, 146968, 146968
73, 1122089, 221543, 215581, 192569, 198090, 147153, 147153
