sample_id, N_active, N_A_1, N_B_1, N_A_0, N_B_0, N_A_*, N_B_*, seed
0, 2323789, 1162, 1153900, 1153216, 711, 7400, 7400, 3953950214
3, 2322087, 819, 1153610, 1152841, 351, 7233, 7233, 466102968
6, 2323751, 806, 1154771, 1154127, 331, 6858, 6858, 4198097148
4, 2320921, 911, 1153235, 1152540, 397, 6919, 6919, 3500553429
2, 2321683, 852, 1153457, 1152875, 395, 7052, 7052, 1989681658
10, 2326181, 1155888, 767, 297, 1155245, 6992, 6992, 2382279842
5, 2322378, 795, 1154153, 1153567, 361, 6751, 6751, 1685124774
11, 2321100, 863, 1152965, 1152490, 402, 7190, 7190, 2778112010
1, 2320582, 1021, 1152875, 1152325, 523, 6919, 6919, 3475289801
7, 2321640, 1152992, 966, 522, 1152424, 7368, 7368, 1727755583
9, 2321136, 1153389, 934, 454, 1152813, 6773, 6773, 3259561076
12, 2322991, 915, 1154011, 1153291, 452, 7161, 7161, 314059503
8, 2321581, 1152868, 1054, 538, 1152369, 7376, 7376, 206324231
14, 2322383, 987, 1153901, 1153263, 498, 6867, 6867, 699191086
16, 2321522, 820, 1153459, 1152897, 364, 6991, 6991, 2027673640
17, 2324383, 1155235, 944, 481, 1154589, 6567, 6567, 835689044
13, 2321196, 1152932, 853, 370, 1152251, 7395, 7395, 227149385
22, 2322006, 927, 1153748, 1152986, 427, 6959, 6959, 3561467207
19, 2322975, 1135, 1153807, 1153188, 651, 7097, 7097, 1743841053
18, 2320738, 1152494, 911, 440, 1151803, 7545, 7545, 1073622512
21, 2321684, 751, 1153677, 1153163, 321, 6886, 6886, 2515175376
15, 2324283, 1154560, 718, 282, 1154041, 7341, 7341, 335151599
26, 2322384, 828, 1153831, 1153211, 350, 7082, 7082, 3208909805
20, 2321251, 1153079, 796, 344, 1152566, 7233, 7233, 1598160024
27, 2323394, 761, 1154158, 1153466, 317, 7346, 7346, 3905226005
28, 2323056, 989, 1154263, 1153483, 519, 6901, 6901, 2015508910
24, 2324165, 1154768, 894, 429, 1154138, 6968, 6968, 420908825
25, 2322795, 1153720, 976, 528, 1153227, 7172, 7172, 2372890342
23, 2323867, 1154208, 893, 424, 1153710, 7316, 7316, 991457758
30, 2322314, 939, 1153840, 1153312, 489, 6867, 6867, 1792631472
29, 2324680, 1155175, 947, 466, 1154604, 6744, 6744, 1311449530
33, 2323390, 1154375, 756, 325, 1153704, 7115, 7115, 2679793535
31, 2321188, 1152763, 986, 505, 1152178, 7378, 7378, 4126194143
35, 2324219, 1034, 1154001, 1153496, 568, 7560, 7560, 325602519
32, 2321998, 834, 1153134, 1152640, 410, 7490, 7490, 2128070200
34, 2321920, 1153199, 866, 396, 1152455, 7502, 7502, 4265271990
36, 2322183, 942, 1153456, 1152900, 465, 7210, 7210, 293850707
37, 2322153, 1154194, 871, 407, 1153347, 6667, 6667, 2184224052
38, 2321774, 789, 1153685, 1153261, 349, 6845, 6845, 2790892614
43, 2323275, 874, 1154167, 1153568, 426, 7120, 7120, 4030091069
39, 2324754, 1154924, 944, 493, 1154419, 6987, 6987, 3751314896
44, 2322039, 732, 1154084, 1153609, 260, 6677, 6677, 4280016698
