sample_id, N_LCC, N_A_1_LCC, N_B_1_LCC, N_A_0_LCC, N_B_0_LCC, N_A_*_LCC, N_B_*_LCC, size_A_determined, size_B_determined, seed
22, 5755679, 2295, 2846987, 2846101, 1572, 29362, 29362, 125,5693077,1798706367
27, 5742360, 2840620, 2201, 1500, 2838267, 29886, 29886, 5678881,52,3819242608
26, 5749092, 2844049, 2275, 1584, 2842502, 29341, 29341, 5686545,84,1103797228
21, 5739796, 2838548, 2277, 1597, 2837690, 29842, 29842, 5676227,105,2195027349
36, 5746175, 2232, 2842407, 2840440, 1568, 29764, 29764, 79,5682843,828840931
35, 5746866, 2378, 2841976, 2840635, 1693, 30092, 30092, 160,5682594,1785113441
29, 5755124, 2847881, 2051, 1373, 2846637, 28591, 28591, 5694506,45,1577966385
32, 5737227, 2837283, 2208, 1517, 2835843, 30188, 30188, 5673118,105,858357440
31, 5749567, 2844075, 2238, 1551, 2842433, 29635, 29635, 5686508,65,231273049
30, 5743314, 2222, 2840748, 2839762, 1534, 29524, 29524, 87,5680504,3256595289
39, 5744147, 2330, 2841625, 2839597, 1631, 29482, 29482, 197,5681208,1553706704
25, 5748963, 2843519, 2213, 1524, 2842063, 29822, 29822, 5685582,67,870204326
40, 5749893, 2288, 2843962, 2841918, 1589, 30068, 30068, 76,5685868,4192103053
38, 5744659, 2336, 2841222, 2840429, 1612, 29530, 29530, 103,5681648,2156250309
28, 5748923, 2197, 2843761, 2842654, 1527, 29392, 29392, 95,5686409,436145744
45, 5746966, 2400, 2842501, 2841103, 1680, 29641, 29641, 142,5683593,2767168080
51, 5740818, 2424, 2839418, 2836409, 1705, 30431, 30431, 106,5675815,1140716136
34, 5747097, 2842540, 2162, 1479, 2840698, 30109, 30109, 5683235,97,3123473158
33, 5751859, 2845482, 2233, 1546, 2844286, 29156, 29156, 5689757,118,3158230200
52, 5750242, 2292, 2844396, 2843526, 1616, 29206, 29206, 83,5687916,1800989983
48, 5745630, 2842381, 2099, 1457, 2841293, 29200, 29200, 5683674,73,962897803
49, 5740239, 2838626, 2207, 1525, 2837771, 30055, 30055, 5676394,74,3181125623
37, 5749382, 2843596, 2544, 1793, 2842653, 29398, 29398, 5686243,93,648150450
54, 5744688, 2063, 2841694, 2840129, 1400, 29701, 29701, 71,5681820,2791517375
53, 5753427, 2845979, 2170, 1536, 2845010, 29366, 29366, 5690980,191,2857024129
41, 5745114, 2142, 2841569, 2840679, 1454, 29635, 29635, 83,5682238,2938914982
57, 5741223, 2335, 2839482, 2838397, 1655, 29677, 29677, 167,5677873,1965469749
43, 5742651, 2391, 2841124, 2838926, 1654, 29278, 29278, 194,5680044,4095081282
44, 5743459, 2330, 2840655, 2839172, 1628, 29837, 29837, 137,5679827,1536327662
50, 5752280, 2328, 2845971, 2844090, 1585, 29153, 29153, 100,5690058,2001606659
42, 5747841, 2844286, 2325, 1618, 2841146, 29233, 29233, 5685423,92,502702702
56, 5748929, 2079, 2843054, 2842336, 1438, 30011, 30011, 48,5685390,2965975474
58, 5749383, 2179, 2843980, 2842891, 1523, 29405, 29405, 180,5686868,3524919741
46, 5751632, 2844249, 2182, 1501, 2843440, 30130, 30130, 5687686,208,4059374963
47, 5748089, 2842704, 2560, 1802, 2841863, 29580, 29580, 5684567,135,4063714437
59, 5745410, 2841955, 2206, 1548, 2840583, 29559, 29559, 5682535,138,4223406740
66, 5748898, 2279, 2843689, 2842405, 1593, 29466, 29466, 121,5686076,2416645693
64, 5755242, 2847871, 2148, 1490, 2845599, 29067, 29067, 5693464,143,2583897564
68, 5756021, 2242, 2848276, 2846239, 1546, 28859, 28859, 115,5694506,3806720854
61, 5745324, 2841946, 2059, 1401, 2840440, 29739, 29739, 5682372,93,2482638045
55, 5749462, 2305, 2844030, 2842970, 1597, 29280, 29280, 78,5686997,1384542093
65, 5752288, 2845692, 2121, 1504, 2843917, 29527, 29527, 5689606,147,2113556392
60, 5746899, 2173, 2842973, 2841050, 1475, 29614, 29614, 74,5684017,590977985
71, 5746022, 2195, 2842208, 2840420, 1517, 29841, 29841, 83,5682625,4155072021
63, 5746735, 2842216, 2513, 1807, 2840911, 29644, 29644, 5683119,88,15934592
70, 5744742, 2135, 2842134, 2840372, 1473, 29314, 29314, 108,5682500,824238830
62, 5753120, 2846049, 2105, 1408, 2845258, 29150, 29150, 5691293,63,1518028456
67, 5745381, 2283, 2841385, 2840478, 1541, 29847, 29847, 53,5681863,645410565
69, 5745740, 2299, 2841339, 2840374, 1602, 30063, 30063, 73,5681710,55817028
73, 5750988, 2031, 2845445, 2843514, 1416, 29291, 29291, 75,5688951,3349365000
76, 5755088, 2285, 2846351, 2845598, 1596, 29629, 29629, 170,5691939,630767033
74, 5747496, 2400, 2842043, 2841312, 1679, 30031, 30031, 81,5683342,2457701992
77, 5737134, 2838137, 2230, 1575, 2836366, 29413, 29413, 5674491,88,223126047
79, 5752852, 2209, 2845498, 2844486, 1545, 29557, 29557, 139,5689984,2884442565
88, 5738104, 2312, 2837144, 2836046, 1638, 30482, 30482, 73,5673179,499568877
86, 5737775, 2294, 2836710, 2835746, 1613, 30706, 30706, 144,5672442,1511197700
85, 5747198, 2842805, 2253, 1527, 2841429, 29592, 29592, 5684228,51,4008047766
78, 5748210, 2107, 2843627, 2841559, 1439, 29739, 29739, 105,5685180,2611135474
80, 5745112, 2841258, 2326, 1609, 2840353, 29783, 29783, 5681608,63,279694195
72, 5751003, 2845062, 2457, 1743, 2843743, 28999, 28999, 5688789,99,3581214052
75, 5745468, 2126, 2841528, 2840127, 1459, 30114, 30114, 96,5681646,2574234508
84, 5744787, 2112, 2842791, 2840080, 1446, 29179, 29179, 81,5682860,3777687753
89, 5746235, 2213, 2842330, 2841488, 1548, 29328, 29328, 85,5683818,1294452493
81, 5746539, 2291, 2841805, 2840785, 1598, 30030, 30030, 69,5682584,1255607344
91, 5746598, 2842571, 2284, 1569, 2840692, 29741, 29741, 5683254,73,2017401734
87, 5740250, 2288, 2838904, 2837651, 1591, 29908, 29908, 75,5676542,1545876949
94, 5749719, 2843870, 2090, 1461, 2842162, 30068, 30068, 5686014,87,3387687016
83, 5747634, 2842193, 2261, 1552, 2841462, 30083, 30083, 5683650,69,4020898392
92, 5749814, 2844005, 2293, 1584, 2842654, 29639, 29639, 5686647,54,2528848613
95, 5746840, 2842648, 2178, 1544, 2841094, 29688, 29688, 5683734,114,2164678946
82, 5744817, 2841122, 2217, 1549, 2840113, 29908, 29908, 5681227,74,736623118
100, 5742949, 2326, 2840884, 2839341, 1614, 29392, 29392, 55,5680213,2775495822
93, 5751470, 2844746, 2244, 1494, 2844040, 29473, 29473, 5688777,64,3221453660
99, 5748580, 2844385, 1920, 1321, 2842330, 29312, 29312, 5686709,81,2146092953
98, 5747365, 2842935, 2309, 1598, 2842027, 29248, 29248, 5684956,63,3740024095
104, 5742427, 2196, 2840214, 2838360, 1521, 30068, 30068, 82,5678571,3937387287
90, 5750122, 2844352, 2177, 1514, 2843423, 29328, 29328, 5687772,60,3587629088
103, 5742803, 2840135, 2171, 1473, 2838196, 30414, 30414, 5678322,67,2606414067
101, 5748221, 2843781, 1992, 1378, 2842334, 29368, 29368, 5686112,53,3621204183
109, 5749270, 2153, 2843774, 2842776, 1479, 29544, 29544, 62,5686544,870995910
97, 5746096, 2841907, 2140, 1485, 2840466, 30049, 30049, 5682364,66,4284911832
113, 5743943, 2067, 2841234, 2839232, 1432, 29989, 29989, 58,5680466,1713724266
106, 5745342, 2842508, 2091, 1451, 2840868, 29212, 29212, 5683367,71,3035248529
110, 5749758, 2844811, 2352, 1662, 2842123, 29405, 29405, 5686925,87,362612591
112, 5744180, 2295, 2840631, 2839484, 1578, 30096, 30096, 49,5680109,1272242037
102, 5751310, 2285, 2844938, 2843619, 1596, 29436, 29436, 151,5688546,3666843810
108, 5734555, 2836012, 2400, 1675, 2834688, 29890, 29890, 5670688,183,4038283397
96, 5745870, 2841881, 2332, 1613, 2840838, 29603, 29603, 5682719,73,3294830553
111, 5746262, 2232, 2842865, 2841984, 1527, 28827, 28827, 138,5684849,3893683287
107, 5743133, 2268, 2840182, 2839449, 1588, 29823, 29823, 139,5679622,1994002785
119, 5744391, 2098, 2842058, 2840139, 1454, 29321, 29321, 55,5682188,2232301788
105, 5738255, 2838558, 2353, 1654, 2836386, 29652, 29652, 5674941,98,255822660
117, 5752214, 2846454, 2191, 1552, 2844167, 28925, 28925, 5690618,88,2664520690
116, 5754127, 2847166, 2104, 1448, 2845031, 29189, 29189, 5692185,67,1337402055
127, 5745753, 2403, 2842097, 2840343, 1686, 29612, 29612, 92,5682425,3186985938
122, 5751736, 2306, 2844882, 2843950, 1624, 29487, 29487, 134,5688832,1284574969
121, 5751050, 2844130, 2425, 1721, 2843016, 29879, 29879, 5687146,139,3619193227
123, 5746595, 2842730, 2426, 1698, 2841043, 29349, 29349, 5683764,83,2204636518
118, 5747930, 2145, 2843289, 2841462, 1460, 29787, 29787, 48,5684745,3651770048
124, 5744077, 2841160, 2329, 1614, 2839574, 29700, 29700, 5680718,75,1261517001
114, 5748702, 2843834, 2119, 1432, 2842117, 29600, 29600, 5685936,43,4264454963
115, 5748644, 2843936, 2128, 1468, 2842220, 29446, 29446, 5686147,76,3972941405
129, 5748000, 2843961, 2215, 1538, 2841282, 29502, 29502, 5685240,174,494131397
131, 5746118, 2065, 2842954, 2841370, 1407, 29161, 29161, 103,5684311,1583547356
126, 5752216, 2845074, 2242, 1550, 2844240, 29555, 29555, 5689303,105,1642335414
130, 5745070, 2842142, 2368, 1683, 2840545, 29166, 29166, 5682676,84,1754132613
137, 5746111, 2142, 2842543, 2840348, 1478, 29800, 29800, 66,5682879,393430257
133, 5739686, 2838391, 2452, 1719, 2836064, 30530, 30530, 5674446,59,984718639
120, 5746533, 2155, 2842218, 2841288, 1484, 29694, 29694, 183,5683503,3727205583
134, 5742659, 2840884, 2213, 1526, 2838376, 29830, 29830, 5679260,67,702738151
135, 5741708, 2336, 2839393, 2837776, 1611, 30296, 30296, 89,5677155,3910524616
128, 5746639, 2842431, 2264, 1595, 2840581, 29884, 29884, 5683006,169,4202212382
125, 5742500, 2378, 2839748, 2838880, 1672, 29911, 29911, 108,5678619,2941145795
139, 5746342, 2335, 2841915, 2840286, 1640, 30083, 30083, 120,5682192,939179320
132, 5745434, 2841652, 2353, 1663, 2840170, 29798, 29798, 5681805,156,190851595
140, 5743175, 2326, 2840207, 2838429, 1631, 30291, 30291, 125,5678633,2848093513
142, 5743602, 2328, 2841627, 2839297, 1616, 29367, 29367, 132,5680924,2822751166
138, 5747723, 2157, 2842776, 2841908, 1490, 29696, 29696, 100,5684670,2532274005
143, 5745740, 2474, 2841706, 2839908, 1746, 29953, 29953, 169,5681611,3356933801
136, 5745314, 2841380, 2215, 1515, 2840392, 29906, 29906, 5681769,58,1067044855
144, 5751407, 2204, 2844965, 2843476, 1514, 29624, 29624, 65,5688438,2126515878
141, 5743409, 2841044, 2296, 1584, 2838719, 29883, 29883, 5679757,208,3913867219
146, 5750179, 2141, 2844361, 2842420, 1479, 29889, 29889, 146,5686774,3626063916
147, 5748610, 2249, 2845322, 2841735, 1560, 28872, 28872, 80,5687045,3850289296
145, 5738315, 2142, 2837902, 2836982, 1453, 29918, 29918, 64,5674869,2510897568
148, 5740988, 2388, 2839289, 2837767, 1658, 29943, 29943, 95,5677043,2210019940
154, 5746725, 2309, 2842966, 2840905, 1613, 29466, 29466, 124,5683862,1215715078
152, 5753450, 2015, 2846585, 2845047, 1371, 29216, 29216, 53,5691629,4084813229
149, 5753932, 2846984, 2361, 1654, 2845177, 28878, 28878, 5692155,197,1951570970
153, 5743316, 2299, 2840524, 2838813, 1582, 30049, 30049, 82,5679328,633673870
151, 5744095, 2119, 2841041, 2840174, 1441, 29660, 29660, 52,5681209,1810576070
157, 5746744, 2841952, 2364, 1611, 2839965, 30426, 30426, 5681905,55,967077957
150, 5744249, 2841342, 2104, 1411, 2840576, 29408, 29408, 5681915,60,211485200
155, 5756331, 2847651, 2300, 1603, 2846491, 29143, 29143, 5694133,121,3633209447
164, 5747412, 2063, 2843253, 2840859, 1393, 29922, 29922, 62,5684095,2874178107
165, 5737576, 2386, 2837415, 2835499, 1692, 30292, 30292, 85,5672908,3601451408
168, 5748457, 2281, 2844220, 2841739, 1609, 29304, 29304, 147,5685956,235876936
160, 5747526, 2204, 2842583, 2841669, 1552, 29759, 29759, 102,5684240,732385232
156, 5750368, 2843883, 2438, 1743, 2843090, 29607, 29607, 5686964,175,2789989791
158, 5744923, 2166, 2841468, 2840708, 1497, 29542, 29542, 189,5682170,3862054099
163, 5744759, 2841817, 2268, 1529, 2839429, 29858, 29858, 5681243,117,557607534
169, 5745399, 1969, 2842493, 2840957, 1342, 29319, 29319, 53,5683447,1016968800
162, 5738508, 2036, 2838755, 2836849, 1366, 29751, 29751, 55,5675598,1047414396
167, 5742208, 2840398, 2186, 1511, 2839239, 29437, 29437, 5679631,70,4044406488
170, 5753758, 2846524, 2162, 1477, 2844673, 29461, 29461, 5691188,75,3933548507
171, 5750643, 2845785, 2025, 1394, 2843221, 29109, 29109, 5688995,89,601867374
174, 5743094, 2263, 2840320, 2839017, 1562, 29966, 29966, 96,5679337,3962542798
166, 5748468, 2376, 2844171, 2842166, 1683, 29036, 29036, 78,5686334,3788741278
159, 5743390, 2839366, 2335, 1661, 2838588, 30720, 30720, 5677943,77,3629609283
175, 5750605, 2165, 2844492, 2843394, 1468, 29543, 29543, 73,5687880,4272367706
172, 5741642, 2840306, 2225, 1550, 2839075, 29243, 29243, 5679381,63,128266406
173, 5744080, 2841352, 2340, 1637, 2839243, 29754, 29754, 5680595,61,3448171541
176, 5745015, 2842443, 2092, 1416, 2840034, 29515, 29515, 5682472,109,1434156081
161, 5746621, 2842053, 2354, 1651, 2840725, 29919, 29919, 5682769,83,2814764455
177, 5748470, 2843820, 2280, 1589, 2842449, 29166, 29166, 5686269,98,323787707
181, 5743172, 2169, 2840365, 2838603, 1503, 30266, 30266, 85,5678957,2975165023
179, 5753194, 2846054, 2369, 1668, 2845035, 29034, 29034, 5691076,103,390594019
178, 5742423, 2840983, 2169, 1494, 2839131, 29323, 29323, 5680111,49,1924365717
180, 5745167, 2210, 2841124, 2840299, 1490, 30022, 30022, 88,5681412,1224200034
182, 5756883, 2847794, 2510, 1807, 2846126, 29323, 29323, 5693910,121,3563732476
189, 5749461, 2325, 2844568, 2842767, 1613, 29094, 29094, 64,5687320,4132787054
183, 5747707, 2843614, 2261, 1553, 2841807, 29236, 29236, 5685418,79,1991930902
184, 5749966, 2845227, 2149, 1463, 2843143, 28992, 28992, 5688357,67,914498286
188, 5752957, 2845559, 2127, 1477, 2844768, 29513, 29513, 5690321,79,2392599631
192, 5747782, 2365, 2842286, 2840862, 1671, 30299, 30299, 118,5683148,1491931472
190, 5755940, 2418, 2847024, 2845938, 1730, 29415, 29415, 121,5692956,2615112896
186, 5748247, 2843349, 2303, 1570, 2842131, 29447, 29447, 5685471,151,3127103158
193, 5747415, 2844214, 1893, 1279, 2841913, 29058, 29058, 5686127,43,1712838333
195, 5752274, 2509, 2845044, 2843999, 1760, 29481, 29481, 87,5689029,905572656
197, 5746657, 2842705, 2334, 1641, 2840819, 29579, 29579, 5683521,204,4132872734
194, 5744261, 2841212, 2217, 1547, 2840013, 29636, 29636, 5681207,102,1177276516
185, 5746135, 2842510, 2158, 1522, 2841489, 29228, 29228, 5683990,139,1113742917
196, 5752360, 2159, 2845086, 2844263, 1470, 29691, 29691, 59,5689346,2755176866
199, 5746613, 2240, 2841830, 2840311, 1564, 30334, 30334, 105,5682129,1216835369
200, 5748123, 2843573, 2151, 1504, 2841297, 29799, 29799, 5684864,69,3544544072
198, 5747784, 2843991, 2160, 1462, 2842283, 28944, 28944, 5686268,53,1337200534
201, 5752065, 2241, 2845372, 2844073, 1553, 29413, 29413, 80,5689445,4136873572
191, 5737874, 2837438, 2274, 1584, 2836118, 30230, 30230, 5673548,67,1703153552
204, 5756367, 2081, 2848036, 2845760, 1444, 29523, 29523, 142,5693782,2544833970
208, 5751602, 2303, 2845698, 2843622, 1639, 29170, 29170, 77,5689306,1656005528
202, 5750505, 2844412, 2029, 1382, 2843462, 29610, 29610, 5687871,92,3220889473
187, 5753840, 2110, 2846091, 2845456, 1449, 29367, 29367, 74,5691544,2174945746
211, 5746516, 2212, 2843110, 2841207, 1509, 29239, 29239, 175,5684317,2444995484
213, 5745034, 2151, 2842390, 2840556, 1463, 29237, 29237, 64,5682946,2748272310
205, 5747640, 2843070, 2147, 1479, 2842378, 29283, 29283, 5685437,134,3077200956
212, 5740767, 2377, 2838522, 2837342, 1670, 30428, 30428, 71,5675852,2468259859
203, 5746301, 2169, 2841996, 2840757, 1511, 29934, 29934, 128,5682747,2582418848
217, 5744808, 2224, 2840943, 2839872, 1529, 30120, 30120, 120,5680812,4204013691
214, 5742810, 2412, 2840221, 2839075, 1670, 29716, 29716, 101,5679293,1059155282
216, 5744963, 2294, 2841317, 2840230, 1612, 29755, 29755, 162,5681547,2566627026
206, 5748324, 2843696, 2358, 1668, 2841824, 29389, 29389, 5685517,106,482125375
222, 5743329, 2154, 2841627, 2838659, 1465, 29712, 29712, 93,5680277,524484208
210, 5752187, 1959, 2846264, 2844563, 1329, 29036, 29036, 95,5690821,3339633769
218, 5745237, 2842076, 2363, 1658, 2840102, 29519, 29519, 5682172,124,1066073913
215, 5747891, 2842744, 2239, 1559, 2841571, 29889, 29889, 5684315,73,3175929225
220, 5746445, 2310, 2842345, 2841190, 1658, 29471, 29471, 256,5683529,2246451068
207, 5747505, 2842577, 2305, 1624, 2841457, 29771, 29771, 5684028,146,583359018
221, 5744291, 2841388, 2254, 1546, 2839789, 29657, 29657, 5681168,154,1495943558
227, 5752019, 2348, 2845755, 2844229, 1689, 28999, 28999, 246,5689975,395740162
209, 5746461, 2842281, 2204, 1533, 2841551, 29446, 29446, 5683826,100,1371433100
226, 5749264, 2343, 2844237, 2842542, 1656, 29243, 29243, 114,5686770,4045285253
232, 5743259, 2108, 2841661, 2838073, 1457, 29980, 29980, 79,5679728,1394393479
223, 5747826, 2040, 2843244, 2842386, 1398, 29379, 29379, 51,5685627,4192768565
219, 5743138, 2210, 2840930, 2839319, 1525, 29577, 29577, 93,5680243,1018033408
229, 5743165, 2200, 2841118, 2839695, 1520, 29316, 29316, 76,5680810,1932400618
228, 5743790, 2253, 2840811, 2839996, 1552, 29589, 29589, 82,5680794,3480436182
234, 5746397, 2085, 2842292, 2841204, 1448, 29684, 29684, 75,5683493,717748676
224, 5747696, 2842550, 2381, 1692, 2840951, 30061, 30061, 5683492,160,3086776494
231, 5746646, 2842120, 2117, 1484, 2841355, 29785, 29785, 5683472,97,912968540
225, 5748582, 2843449, 2247, 1578, 2842050, 29629, 29629, 5685490,115,584197200
240, 5749019, 2844573, 2118, 1464, 2842598, 29133, 29133, 5687171,115,3164263499
238, 5752646, 2845623, 2118, 1445, 2844462, 29499, 29499, 5690076,102,2347441271
237, 5741972, 2840852, 2111, 1412, 2839101, 29248, 29248, 5679944,85,2153580213
242, 5754246, 1879, 2846846, 2845844, 1267, 29205, 29205, 60,5692679,3132815012
236, 5751312, 2844890, 2059, 1434, 2844047, 29441, 29441, 5688931,59,2035753250
233, 5746914, 2053, 2842289, 2840864, 1422, 30143, 30143, 161,5683150,2700535357
230, 5749883, 2844649, 1995, 1365, 2843044, 29415, 29415, 5687687,65,394771755
235, 5753710, 2846276, 2000, 1357, 2844411, 29833, 29833, 5690681,85,1963028483
245, 5744520, 2841727, 2304, 1586, 2839315, 29794, 29794, 5681025,131,1656502301
246, 5751788, 2846239, 2258, 1585, 2843902, 28902, 28902, 5690141,83,11613051
250, 5743242, 2178, 2841948, 2838780, 1496, 29420, 29420, 90,5680722,3246703657
244, 5745782, 2841684, 2311, 1634, 2840599, 29777, 29777, 5682277,88,1104620076
239, 5752365, 2846071, 1977, 1363, 2844806, 29074, 29074, 5690877,74,1075107371
253, 5751051, 2386, 2844773, 2843409, 1679, 29402, 29402, 79,5688182,4090470286
247, 5742605, 2841210, 2100, 1445, 2839564, 29143, 29143, 5680762,50,3606987857
248, 5745643, 2207, 2841370, 2840657, 1547, 29931, 29931, 215,5682024,3071253554
243, 5744516, 2840967, 2375, 1682, 2839616, 29938, 29938, 5680574,80,1982924339
254, 5750087, 2845422, 2294, 1563, 2843212, 28798, 28798, 5688631,194,2303249405
255, 5745414, 2842800, 2314, 1587, 2840509, 29102, 29102, 5683306,75,1517764136
241, 5754761, 2846056, 2318, 1657, 2845250, 29740, 29740, 5691294,156,1344268599
249, 5744122, 2840933, 2212, 1544, 2839715, 29859, 29859, 5680645,91,2349069014
258, 5741335, 2234, 2839989, 2838233, 1519, 29680, 29680, 72,5678210,4264672959
256, 5750384, 2844673, 2471, 1766, 2842834, 29320, 29320, 5687498,204,287220029
257, 5742931, 2840918, 2312, 1617, 2838382, 29851, 29851, 5679275,94,765748101
260, 5753059, 2846699, 2271, 1580, 2843967, 29271, 29271, 5690666,96,2327953550
251, 5748018, 2321, 2843265, 2842327, 1597, 29254, 29254, 49,5685586,3286591952
252, 5740465, 2838535, 2399, 1653, 2837684, 30097, 30097, 5676204,65,1416882241
262, 5742179, 2185, 2839763, 2838473, 1496, 30131, 30131, 109,5678233,3551278374
265, 5749118, 2277, 2844251, 2842064, 1582, 29472, 29472, 51,5686307,3748618374
259, 5751277, 2844866, 2469, 1753, 2843863, 29163, 29163, 5688726,145,2078333778
270, 5741479, 2276, 2839955, 2838193, 1571, 29742, 29742, 99,5678130,1435985098
267, 5746021, 2285, 2842417, 2840936, 1575, 29404, 29404, 48,5683347,4220467625
268, 5749651, 2845276, 2210, 1551, 2842752, 28931, 28931, 5688022,106,2539459237
263, 5744951, 2841891, 2097, 1440, 2841165, 29179, 29179, 5683050,51,1356404013
269, 5741129, 2412, 2838778, 2837738, 1691, 30255, 30255, 127,5676512,2531585175
264, 5750507, 2321, 2844904, 2843159, 1641, 29241, 29241, 94,5688057,4209149135
276, 5744614, 2383, 2841731, 2839767, 1709, 29512, 29512, 89,5681486,1942046631
261, 5748869, 2338, 2843597, 2842914, 1630, 29195, 29195, 73,5686505,2952609403
274, 5736793, 2173, 2836602, 2835628, 1490, 30450, 30450, 64,5672218,2515708556
272, 5746355, 2843571, 2194, 1503, 2841661, 28713, 28713, 5685220,93,4099574862
278, 5748897, 2179, 2844335, 2842367, 1482, 29267, 29267, 109,5686699,3943477961
273, 5744900, 2841064, 2194, 1503, 2839893, 30123, 30123, 5680943,59,4039353634
266, 5749459, 2252, 2843458, 2842391, 1556, 29901, 29901, 57,5685843,2594002137
280, 5745436, 2322, 2842048, 2840800, 1640, 29313, 29313, 199,5682842,3913435984
279, 5745868, 2356, 2840871, 2839959, 1682, 30500, 30500, 136,5680811,2716995775
282, 5748822, 2123, 2843627, 2842823, 1477, 29386, 29386, 113,5686444,435318638
284, 5749708, 2385, 2843369, 2842558, 1704, 29846, 29846, 153,5685924,3280267941
275, 5748936, 2843478, 2063, 1407, 2842746, 29621, 29621, 5686214,73,2602024894
287, 5744127, 2841197, 2159, 1490, 2839903, 29689, 29689, 5681078,66,2778645048
281, 5744453, 2157, 2841992, 2840238, 1494, 29286, 29286, 71,5682221,3780461169
277, 5745931, 2299, 2840918, 2840039, 1609, 30533, 30533, 121,5680953,2712321739
289, 5749207, 2843465, 2221, 1549, 2842412, 29780, 29780, 5685874,125,83291917
286, 5747009, 2842822, 2133, 1434, 2841556, 29532, 29532, 5684373,49,200080469
271, 5752866, 2441, 2845204, 2844559, 1724, 29469, 29469, 99,5689752,3900769314
288, 5750283, 2367, 2843788, 2843023, 1655, 29725, 29725, 77,5686802,2837670425
290, 5743560, 2839987, 2422, 1738, 2839163, 30125, 30125, 5679146,420,1355254111
285, 5742762, 2241, 2840323, 2838943, 1571, 29842, 29842, 62,5679258,2675406274
294, 5751996, 2844832, 2214, 1559, 2843549, 29921, 29921, 5688378,65,906088839
291, 5750087, 2508, 2843966, 2842876, 1753, 29492, 29492, 70,5686833,2430414402
283, 5744029, 2840247, 2228, 1525, 2839349, 30340, 30340, 5679590,85,3859237189
300, 5743379, 2841172, 2553, 1784, 2838770, 29550, 29550, 5679939,126,4130196677
302, 5751887, 1999, 2844948, 2844058, 1368, 29757, 29757, 79,5688997,69504314
297, 5752066, 2845989, 2199, 1517, 2844409, 28976, 28976, 5690395,193,1397990969
298, 5730847, 2834454, 2202, 1504, 2832931, 29878, 29878, 5667382,63,2798179633
292, 5749388, 2844645, 2175, 1498, 2842928, 29071, 29071, 5687573,117,2133443041
293, 5753076, 2846266, 2293, 1612, 2843655, 29625, 29625, 5689915,164,3173938261
304, 5750963, 2268, 2844834, 2843772, 1587, 29251, 29251, 141,5688600,1009085474
301, 5750022, 2242, 2844049, 2843331, 1554, 29423, 29423, 160,5687377,70294581
295, 5747800, 2194, 2843220, 2841846, 1508, 29516, 29516, 70,5685057,1291196415
303, 5744693, 2557, 2840540, 2839774, 1832, 29995, 29995, 117,5680311,4122032447
305, 5747917, 2843023, 2066, 1391, 2841883, 29777, 29777, 5684894,158,1647035916
299, 5742906, 2380, 2840003, 2838891, 1656, 29988, 29988, 159,5678891,3032836756
296, 5739307, 2451, 2837627, 2836829, 1722, 30339, 30339, 124,5674446,1560888214
307, 5745019, 2176, 2840971, 2839962, 1504, 30203, 30203, 159,5680924,3481526482
309, 5740061, 2211, 2838582, 2837302, 1554, 30206, 30206, 73,5675877,993465310
