sample_id, N_active, N_A_1, N_B_1, N_A_0, N_B_0, N_A_*, N_B_*
0, 1518381, 303924, 306807, 274170, 271690, 180895, 180895
1, 1518113, 312607, 299548, 267571, 280085, 179151, 179151
2, 1518939, 314836, 295888, 263558, 282315, 181171, 181171
3, 1513574, 304272, 305185, 272601, 271844, 179836, 179836
4, 1518403, 297972, 307452, 275099, 265770, 186055, 186055
5, 1522386, 308068, 301931, 269696, 276337, 183177, 183177
6, 1521250, 308883, 304495, 271914, 276760, 179599, 179599
7, 1519439, 307008, 308687, 276233, 274741, 176385, 176385
8, 1520503, 298458, 310606, 278302, 266517, 183310, 183310
9, 1516799, 299177, 310653, 277746, 267053, 181085, 181085
10, 1518685, 304465, 307318, 274874, 272426, 179801, 179801
11, 1521677, 306672, 303898, 271682, 275027, 182199, 182199
12, 1515911, 301874, 311986, 279131, 269624, 176648, 176648
13, 1519919, 301848, 306969, 274824, 269800, 183239, 183239
14, 1520687, 295337, 313605, 281013, 263704, 183514, 183514
15, 1518772, 301530, 309299, 276561, 269432, 180975, 180975
16, 1519016, 305558, 306453, 274119, 273034, 179926, 179926
17, 1515412, 306984, 302950, 270465, 274521, 180246, 180246
18, 1520526, 308510, 304488, 272435, 276327, 179383, 179383
19, 1519800, 303884, 304688, 272480, 271498, 183625, 183625
20, 1516830, 303084, 304486, 272449, 270983, 182914, 182914
21, 1518814, 303641, 307599, 275422, 271258, 180447, 180447
22, 1515357, 305200, 305963, 273556, 272148, 179245, 179245
23, 1519654, 298921, 311848, 279199, 267030, 181328, 181328
24, 1517917, 305909, 304349, 272248, 273347, 181032, 181032
25, 1521856, 311459, 301561, 269591, 279065, 180090, 180090
26, 1516490, 295135, 316304, 283848, 262959, 179122, 179122
27, 1517241, 306550, 302938, 270647, 273926, 181590, 181590
28, 1514882, 306253, 303587, 271265, 273887, 179945, 179945
29, 1512822, 305175, 298357, 265621, 272689, 185490, 185490
30, 1517616, 302240, 312416, 279843, 269825, 176646, 176646
31, 1517790, 303928, 302362, 269860, 271774, 184933, 184933
32, 1516937, 310443, 299833, 267316, 277885, 180730, 180730
33, 1520965, 306573, 303545, 271400, 274087, 182680, 182680
34, 1516466, 309729, 301771, 269542, 277276, 179074, 179074
35, 1519915, 303750, 309072, 276660, 271923, 179255, 179255
36, 1517328, 305443, 304390, 271923, 273130, 181221, 181221
37, 1519453, 309769, 301919, 269749, 277012, 180502, 180502
38, 1515155, 305560, 304019, 271837, 273269, 180235, 180235
39, 1515562, 299505, 311303, 278579, 267313, 179431, 179431
40, 1520970, 305754, 301586, 269388, 273594, 185324, 185324
41, 1516468, 314686, 296967, 265235, 281484, 179048, 179048
42, 1518641, 311670, 300069, 268306, 279194, 179701, 179701
43, 1518449, 298206, 305042, 272653, 266210, 188169, 188169
44, 1515479, 306950, 298838, 266742, 274529, 184210, 184210
45, 1520225, 312455, 299140, 267020, 279952, 180829, 180829
46, 1516514, 308228, 302064, 269587, 275675, 180480, 180480
47, 1513462, 303264, 300639, 268163, 270694, 185351, 185351
48, 1514994, 302636, 302659, 270289, 270078, 184666, 184666
49, 1520585, 301908, 309351, 277048, 270010, 181134, 181134
50, 1519311, 307661, 306170, 273852, 275568, 178030, 178030
51, 1518357, 298534, 313066, 280195, 266522, 180020, 180020
52, 1519288, 303315, 306909, 274618, 270950, 181748, 181748
53, 1516275, 301366, 306014, 273685, 269066, 183072, 183072
54, 1518219, 310326, 305106, 272851, 277656, 176140, 176140
55, 1516044, 305395, 302101, 269933, 272843, 182886, 182886
56, 1518027, 298430, 311209, 278754, 266536, 181549, 181549
57, 1517183, 302704, 309006, 276319, 270474, 179340, 179340
58, 1516643, 307893, 302949, 270521, 275200, 180040, 180040
59, 1513515, 300787, 307248, 274331, 268165, 181492, 181492
60, 1512947, 304017, 304234, 271426, 271300, 180985, 180985
61, 1517846, 298755, 313264, 280825, 266956, 179023, 179023
62, 1515224, 312404, 298765, 266736, 279499, 178910, 178910
63, 1515177, 298573, 309984, 277149, 266493, 181489, 181489
