L,rho,E_1st,E_2nd,E_4th,abs_R_1st,R_1st,R_2nd,R_4th,bond_energy_1st,bond_energy_2nd,bond_energy_4th,bond_defect_1st,bond_defect_2nd,bond_defect_4th
3600,0.083,0.50020248,0.25020252,0.06260130,0.99288330,-0.01462105,0.98595543,0.97249819,-1.91513059,3.66774987,13.45275117,0.00262943,0.00001307,0.00000000
3600,0.084,0.50021305,0.25021310,0.06260660,0.99224094,-0.01586290,0.98472941,0.97023651,-1.91311392,3.66003191,13.39622918,0.00275868,0.00001435,0.00000000
3600,0.085,0.50022418,0.25022423,0.06261217,0.98990630,-0.02151865,0.98090499,0.96431281,-1.91108983,3.65229385,13.33968125,0.00288380,0.00001567,0.00000000
3600,0.086,0.50023580,0.25023585,0.06261798,0.98507764,-0.02012117,0.97340493,0.95336554,-1.90899343,3.64428794,13.28130134,0.00303757,0.00001722,0.00000000
3600,0.087,0.50024800,0.25024806,0.06262409,0.97545617,-0.02333695,0.95939928,0.93427472,-1.90688228,3.63623454,13.22270381,0.00319085,0.00001880,0.00000000
3600,0.088,0.50026092,0.25026099,0.06263056,0.95993745,-0.01795417,0.93631702,0.90261382,-1.90466955,3.62780298,13.16148996,0.00338739,0.00002068,0.00000000
3600,0.089,0.50027455,0.25027463,0.06263739,0.93291578,-0.03107888,0.89703791,0.85069591,-1.90250982,3.61958225,13.10193497,0.00354965,0.00002224,0.00000000
3600,0.09,0.50028909,0.25028917,0.06264467,0.89088607,-0.02352324,0.83752070,0.77397401,-1.90014005,3.61057167,13.03679756,0.00380974,0.00002435,0.00000000
3600,0.091,0.50030476,0.25030485,0.06265252,0.83263937,-0.02105155,0.75690553,0.67332078,-1.89772317,3.60139225,12.97058811,0.00408581,0.00002641,0.00000000
3600,0.092,0.50032165,0.25032175,0.06266098,0.76274808,-0.02887645,0.66176563,0.55760119,-1.89530892,3.59223309,12.90467321,0.00435301,0.00002822,0.00000000
3600,0.093,0.50033990,0.25034002,0.06267013,0.68409084,-0.02959990,0.55992256,0.44015485,-1.89278121,3.58265502,12.83590915,0.00466946,0.00003036,0.00000000
3600,0.094,0.50035970,0.25035982,0.06268004,0.59789075,-0.03185993,0.45102567,0.32051371,-1.89020133,3.57289121,12.76598240,0.00500471,0.00003255,0.00000000
3600,0.095,0.50038100,0.25038115,0.06269072,0.52125433,-0.03116736,0.35766568,0.22368059,-1.88757579,3.56296834,12.69511392,0.00535547,0.00003515,0.00000000
3600,0.096,0.50040404,0.25040420,0.06270226,0.44826943,-0.03047581,0.27657451,0.14937771,-1.88490869,3.55290247,12.62342471,0.00572037,0.00003812,0.00000000
3600,0.097,0.50042878,0.25042896,0.06271466,0.38433845,-0.03134568,0.21092686,0.09609430,-1.88222607,3.54279286,12.55163503,0.00608518,0.00004148,0.00000000
3600,0.098,0.50045523,0.25045543,0.06272792,0.33350846,-0.03584941,0.16232061,0.06108210,-1.87954641,3.53270965,12.48024875,0.00644172,0.00004520,0.00000000
3600,0.099,0.50048349,0.25048373,0.06274210,0.29133296,-0.03554233,0.12596048,0.03886177,-1.87677858,3.52231040,12.40684751,0.00683526,0.00004983,0.00000000
3600,0.1,0.50051355,0.25051381,0.06275717,0.25416117,-0.03990729,0.09720072,0.02425674,-1.87401156,3.51192970,12.33379626,0.00722144,0.00005472,0.00000000
3600,0.101,0.50054559,0.25054589,0.06277324,0.22496631,-0.04177691,0.07695128,0.01577408,-1.87117411,3.50130149,12.25923722,0.00763593,0.00006052,0.00000000
3600,0.102,0.50057969,0.25058002,0.06279035,0.19947096,-0.04508976,0.06067504,0.01006597,-1.86830364,3.49056606,12.18415683,0.00805978,0.00006682,0.00000000
3600,0.103,0.50061598,0.25061636,0.06280856,0.17842181,-0.04724958,0.04874035,0.00659707,-1.86538691,3.47967480,12.10822703,0.00850001,0.00007384,0.00000001
3600,0.104,0.50065437,0.25065480,0.06282783,0.16136094,-0.04935466,0.04032845,0.00466437,-1.86241690,3.46860244,12.03128225,0.00895994,0.00008168,0.00000001
3600,0.105,0.50069509,0.25069558,0.06284827,0.14605669,-0.05136469,0.03324582,0.00318399,-1.85941260,3.45742023,11.95382401,0.00943050,0.00009016,0.00000001
3600,0.106,0.50073825,0.25073879,0.06286994,0.13299356,-0.05363797,0.02760781,0.00220850,-1.85636560,3.44609763,11.87564927,0.00991550,0.00009938,0.00000001
3600,0.107,0.50078386,0.25078447,0.06289285,0.12311454,-0.05714380,0.02359064,0.00162428,-1.85329590,3.43470959,11.79728353,0.01040503,0.00010921,0.00000001
3600,0.108,0.50083187,0.25083256,0.06291697,0.11404495,-0.05901085,0.02037444,0.00121994,-1.85016675,3.42312049,11.71780183,0.01091752,0.00012003,0.00000001
3600,0.109,0.50088248,0.25088326,0.06294241,0.10704192,-0.06087984,0.01778212,0.00090928,-1.84701174,3.41145555,11.63807218,0.01143656,0.00013155,0.00000002
3600,0.11,0.50093584,0.25093671,0.06296923,0.10158421,-0.06418204,0.01588774,0.00070712,-1.84384266,3.39975863,11.55839758,0.01195602,0.00014363,0.00000002
3600,0.111,0.50099181,0.25099280,0.06299738,0.09706177,-0.06660691,0.01438205,0.00056906,-1.84062952,3.38791965,11.47803488,0.01249077,0.00015664,0.00000002
3600,0.112,0.50105055,0.25105165,0.06302693,0.09372132,-0.06972321,0.01329223,0.00047211,-1.83739775,3.37603289,11.39763042,0.01302858,0.00017031,0.00000003
3600,0.113,0.50111212,0.25111336,0.06305792,0.09151819,-0.07292201,0.01249500,0.00040488,-1.83414138,3.36407681,11.31704237,0.01357201,0.00018471,0.00000003
3600,0.114,0.50117663,0.25117802,0.06309040,0.09018604,-0.07532844,0.01193474,0.00035170,-1.83085062,3.35201605,11.23603924,0.01412619,0.00020003,0.00000004
3600,0.115,0.50124394,0.25124549,0.06312430,0.08936817,-0.07851841,0.01142794,0.00030382,-1.82755111,3.33994493,11.15525704,0.01467842,0.00021589,0.00000005
3600,0.116,0.50131428,0.25131601,0.06315974,0.08926127,-0.08138799,0.01118162,0.00027813,-1.82421839,3.32777447,11.07410621,0.01524084,0.00023268,0.00000005
3600,0.117,0.50138753,0.25138946,0.06319666,0.09012377,-0.08474730,0.01109661,0.00025790,-1.82088094,3.31560901,10.99328461,0.01579944,0.00024999,0.00000006
3600,0.118,0.50146391,0.25146606,0.06323518,0.09100857,-0.08740240,0.01103966,0.00024238,-1.81750934,3.30334174,10.91208675,0.01636894,0.00026828,0.00000007
3600,0.119,0.50154324,0.25154562,0.06327520,0.09279379,-0.09039404,0.01114753,0.00023346,-1.81413352,3.29108184,10.83123846,0.01693454,0.00028710,0.00000008
3600,0.12,0.50162565,0.25162829,0.06331680,0.09474318,-0.09327109,0.01132387,0.00022892,-1.81073973,3.27877972,10.75041426,0.01750301,0.00030665,0.00000009
3600,0.121,0.50171114,0.25171407,0.06335997,0.09719677,-0.09628533,0.01156420,0.00022631,-1.80733897,3.26647543,10.66987835,0.01806875,0.00032676,0.00000011
3600,0.122,0.50179975,0.25180299,0.06340474,0.09932887,-0.09878975,0.01180348,0.00022569,-1.80391496,3.25411042,10.58925046,0.01863987,0.00034771,0.00000012
3600,0.123,0.50189133,0.25189491,0.06345105,0.10187851,-0.10158256,0.01211931,0.00022597,-1.80048756,3.24175661,10.50900088,0.01920675,0.00036915,0.00000014
3600,0.124,0.50198613,0.25199008,0.06349900,0.10446537,-0.10430299,0.01250247,0.00023087,-1.79704425,3.22936915,10.42883946,0.01977541,0.00039130,0.00000015
3600,0.125,0.50208411,0.25208846,0.06354859,0.10694355,-0.10686119,0.01289488,0.00023695,-1.79359243,3.21697488,10.34894128,0.02034259,0.00041405,0.00000017
3600,0.126,0.50218518,0.25218995,0.06359977,0.10974513,-0.10968936,0.01335190,0.00024413,-1.79013688,3.20459110,10.26941732,0.02090571,0.00043726,0.00000019
3600,0.127,0.50228951,0.25229476,0.06365264,0.11235356,-0.11233231,0.01379950,0.00025222,-1.78667887,3.19222238,10.19029635,0.02146405,0.00046091,0.00000021
3600,0.128,0.50239697,0.25240272,0.06370713,0.11502924,-0.11502544,0.01430452,0.00026360,-1.78321092,3.17984213,10.11140808,0.02202176,0.00048515,0.00000024
3600,0.129,0.50250764,0.25251393,0.06376329,0.11770536,-0.11770129,0.01482267,0.00027545,-1.77974142,3.16748045,10.03294405,0.02257483,0.00050980,0.00000026
3600,0.13,0.50262144,0.25262832,0.06382107,0.12024879,-0.12024796,0.01534126,0.00028792,-1.77626468,3.15511710,9.95477503,0.02312596,0.00053498,0.00000029
4000,0.08,0.50017213,0.25017216,0.06258611,0.99432879,-0.00623987,0.98871329,0.97764710,-1.92100142,3.69026514,13.61833254,0.00228298,0.00000987,0.00000000
4000,0.081,0.50018133,0.25018136,0.06259071,0.99393645,-0.00455790,0.98793907,0.97613817,-1.91904830,3.68276690,13.56307415,0.00240440,0.00001090,0.00000000
4000,0.082,0.50019101,0.25019105,0.06259556,0.99348811,-0.00239755,0.98706223,0.97445264,-1.91706633,3.67516583,13.50717488,0.00253227,0.00001203,0.00000000
4000,0.083,0.50020109,0.25020113,0.06260061,0.99282243,-0.00063366,0.98585349,0.97229474,-1.91505859,3.66747408,13.45072805,0.00266499,0.00001326,0.00000000
4000,0.084,0.50021162,0.25021167,0.06260588,0.99119447,0.00297090,0.98317519,0.96802548,-1.91301082,3.65963737,13.39334062,0.00280978,0.00001463,0.00000000
4000,0.085,0.50022269,0.25022274,0.06261142,0.98855487,-0.00388831,0.97887866,0.96140642,-1.91098846,3.65190631,13.33684972,0.00293429,0.00001596,0.00000000
4000,0.086,0.50023427,0.25023432,0.06261722,0.98257229,-0.00142096,0.96979542,0.94851453,-1.90887984,3.64385422,13.27813939,0.00309408,0.00001755,0.00000000
4000,0.087,0.50024649,0.25024655,0.06262333,0.97104831,-0.00344913,0.95235268,0.92421084,-1.90675286,3.63574083,13.21911097,0.00325564,0.00001917,0.00000000
4000,0.088,0.50025941,0.25025948,0.06262981,0.94855298,-0.01586649,0.91998661,0.88159639,-1.90463312,3.62766355,13.16046883,0.00340576,0.00002064,0.00000000
4000,0.089,0.50027310,0.25027318,0.06263666,0.91108813,-0.01494528,0.86636506,0.81193410,-1.90236039,3.61901232,13.09778990,0.00362450,0.00002244,0.00000000
4000,0.09,0.50028774,0.25028782,0.06264400,0.86015288,-0.01296601,0.79480906,0.72055942,-1.90000724,3.61006498,13.03311023,0.00387595,0.00002437,0.00000000
4000,0.091,0.50030359,0.25030368,0.06265193,0.79275898,-0.01473129,0.70206216,0.60624058,-1.89760266,3.60093195,12.96723122,0.00414567,0.00002619,0.00000000
4000,0.092,0.50032071,0.25032082,0.06266051,0.71369086,-0.01387231,0.59787319,0.48335377,-1.89511428,3.59149171,12.89929528,0.00445008,0.00002818,0.00000000
4000,0.093,0.50033916,0.25033928,0.06266975,0.62322100,-0.01952445,0.48286910,0.35548031,-1.89260856,3.58199669,12.83112348,0.00475577,0.00002998,0.00000000
4000,0.094,0.50035920,0.25035933,0.06267980,0.53718681,-0.02327776,0.37975126,0.24896991,-1.89005719,3.57234144,12.76198438,0.00507706,0.00003207,0.00000000
4000,0.095,0.50038089,0.25038103,0.06269066,0.46003518,-0.02262466,0.29187562,0.16564884,-1.88744077,3.56245375,12.69137772,0.00542324,0.00003468,0.00000000
4000,0.096,0.50040405,0.25040421,0.06270227,0.39926749,-0.02834257,0.22653176,0.10860092,-1.88486079,3.55271797,12.62205757,0.00574438,0.00003743,0.00000000
4000,0.097,0.50042880,0.25042898,0.06271468,0.34138096,-0.03236890,0.17093462,0.06784955,-1.88221646,3.54275336,12.55130780,0.00609044,0.00004072,0.00000000
4000,0.098,0.50045535,0.25045556,0.06272799,0.29535844,-0.03338612,0.13063333,0.04225517,-1.87951212,3.53257785,12.47927668,0.00645930,0.00004472,0.00000000
4000,0.099,0.50048370,0.25048394,0.06274220,0.25733928,-0.03442047,0.10058539,0.02638469,-1.87676105,3.52224203,12.40632982,0.00684475,0.00004934,0.00000000
4000,0.1,0.50051379,0.25051406,0.06275729,0.22591364,-0.03811309,0.07865644,0.01682230,-1.87399242,3.51185607,12.33325208,0.00723153,0.00005440,0.00000000
4000,0.101,0.50054588,0.25054618,0.06277339,0.19871005,-0.03961569,0.06125409,0.01044796,-1.87115631,3.50123304,12.25873220,0.00764517,0.00006020,0.00000000
4000,0.102,0.50057999,0.25058032,0.06279050,0.17802272,-0.04159792,0.04892132,0.00670640,-1.86827428,3.49045486,12.18336015,0.00807498,0.00006671,0.00000000
4000,0.103,0.50061620,0.25061658,0.06280867,0.15876403,-0.04428050,0.03910418,0.00434422,-1.86535795,3.47956548,12.10744826,0.00851475,0.00007378,0.00000001
4000,0.104,0.50065465,0.25065508,0.06282797,0.14431892,-0.04812553,0.03245019,0.00299907,-1.86240811,3.46856853,12.03103113,0.00896472,0.00008149,0.00000001
4000,0.105,0.50069539,0.25069588,0.06284842,0.13109859,-0.04994558,0.02668355,0.00202868,-1.85939746,3.45736290,11.95341326,0.00943802,0.00009005,0.00000001
4000,0.106,0.50073852,0.25073907,0.06287008,0.12075181,-0.05188355,0.02265963,0.00147922,-1.85634535,3.44602159,11.87511366,0.00992550,0.00009938,0.00000001
4000,0.107,0.50078407,0.25078468,0.06289296,0.11179918,-0.05554752,0.01943926,0.00108299,-1.85327954,3.43464821,11.79685148,0.01041299,0.00010919,0.00000001
4000,0.108,0.50083209,0.25083279,0.06291709,0.10522488,-0.05817536,0.01718942,0.00084744,-1.85016657,3.42311922,11.71778456,0.01091750,0.00011989,0.00000001
4000,0.109,0.50088276,0.25088354,0.06294255,0.09933817,-0.06095956,0.01512532,0.00063415,-1.84702105,3.41148933,11.63829463,0.01143183,0.00013130,0.00000002
4000,0.11,0.50093604,0.25093691,0.06296933,0.09413754,-0.06401470,0.01363879,0.00052013,-1.84384893,3.39978122,11.55854400,0.01195293,0.00014343,0.00000002
4000,0.111,0.50099198,0.25099297,0.06299747,0.09054259,-0.06734028,0.01254849,0.00042716,-1.84064851,3.38798906,11.47849879,0.01248138,0.00015629,0.00000002
4000,0.112,0.50105075,0.25105186,0.06302703,0.08807865,-0.07016939,0.01170185,0.00036059,-1.83741420,3.37609287,11.39802927,0.01302037,0.00016999,0.00000003
4000,0.113,0.50111242,0.25111365,0.06305807,0.08614183,-0.07268947,0.01098649,0.00030760,-1.83414212,3.36407909,11.31705190,0.01357172,0.00018460,0.00000003
4000,0.114,0.50117682,0.25117820,0.06309049,0.08522799,-0.07492183,0.01054389,0.00026928,-1.83085108,3.35201732,11.23604218,0.01412606,0.00019993,0.00000004
4000,0.115,0.50124417,0.25124572,0.06312441,0.08512051,-0.07799698,0.01026364,0.00024433,-1.82753698,3.33989292,11.15490491,0.01468574,0.00021602,0.00000005
4000,0.116,0.50131446,0.25131619,0.06315983,0.08625122,-0.08139585,0.01024276,0.00022810,-1.82421899,3.32777633,11.07411411,0.01524084,0.00023260,0.00000005
4000,0.117,0.50138764,0.25138956,0.06319671,0.08730739,-0.08402344,0.01022289,0.00021430,-1.82087251,3.31557801,10.99307500,0.01580430,0.00025007,0.00000006
4000,0.118,0.50146390,0.25146604,0.06323517,0.08936455,-0.08722457,0.01036895,0.00020696,-1.81751465,3.30336073,10.91220840,0.01636686,0.00026815,0.00000007
4000,0.119,0.50154320,0.25154559,0.06327518,0.09165115,-0.09030260,0.01057806,0.00020298,-1.81413759,3.29109638,10.83133083,0.01693294,0.00028698,0.00000008
4000,0.12,0.50162560,0.25162824,0.06331677,0.09385364,-0.09302760,0.01082762,0.00020162,-1.81074414,3.27879549,10.75051475,0.01750114,0.00030654,0.00000009
4000,0.121,0.50171106,0.25171399,0.06335993,0.09620798,-0.09576699,0.01107193,0.00019910,-1.80733518,3.26646151,10.66978479,0.01807128,0.00032680,0.00000011
4000,0.122,0.50179962,0.25180286,0.06340468,0.09899344,-0.09872328,0.01144504,0.00020307,-1.80391635,3.25411522,10.58927921,0.01863978,0.00034766,0.00000012
4000,0.123,0.50189127,0.25189485,0.06345101,0.10167116,-0.10153140,0.01178860,0.00020436,-1.80048786,3.24175750,10.50900423,0.01920744,0.00036913,0.00000014
4000,0.124,0.50198606,0.25199000,0.06349896,0.10461376,-0.10455541,0.01226335,0.00021173,-1.79705434,3.22940522,10.42907005,0.01977161,0.00039111,0.00000015
4000,0.125,0.50208407,0.25208841,0.06354857,0.10712130,-0.10710237,0.01265450,0.00021710,-1.79359914,3.21699876,10.34909230,0.02034068,0.00041392,0.00000017
4000,0.126,0.50218527,0.25219004,0.06359982,0.10986048,-0.10985465,0.01311350,0.00022428,-1.79014586,3.20462304,10.26961951,0.02090269,0.00043709,0.00000019
4000,0.127,0.50228968,0.25229492,0.06365273,0.11249567,-0.11249318,0.01360409,0.00023476,-1.78668145,3.19223140,10.19035158,0.02146427,0.00046088,0.00000021
4000,0.128,0.50239716,0.25240291,0.06370723,0.11507098,-0.11506885,0.01410471,0.00024620,-1.78321436,3.17985423,10.11148282,0.02202179,0.00048511,0.00000024
4000,0.129,0.50250781,0.25251410,0.06376337,0.11778133,-0.11778040,0.01465362,0.00025923,-1.77974609,3.16749689,10.03304609,0.02257399,0.00050973,0.00000026
4000,0.13,0.50262159,0.25262846,0.06382114,0.12054822,-0.12054822,0.01523552,0.00027403,-1.77627230,3.15514402,9.95494290,0.02312306,0.00053482,0.00000029
